ticker,convergence_score,n_scanners,scanners,sides,dominant_side,agreement_pct,best_rank,avg_rank,long_pts,short_pts,total_raw_pts,sector_mult,sector_label
CRNX,4.6,2,Analyst#5;Consumption#125,"LONG,NA",LONG,100.0,5,65.0,0.6,0.0,3.3,1.0,
CSGP,4.6,2,Analyst#5;Consumption#128,"LONG,NA",LONG,100.0,5,66.5,0.6,0.0,3.3,1.0,
DASH,4.6,2,Analyst#5;Consumption#137,"LONG,NA",LONG,100.0,5,71.0,0.6,0.0,3.3,1.0,
ENPH,4.5,2,Analyst#5;Consumption#158,"LONG,NA",LONG,100.0,5,81.5,0.6,0.0,3.2,1.0,
EXLS,4.5,2,Analyst#5;Consumption#168,"LONG,NA",LONG,100.0,5,86.5,0.5,0.0,3.2,1.0,
FIG,4.5,2,Analyst#5;Consumption#174,"LONG,NA",LONG,100.0,5,89.5,0.5,0.0,3.2,1.0,
FLY,4.5,2,Analyst#5;Consumption#181,"LONG,NA",LONG,100.0,5,93.0,0.5,0.0,3.2,1.0,
GT,4.4,2,FAM#20;Consumption#208,LONG,LONG,100.0,20,114.0,3.2,0.0,3.2,1.0,
GLW,4.4,2,Analyst#5;Consumption#202,"LONG,NA",LONG,100.0,5,103.5,0.5,0.0,3.2,1.0,
ICLR,4.4,2,Analyst#5;Consumption#229,"LONG,NA",LONG,100.0,5,117.0,0.5,0.0,3.1,1.0,
INFY,4.4,2,Analyst#5;Consumption#234,"LONG,NA",LONG,100.0,5,119.5,0.5,0.0,3.1,1.0,
IOT,4.4,2,Analyst#5;Consumption#239,"LONG,NA",LONG,100.0,5,122.0,0.5,0.0,3.1,1.0,
LYB,4.3,2,Analyst#5;Consumption#273,"LONG,NA",LONG,100.0,5,139.0,0.4,0.0,3.1,1.0,
LYFT,4.3,2,Analyst#5;Consumption#274,"LONG,NA",LONG,100.0,5,139.5,0.4,0.0,3.1,1.0,
MANE,4.3,2,Analyst#5;Consumption#277,"LONG,NA",LONG,100.0,5,141.0,0.4,0.0,3.1,1.0,
MKTX,4.3,2,Analyst#5;Consumption#286,"LONG,NA",LONG,100.0,5,145.5,0.4,0.0,3.1,1.0,
MOS,4.3,2,Analyst#5;Consumption#294,"LONG,NA",LONG,100.0,5,149.5,0.4,0.0,3.1,1.0,
MU,4.3,2,Analyst#5;Consumption#301,"LONG,NA",LONG,100.0,5,153.0,0.4,0.0,3.1,1.0,
NKE,4.3,2,Analyst#5;Consumption#313,"LONG,NA",LONG,100.0,5,159.0,0.4,0.0,3.1,1.0,
NOG,4.3,2,Analyst#5;Consumption#316,"LONG,NA",LONG,100.0,5,160.5,0.4,0.0,3.1,1.0,
NOK,4.3,2,Analyst#5;Consumption#317,"LONG,NA",LONG,100.0,5,161.0,0.4,0.0,3.1,1.0,
PINS,4.3,2,Analyst#5;Consumption#360,"LONG,NA",LONG,100.0,5,182.5,0.4,0.0,3.1,1.0,
PODD,4.3,2,Analyst#5;Consumption#366,"LONG,NA",LONG,100.0,5,185.5,0.4,0.0,3.0,1.0,
PRIM,4.3,2,Analyst#5;Consumption#374,"LONG,NA",LONG,100.0,5,189.5,0.4,0.0,3.0,1.0,
FLO,4.2,2,FAM#23;Consumption#179,LONG,LONG,100.0,23,101.0,3.0,0.0,3.0,1.0,
RZLT,4.2,2,Analyst#5;Consumption#405,"LONG,NA",LONG,100.0,5,205.0,0.3,0.0,3.0,1.0,
SEDG,4.2,2,Analyst#5;Consumption#412,"LONG,NA",LONG,100.0,5,208.5,0.3,0.0,3.0,1.0,
SPRY,4.2,2,Analyst#5;Consumption#433,"LONG,NA",LONG,100.0,5,219.0,0.3,0.0,3.0,1.0,
SVC,4.2,2,Analyst#5;Consumption#439,"LONG,NA",LONG,100.0,5,222.0,0.3,0.0,3.0,1.0,
SVM,4.2,2,Analyst#5;Consumption#440,"LONG,NA",LONG,100.0,5,222.5,0.3,0.0,3.0,1.0,
TSCO,4.2,2,Analyst#5;Consumption#452,"LONG,NA",LONG,100.0,5,228.5,0.3,0.0,3.0,1.0,
TYL,4.2,2,Analyst#5;Consumption#456,"LONG,NA",LONG,100.0,5,230.5,0.3,0.0,3.0,1.0,
UUUU,4.2,2,Analyst#5;Consumption#467,"LONG,NA",LONG,100.0,5,236.0,0.3,0.0,3.0,1.0,
VG,4.2,2,Analyst#5;Consumption#471,"LONG,NA",LONG,100.0,5,238.0,0.3,0.0,3.0,1.0,
W,4.2,2,Analyst#5;Consumption#479,"LONG,NA",LONG,100.0,5,242.0,0.3,0.0,3.0,1.0,
WIX,4.2,2,Analyst#5;Consumption#486,"LONG,NA",LONG,100.0,5,245.5,0.3,0.0,3.0,1.0,
WNC,4.2,2,Analyst#5;Consumption#491,"LONG,NA",LONG,100.0,5,248.0,0.3,0.0,3.0,1.0,
ZG,4.2,2,Analyst#5;Consumption#509,"LONG,NA",LONG,100.0,5,257.0,0.3,0.0,3.0,1.0,
UAA,4.1,2,FAM#21;Consumption#459,LONG,LONG,100.0,21,240.0,2.9,0.0,2.9,1.0,
AEM,4.1,2,Consumption#13;FAM#152,LONG,LONG,100.0,13,82.5,2.9,0.0,2.9,1.0,
AGYS,4.0,2,Consumption#18;FAM#94,LONG,LONG,100.0,18,56.0,2.9,0.0,2.9,1.0,
AGI,3.8,3,Analyst#5;Consumption#17;FAM#160,"LONG,NA,SHORT",LONG,64.0,5,60.7,1.7,0.9,5.3,1.0,
NEO,3.7,2,FAM#29;Consumption#307,LONG,LONG,100.0,29,168.0,2.6,0.0,2.6,1.0,
BLDR,3.7,2,FAM#44;Consumption#71,LONG,LONG,100.0,44,57.5,2.6,0.0,2.6,1.0,
BEAM,3.7,2,FAM#45;Consumption#62,LONG,LONG,100.0,45,53.5,2.7,0.0,2.7,1.0,
AXON,3.7,3,Analyst#5;Consumption#51;FAM#71,"LONG,NA,SHORT",SHORT,59.0,5,42.3,1.0,1.4,5.1,1.0,
LFS,3.6,2,FAM#32;Consumption#264,LONG,LONG,100.0,32,148.0,2.6,0.0,2.6,1.0,
FBIN,3.6,2,FAM#35;Consumption#170,LONG,LONG,100.0,35,102.5,2.6,0.0,2.6,1.0,
ALNT,3.6,2,Consumption#25;FAM#102,LONG,LONG,100.0,25,63.5,2.6,0.0,2.6,1.0,
VKTX,3.5,2,FAM#31;Consumption#473,LONG,LONG,100.0,31,252.0,2.5,0.0,2.5,1.0,
AVR,3.5,2,Consumption#50;FAM#63,LONG,LONG,100.0,50,56.5,2.5,0.0,2.5,1.0,
ACM,3.5,2,Consumption#8;FAM#130,"LONG,SHORT",LONG,70.0,8,69.0,2.5,1.1,3.5,1.0,
CCCC,3.4,2,FAM#49;Consumption#95,LONG,LONG,100.0,49,72.0,2.4,0.0,2.4,1.0,
CE,3.2,3,Analyst#5;Consumption#99;FAM#137,"LONG,NA,SHORT",SHORT,59.0,5,80.3,0.7,1.0,4.4,1.0,
BSY,3.2,3,Analyst#5;Consumption#81;FAM#144,"LONG,NA,SHORT",SHORT,56.0,5,76.7,0.8,1.0,4.5,1.0,
SLDB,3.1,2,FAM#41;Consumption#422,LONG,LONG,100.0,41,231.5,2.2,0.0,2.2,1.0,
MMYT,3.1,2,FAM#46;Consumption#290,LONG,LONG,100.0,46,168.0,2.2,0.0,2.2,1.0,
FOUR,3.1,2,FAM#48;Consumption#183,LONG,LONG,100.0,48,115.5,2.2,0.0,2.2,1.0,
CTRI,3.1,2,FAM#57;Consumption#130,LONG,LONG,100.0,57,93.5,2.2,0.0,2.2,1.0,
BJRI,3.1,2,Consumption#69;FAM#78,LONG,LONG,100.0,69,73.5,2.2,0.0,2.2,1.0,
BIOA,3.1,2,Consumption#68;FAM#80,LONG,LONG,100.0,68,74.0,2.2,0.0,2.2,1.0,
DPZ,3.1,3,Analyst#5;FAM#138;Consumption#149,"LONG,NA,SHORT",SHORT,64.0,5,97.3,0.6,1.0,4.3,1.0,
CTSH,3.1,3,Analyst#5;Consumption#132;FAM#151,"LONG,NA,SHORT",SHORT,62.0,5,96.0,0.6,1.0,4.3,1.0,
UA,3.0,2,FAM#43;Consumption#458,LONG,LONG,100.0,43,250.5,2.2,0.0,2.2,1.0,
CDNA,3.0,2,FAM#68;Consumption#97,LONG,LONG,100.0,68,82.5,2.2,0.0,2.2,1.0,
EPAM,3.0,3,Analyst#5;FAM#158;Consumption#159,"LONG,NA,SHORT",SHORT,63.0,5,107.3,0.6,1.0,4.2,1.0,
FLUT,3.0,3,Analyst#5;FAM#177;Consumption#180,"LONG,NA,SHORT",SHORT,63.0,5,120.7,0.5,0.9,4.1,1.0,
EFX,3.0,3,Analyst#5;Consumption#154;FAM#192,"LONG,NA,SHORT",SHORT,61.0,5,117.0,0.6,0.9,4.1,1.0,
CHTR,3.0,3,Analyst#5;Consumption#108;FAM#239,"LONG,NA,SHORT",SHORT,54.0,5,117.3,0.7,0.8,4.1,1.0,
NESR,2.9,2,FAM#50;Consumption#308,LONG,LONG,100.0,50,179.0,2.1,0.0,2.1,1.0,
CYRX,2.9,2,FAM#65;Consumption#136,LONG,LONG,100.0,65,100.5,2.1,0.0,2.1,1.0,
BELFB,2.9,2,Consumption#63;FAM#101,LONG,LONG,100.0,63,82.0,2.1,0.0,2.1,1.0,
GWRE,2.9,3,Analyst#5;FAM#190;Consumption#210,"LONG,NA,SHORT",SHORT,64.0,5,135.0,0.5,0.9,4.0,1.0,
HLNE,2.9,3,Analyst#5;FAM#195;Consumption#216,"LONG,NA,SHORT",SHORT,64.0,5,138.7,0.5,0.9,4.0,1.0,
VERA,2.8,2,FAM#51;Consumption#470,LONG,LONG,100.0,51,260.5,2.0,0.0,2.0,1.0,
SRRK,2.8,2,FAM#52;Consumption#435,LONG,LONG,100.0,52,243.5,2.0,0.0,2.0,1.0,
OLMA,2.8,2,FAM#56;Consumption#332,LONG,LONG,100.0,56,194.0,2.0,0.0,2.0,1.0,
HTFL,2.8,2,FAM#62;Consumption#221,LONG,LONG,100.0,62,141.5,2.0,0.0,2.0,1.0,
EPC,2.8,2,FAM#66;Consumption#160,LONG,LONG,100.0,66,113.0,2.0,0.0,2.0,1.0,
AUGO,2.8,2,Consumption#47;FAM#141,LONG,LONG,100.0,47,94.0,2.0,0.0,2.0,1.0,
INTU,2.8,3,Analyst#5;FAM#224;Consumption#237,"LONG,NA,SHORT",SHORT,64.0,5,155.3,0.5,0.8,3.9,1.0,
FOXA,2.8,3,Analyst#5;Consumption#185;FAM#259,"LONG,NA,SHORT",SHORT,59.0,5,149.7,0.5,0.7,3.9,1.0,
INOD,2.8,3,Analyst#5;Consumption#236;FAM#262,"LONG,NA,SHORT",SHORT,62.0,5,167.7,0.5,0.7,3.9,1.0,
JKHY,2.8,3,Analyst#5;Consumption#246;FAM#274,"LONG,NA,SHORT",SHORT,62.0,5,175.0,0.4,0.7,3.9,1.0,
TREX,2.7,2,FAM#55;Consumption#449,LONG,LONG,100.0,55,252.0,1.9,0.0,1.9,1.0,
TEX,2.7,2,FAM#59;Consumption#444,LONG,LONG,100.0,59,251.5,1.9,0.0,1.9,1.0,
LIND,2.7,2,FAM#64;Consumption#267,LONG,LONG,100.0,64,165.5,1.9,0.0,1.9,1.0,
DNA,2.7,2,FAM#76;Consumption#143,LONG,LONG,100.0,76,109.5,2.0,0.0,2.0,1.0,
B,2.7,2,Consumption#53;FAM#157,LONG,LONG,100.0,53,105.0,1.9,0.0,1.9,1.0,
NICE,2.7,3,Analyst#5;FAM#272;Consumption#311,"LONG,NA,SHORT",SHORT,65.0,5,196.0,0.4,0.7,3.8,1.0,
NU,2.7,3,Analyst#5;FAM#276;Consumption#321,"LONG,NA,SHORT",SHORT,65.0,5,200.7,0.4,0.7,3.8,1.0,
ESTA,2.6,2,FAM#84;Consumption#162,LONG,LONG,100.0,84,123.0,1.9,0.0,1.9,1.0,
DIOD,2.6,2,FAM#87;Consumption#141,LONG,LONG,100.0,87,114.0,1.9,0.0,1.9,1.0,
BW,2.6,2,Consumption#86;FAM#126,LONG,LONG,100.0,86,106.0,1.8,0.0,1.8,1.0,
SNDA,2.5,2,FAM#70;Consumption#428,LONG,LONG,100.0,70,249.0,1.8,0.0,1.8,1.0,
PACS,2.5,2,FAM#74;Consumption#346,LONG,LONG,100.0,74,210.0,1.8,0.0,1.8,1.0,
MLKN,2.5,2,FAM#75;Consumption#287,LONG,LONG,100.0,75,181.0,1.8,0.0,1.8,1.0,
MAMA,2.5,2,FAM#81;Consumption#276,LONG,LONG,100.0,81,178.5,1.8,0.0,1.8,1.0,
KYTX,2.5,2,FAM#82;Consumption#257,LONG,LONG,100.0,82,169.5,1.8,0.0,1.8,1.0,
GENB,2.5,2,FAM#88;Consumption#196,LONG,LONG,100.0,88,142.0,1.8,0.0,1.8,1.0,
CTRN,2.5,2,FAM#107;Consumption#131,LONG,LONG,100.0,107,119.0,1.8,0.0,1.8,1.0,
BX,2.5,2,Consumption#88;FAM#132,LONG,LONG,100.0,88,110.0,1.8,0.0,1.8,1.0,
BETA,2.5,2,Consumption#64;FAM#166,LONG,LONG,100.0,64,115.0,1.8,0.0,1.8,1.0,
WING,2.4,2,FAM#72;Consumption#485,LONG,LONG,100.0,72,278.5,1.7,0.0,1.7,1.0,
ONT,2.4,2,FAM#79;Consumption#335,LONG,LONG,100.0,79,207.0,1.7,0.0,1.7,1.0,
PII,2.4,2,FAM#83;Consumption#359,LONG,LONG,100.0,83,221.0,1.7,0.0,1.7,1.0,
MAZE,2.4,2,FAM#90;Consumption#281,LONG,LONG,100.0,90,185.5,1.7,0.0,1.7,1.0,
IIIV,2.4,2,FAM#96;Consumption#231,LONG,LONG,100.0,96,163.5,1.7,0.0,1.7,1.0,
IESC,2.4,2,FAM#97;Consumption#230,LONG,LONG,100.0,97,163.5,1.7,0.0,1.7,1.0,
BRZE,2.4,2,Consumption#79;FAM#167,LONG,LONG,100.0,79,123.0,1.7,0.0,1.7,1.0,
ZD,2.3,2,FAM#85;Consumption#507,LONG,LONG,100.0,85,296.0,1.6,0.0,1.6,1.0,
FMFC,2.3,2,FAM#121;Consumption#182,LONG,LONG,100.0,121,151.5,1.6,0.0,1.6,1.0,
BIDU,2.3,2,Consumption#65;FAM#247,LONG,LONG,100.0,65,156.0,1.6,0.0,1.6,1.0,
