ticker,side,tier,fem,mode,entry,stop,t1,t2,shares,rr,spy_regime,current_price,entry_type,n_gaps_above,gap_above_conviction,scan_date,asof
ORCL,SHORT,CONVICTION,95.6,BEAR_REJECTION_PENDING,185.45,191.8,163.0,166.42,15,3.53,HOSTILE,184.59,LIMIT,5,CONVICTION,2026-06-11,2026-06-11T06:57:58.525090
HOOD,SHORT,CONVICTION,95.0,BEAR_REJECTION_PENDING,90.51,99.98,75.44,,10,1.59,HOSTILE,88.74,LIMIT,5,CONVICTION,2026-06-11,2026-06-11T06:58:15.400321
ALHC,SHORT,CONVICTION,91.0,BEAR_REJECTION_PENDING,20.93,23.58,19.88,,37,0.4,HOSTILE,20.52,LIMIT,5,COMPRESSION,2026-06-11,2026-06-11T06:58:35.740585
NVDA,SHORT,CONVICTION,90.5,BEAR_REJECTION_PENDING,204.43,209.23,182.08,190.84,20,4.66,HOSTILE,202.52,LIMIT,5,VACUUM,2026-06-11,2026-06-11T06:57:45.062060
NP,SHORT,CONVICTION,89.0,BEAR_REJECTION_PENDING,27.49,28.21,23.1,25.43,138,6.08,HOSTILE,26.95,LIMIT,5,COMPRESSION,2026-06-11,2026-06-11T07:00:04.848931
CAVA,SHORT,CONVICTION,85.9,BEAR_REJECTION_PENDING,84.15,89.96,74.0,,17,1.75,HOSTILE,82.5,LIMIT,5,COMPRESSION,2026-06-11,2026-06-11T06:59:08.053229
DXYZ,SHORT,CONVICTION,80.7,BEAR_REJECTION_PENDING,40.27,47.47,38.26,,13,0.28,HOSTILE,39.48,LIMIT,5,CONVICTION,2026-06-11,2026-06-11T07:00:35.707991
INTC,SHORT,CONVICTION,78.1,BEAR_REJECTION_PENDING,114.55,130.09,108.82,,6,0.37,HOSTILE,112.3,LIMIT,5,VACUUM,2026-06-11,2026-06-11T06:57:25.547841
LMND,SHORT,CONVICTION,78.0,BEAR_REJECTION_PENDING,57.41,58.71,53.25,54.21,76,3.19,HOSTILE,57.4,LIMIT,5,COMPRESSION,2026-06-11,2026-06-11T06:59:18.566323
SPOT,SHORT,CONVICTION,78.0,BEAR_REJECTION_PENDING,502.03,508.28,486.72,457.03,16,2.45,HOSTILE,501.58,LIMIT,5,VACUUM,2026-06-11,2026-06-11T06:59:24.467549
DUOL,SHORT,CONVICTION,78.0,BEAR_REJECTION_PENDING,122.93,125.31,114.15,107.6,42,3.69,HOSTILE,122.75,LIMIT,5,COMPRESSION,2026-06-11,2026-06-11T06:59:33.406104
HROW,SHORT,CONVICTION,78.0,BEAR_REJECTION_PENDING,35.55,36.92,33.4,,72,1.56,HOSTILE,35.5,LIMIT,5,COMPRESSION,2026-06-11,2026-06-11T06:59:55.766690
FLUT,SHORT,CONVICTION,77.3,BEAR_REJECTION_PENDING,115.64,121.63,99.15,99.15,16,2.75,HOSTILE,113.37,LIMIT,5,COMPRESSION,2026-06-11,2026-06-11T06:59:05.699139
