ticker,side,mode,tier,fem,entry,stop,t1,t_partial,rr,risk,last_close,dist_pct,proximity,cluster_gaps,cluster_tfs,tfs,cluster_top,cluster_bot,path,gap_quality,sponsorship,total_genesis,vol_ratio_today,vol_ratio_3d,premkt_vol,hot_days,move_pct,total_gaps,n_timeframes,float_m,float_label,float_rotation,fractal_50,prev_close,today_open,gap_pct,price_zone_50,cluster_zone_50,va_depth,va_layers,conviction_ticks,clean_air_pct,va_grade,stop_adjusted,vol_ratio,vol_hot,warrior_price_band,atr_14,atr_to_stop_ratio,borrow_risk,news,_sector,_industry,_sector_label,_industry_label,_sector_strength,_industry_strength,_sector_ret_5d,_sector_pct,_pr_rr,_pr_dist,_pr_fem,_pr_rot,_pr_sec,_score,regime,_L1_px,_L2_px,_L3_px,_L1_shares,_L2_shares,_L3_shares,_L1_rr,_L2_rr,_L3_rr,_L1_notional,_L2_notional,_L3_notional,_cutoff,_stop_px,_t1_px,entry_mode,_L4_px,_L4_shares,_L4_rr
INTC,Long,PULLBACK,T1-STRONG_LONG,91,85.97,79.5303,100.98,,2.3,6.4397,91.13,5.7,APPROACH,4,4,"10m,15m,30m,5m",85.97,81.99,HIGHWAY,EXCITED,3.11,21073154180.0,1.2,1.3,1253113.0,0.0,24.4,42.0,8.0,4601.09,MEGA,0.03,84.195,81.88,86.51,5.7,PREMIUM,MID,4216,14,3670,10.8,A,,,,False,7.978928571428569,0.81,N/A,,TECH,SEMIS,NEUTRAL,COLD,0.28,0.0,-1.52,0.0,1.0,1.0,0.333,0.5,0.0,1.45,FAVORABLE,81.99,85.97,86.8297,40,15,13,7.72,2.33,1.94,3279.6,1289.55,1128.79,10:30,79.5303,100.98,PULLBACK_LIMIT,,,
CNQ,Long,PULLBACK,T1-STRONG_LONG,100,47.28,43.1941,55.4518,,2.0,4.0859,47.28,3.1,APPROACH,4,4,"1d,1h,30m,4h",45.81,44.53,OPEN_ROAD,EXCITED,1.38,625583594.0,0.5,0.9,0.0,0.0,7.1,51.0,8.0,2033.41,MEGA,0.0,46.225,46.45,46.0,-1.0,PREMIUM,DISCOUNT,2522,6,1266,99.9,A,,,,False,1.2430642857142853,3.29,N/A,,ENERGY,OIL_EXP,NEUTRAL,NEUTRAL,0.36,0.68,-0.71,0.68,0.333,0.667,0.833,0.0,0.68,0.8373,FAVORABLE,44.53,47.28,47.7528,74,24,21,8.18,2.0,1.69,3295.22,1134.72,1002.81,10:30,43.1941,55.4518,PULLBACK_LIMIT,,,
GOSS,Long,BOUNCE,T2-LONG,66,0.1783,0.0949,0.3451,0.2054,2.0,0.0834,0.1783,2.7,CLOSE,1,1,1d,0.1735,0.1449,OPEN_ROAD,EXCITED,18.66,1071336726.0,0.7,1.9,6285135.0,2.0,103.0,28.0,8.0,150.35,HIGH,0.2,0.2054,0.2067,0.2042,-1.2,DISCOUNT,DISCOUNT,10,5,0,8.3,D,,,,False,0.03275642857142857,2.55,N/A,,HEALTHCARE,BIOTECH,NEUTRAL,NEUTRAL,0.72,0.4,1.29,0.4,0.333,0.333,0.0,1.0,0.4,0.7033,FAVORABLE,0.1449,0.1783,0.1983,2000,1199,967,4.0,2.0,1.42,289.8,213.78,191.76,10:30,0.0949,0.3451,PULLBACK_LIMIT,,,
TGB,Long,BOUNCE,T1-STRONG_LONG,100,7.08,6.5087,8.2226,,2.0,0.5713,7.08,0.7,CLOSE,7,7,"10m,15m,1d,1h,30m,4h,5m",7.03,6.71,OPEN_ROAD,EXCITED,2.42,239617989.0,2.0,1.2,0.0,0.0,11.8,31.0,8.0,359.02,MEGA,0.03,6.87,6.71,7.03,4.8,PREMIUM,MID,192,4,34,4.1,B,,,,True,0.5102857142857145,1.12,N/A,,MATERIALS,COPPER,NEUTRAL,NEUTRAL,0.56,0.64,2.68,0.64,0.333,0.0,0.833,0.5,0.64,0.5253,FAVORABLE,6.71,7.08,7.1508,496,175,155,7.51,2.0,1.67,3328.16,1239.0,1108.37,10:30,6.5087,8.2226,PULLBACK_LIMIT,,,
