ticker,current_price,phase,consumed_pct,consumed_count,overhead_count,total_in_arc,next_major_top,next_major_bot,next_major_ticks,next_major_tf,next_major_dist_pct,sub_tf_status_str,has_recent_flip,total_bearish_gaps,est_open,stop,target,shares,expected_pct,rr,promoted
AAL,15.37,BASING,0.0,0,20,20,17.75,17.6,15,daily,14.51,44 bear-built-above · rel-vol 0.5x · regime FAVORABLE,False,23,15.37,15.1394,17.75,433,15.48,10.32,False
AAOI,139.9467,BASING,0.0,0,8,8,162.915,158.0,492,daily,12.9,6 bear-built-above · rel-vol 0.8x · regime FAVORABLE,True,8,139.9467,137.8475,162.915,47,16.41,10.94,False
AAOX,21.27,BASING,0.0,0,10,10,24.35,24.31,5,45m,14.29,8 bear-built-above · rel-vol 0.8x · regime FAVORABLE,True,13,21.27,20.9509,24.35,313,14.48,9.65,False
AAOZ,10.25,BASING,0.0,0,20,20,13.57,10.91,266,daily,6.44,18 bear-built-above · rel-vol 1.9x · regime FAVORABLE,False,21,10.25,10.0962,13.57,650,32.39,21.59,False
AAPL,304.32,BASING,0.0,0,17,17,333.1,308.91,2419,daily,1.51,26 bear-built-above · rel-vol 0.7x · regime FAVORABLE,False,17,304.32,299.7552,333.1,21,9.46,6.3,False
ABCL,9.06,BASING,0.0,0,19,19,9.4,9.3784,3,45m,3.51,21 bear-built-above · rel-vol 2.4x · regime FAVORABLE,True,19,9.06,8.9241,9.4,735,3.75,2.5,False
ABNB,184.6,BASING,0.0,0,20,20,186.335,186.31,3,10m,0.93,27 bear-built-above · rel-vol 1.7x · regime FAVORABLE,False,20,184.6,181.831,186.335,36,0.94,0.63,False
ABT,109.7063,BASING,0.0,0,15,15,121.76,121.37,40,weekly,10.63,6 bear-built-above · rel-vol 0.6x · regime FAVORABLE,True,15,109.7063,108.0607,121.76,60,10.99,7.32,False
ACHR,6.8,BASING,0.0,0,4,4,7.17,7.1695,1,1h,5.43,3 bear-built-above · rel-vol 2.2x · regime FAVORABLE,True,4,6.8,6.698,7.17,980,5.44,3.63,False
ACN,178.51,BASING,0.0,0,16,16,193.44,190.69,275,daily,6.82,7 bear-built-above · rel-vol 0.5x · regime FAVORABLE,False,18,178.51,175.8323,193.44,37,8.36,5.58,False
ACRS,6.04,BASING,0.0,0,13,13,6.2995,6.15,15,1h,1.82,13 bear-built-above · rel-vol 0.6x · regime FAVORABLE,False,13,6.04,5.9494,6.2995,1103,4.3,2.86,False
ADBE,260.72,BASING,0.0,0,20,20,293.38,282.74,1064,daily,8.45,52 bear-built-above · rel-vol 0.9x · regime FAVORABLE,False,21,260.72,256.8092,293.38,25,12.53,8.35,False
ADM,80.46,BASING,0.0,0,20,20,85.92,84.43,149,daily,4.93,7 bear-built-above · rel-vol 0.9x · regime FAVORABLE,False,20,80.46,79.2531,85.92,82,6.79,4.52,False
ADSK,251.5,BASING,0.0,0,20,20,268.33,260.0,833,daily,3.38,28 bear-built-above · rel-vol 0.9x · regime FAVORABLE,False,22,251.5,247.7275,268.33,26,6.69,4.46,False
AEG,9.4,BASING,0.0,0,20,20,9.53,9.51,2,daily,1.17,26 bear-built-above · rel-vol 0.7x · regime FAVORABLE,True,20,9.4,9.259,9.53,709,1.38,0.92,False
AEHL,5.31,BASING,0.0,0,16,16,5.86,5.7076,16,1h,7.49,10 bear-built-above · rel-vol 0.3x · regime FAVORABLE,False,16,5.31,5.2303,5.86,1255,10.36,6.91,False
AEM,182.91,BASING,0.0,0,20,20,192.66,185.0,766,daily,1.14,rel-vol 0.8x · regime FAVORABLE,False,21,182.91,180.1663,192.66,36,5.33,3.55,False
AEVA,24.28,BASING,0.0,0,20,20,24.675,24.64,4,45m,1.48,14 bear-built-above · rel-vol 0.7x · regime FAVORABLE,False,20,24.28,23.9158,24.675,274,1.63,1.08,False
AG,19.4,BASING,0.0,0,20,20,22.66,21.36,131,daily,10.1,rel-vol 0.8x · regime FAVORABLE,False,23,19.4,19.109,22.66,343,16.8,11.2,False
AGEN,6.87,BASING,0.0,0,20,20,7.78,7.67,12,daily,11.64,30 bear-built-above · rel-vol 0.7x · regime FAVORABLE,False,20,6.87,6.7669,7.78,970,13.25,8.83,False
AGL,85.0,BASING,0.0,0,20,20,100.32,97.615,271,5m,14.84,28 bear-built-above · rel-vol 0.9x · regime FAVORABLE,False,20,85.0,83.725,100.32,78,18.02,12.02,False
AGQ,83.17,BASING,0.0,0,4,4,94.23,94.12,11,30m,13.17,1 bear-built-above · rel-vol 1.0x · regime FAVORABLE,True,4,83.17,81.9224,94.23,80,13.3,8.87,False
AKAM,116.87,BASING,0.0,0,19,19,134.2,133.84,36,daily,14.52,13 bear-built-above · rel-vol 0.6x · regime FAVORABLE,False,19,116.87,115.117,134.2,57,14.83,9.89,False
ALC,72.83,BASING,0.0,0,17,17,88.85,82.32,654,daily,13.03,17 bear-built-above · rel-vol 1.7x · regime FAVORABLE,False,17,72.83,71.7375,88.85,91,22.0,14.66,False
ALHC,13.29,BASING,0.0,0,19,19,14.85,14.55,30,weekly,9.48,41 bear-built-above · rel-vol 0.8x · regime FAVORABLE,False,19,13.29,13.0906,14.85,501,11.74,7.83,False
ALM,13.7194,BASING,0.0,0,14,14,15.79,15.67,12,daily,14.22,9 bear-built-above · rel-vol 1.2x · regime FAVORABLE,False,14,13.7194,13.5136,15.79,485,15.09,10.06,False
ALTO,4.14,BASING,0.0,0,19,19,4.39,4.3,9,weekly,3.86,21 bear-built-above · rel-vol 1.1x · regime FAVORABLE,False,19,4.14,4.0779,4.39,1610,6.04,4.03,False
AMAT,536.0,BASING,0.0,0,18,18,602.5,582.01,2050,weekly,8.58,9 bear-built-above · rel-vol 0.9x · regime FAVORABLE,True,18,536.0,527.96,602.5,12,12.41,8.27,False
