ticker,phase,score,nbis_similarity_score,pre_move_score,timing_bucket,price,channel_tf,channel_method,channel_position,channel_position_ratio,support_stack_depth,parent_gap_lo,parent_gap_hi,parent_gap_tf,parent_gap_distance_pct,parent_genesis_rank_pct,reclaim_source,reclaim_level,recent_tagged,reclaimed,reclaim_dist_pct,extension_from_reclaim_pct,pullback_pct,room_to_recent_high_pct,next_resistance_gap_pct,gap_options_agreement,reasons,flags
USAS,HIGH_PRIORITY_PRE_TRIGGER,100.0,100.0,100.0,PRE_TRIGGER_COIL,5.1,weekly,log_regression,AT_LOWER,0.006,17,4.39,4.68,daily,8.24,98.08,nearest_support_gap_hi,5.0742,True,True,0.51,0.51,47.25,47.25,2.75,OPTIONS_NOT_CHECKED,ascending channel/control | higher-timeframe channel participates | low channel location before expansion | deep bullish shelf stack underneath | high-genesis parent shelf | pre-trigger coil near reload/reclaim level | room back to recent high | coiled/controlled short-term momentum,deep_damage_pullback
NXPI,HIGH_PRIORITY_PRE_TRIGGER,100.0,100.0,100.0,PRE_TRIGGER_COIL,239.71,daily,log_regression,AT_LOWER,0.206,31,224.17,230.0,daily,4.05,97.39,nearest_support_gap_hi,237.31,True,True,1.0,1.01,41.82,41.82,2.86,OPTIONS_NOT_CHECKED,ascending channel/control | higher-timeframe channel participates | low channel location before expansion | deep bullish shelf stack underneath | high-genesis parent shelf | pre-trigger coil near reload/reclaim level | room back to recent high | coiled/controlled short-term momentum,deep_damage_pullback
PPTA,HIGH_PRIORITY_PRE_TRIGGER,100.0,100.0,100.0,PRE_TRIGGER_COIL,24.18,weekly,log_regression,AT_LOWER,0.147,33,17.84,18.39,weekly,23.95,97.84,nearest_support_gap_hi,23.94,True,True,0.99,1.0,41.23,41.23,2.52,OPTIONS_NOT_CHECKED,ascending channel/control | higher-timeframe channel participates | low channel location before expansion | deep bullish shelf stack underneath | high-genesis parent shelf | pre-trigger coil near reload/reclaim level | room back to recent high,deep_damage_pullback
MTSI,HIGH_PRIORITY_PRE_TRIGGER,100.0,100.0,100.0,PRE_TRIGGER_COIL,312.0,daily,log_regression,AT_LOWER,0.226,41,256.1,270.01,daily,13.46,97.96,nearest_support_gap_hi,311.36,True,False,0.21,0.21,34.26,34.26,3.3,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | low channel location before expansion | deep bullish shelf stack underneath | high-genesis parent shelf | pre-trigger coil near reload/reclaim level | room back to recent high | coiled/controlled short-term momentum,
STEP,HIGH_PRIORITY_PRE_TRIGGER,100.0,100.0,100.0,PRE_TRIGGER_COIL,46.58,1h,log_regression,AT_LOWER,0.238,16,43.86,44.57,weekly,4.32,100.0,nearest_support_gap_hi,46.51,True,False,0.15,0.15,24.07,24.07,3.09,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | low channel location before expansion | deep bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 24.07% from recent high | pre-trigger coil near reload/reclaim level | room back to recent high,
NEXA,HIGH_PRIORITY_PRE_TRIGGER,100.0,100.0,100.0,PRE_TRIGGER_COIL,13.92,daily,log_regression,AT_LOWER,0.153,24,10.04,10.34,weekly,25.72,98.33,nearest_support_gap_hi,13.9,True,False,0.14,0.14,21.34,21.34,2.08,OPTIONS_NOT_CHECKED,ascending channel/control | higher-timeframe channel participates | low channel location before expansion | deep bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 21.34% from recent high | pre-trigger coil near reload/reclaim level | room back to recent high,overhead_gap_too_close
XMTR,HIGH_PRIORITY_PRE_TRIGGER,100.0,100.0,100.0,PRE_TRIGGER_COIL,93.145,weekly,log_regression,MID,0.667,25,56.51,76.0,daily,18.41,100.0,nearest_support_gap_hi,92.9,True,False,0.26,0.26,14.87,14.87,2.68,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | deep bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 14.87% from recent high | pre-trigger coil near reload/reclaim level | room back to recent high | coiled/controlled short-term momentum,mid_high_channel_location
OSPN,EARLY_RECLAIM_TRIGGER,100.0,100.0,100.0,EARLY_RECLAIM_TRIGGER,16.78,daily,log_regression,MID,0.544,17,15.48,15.76,weekly,6.08,100.0,nearest_support_gap_hi,16.48,True,True,1.79,1.82,13.23,13.23,3.58,OPTIONS_NOT_CHECKED,"ascending channel/control | higher-timeframe channel participates | mid-low channel location | deep bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 13.23% from recent high | just-triggered reclaim, still near shelf | room back to recent high",early_trigger_not_chase
NSIT,HIGH_PRIORITY_PRE_TRIGGER,100.0,100.0,100.0,PRE_TRIGGER_COIL,146.346,daily,log_regression,MID,0.6,38,128.93,130.5,weekly,10.83,99.19,nearest_support_gap_hi,145.07,True,True,0.87,0.88,5.62,5.62,2.99,OPTIONS_NOT_CHECKED,ascending channel/control | higher-timeframe channel participates | mid-low channel location | deep bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 5.62% from recent high | pre-trigger coil near reload/reclaim level,
EPC,HIGH_PRIORITY_PRE_TRIGGER,100.0,100.0,100.0,PRE_TRIGGER_COIL,28.38,daily,log_regression,AT_LOWER,0.238,11,22.98,24.78,daily,12.68,98.8,nearest_support_gap_hi,28.1,True,True,0.99,1.0,5.53,5.53,2.38,OPTIONS_NOT_CHECKED,ascending channel/control | higher-timeframe channel participates | low channel location before expansion | deep bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 5.53% from recent high | pre-trigger coil near reload/reclaim level | coiled/controlled short-term momentum,overhead_gap_too_close
CXW,EARLY_RECLAIM_TRIGGER,100.0,100.0,100.0,EARLY_RECLAIM_TRIGGER,32.27,daily,log_regression,MID,0.462,12,23.21,23.27,weekly,27.89,97.4,nearest_support_gap_hi,31.53,True,True,2.29,2.35,5.36,5.36,2.7,OPTIONS_NOT_CHECKED,"ascending channel/control | higher-timeframe channel participates | mid-low channel location | deep bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 5.36% from recent high | just-triggered reclaim, still near shelf | coiled/controlled short-term momentum",early_trigger_not_chase
