ticker,is_alumnus,chg_pct_full,chg_pct_intraday,open,close,high,low,volume,is_mover,picked,in_abook,in_momentum,in_recovery,in_short,which_panels,verdict
NTSK,false,0.0,-7.54,15.51,14.34,15.64,13.72,12955400,false,false,false,false,false,false,,IGNORED
AMC,false,0.0,-5.22,2.68,2.54,2.74,2.52,24538600,false,true,false,true,false,false,MOMENTUM,PICKED-FLAT
TWLO,false,0.0,4.39,230.37,240.48,241.01,229.2,1616700,false,false,false,false,false,false,,IGNORED
SPRY,false,0.0,-3.24,5.86,5.67,5.9,5.605,1088200,false,false,false,false,false,false,,IGNORED
PLAG,false,0.0,8.33,0.6,0.65,0.65,0.58,24402700,false,true,false,true,false,false,MOMENTUM,PICKED-FLAT
BAOS,false,0.0,-1.4,0.285,0.281,0.313,0.275,565600,false,false,false,false,false,false,,IGNORED
WETO,false,0.0,-20.88,4.07,3.22,4.07,3.05,5813300,false,true,false,true,false,false,MOMENTUM,PICKED-FLAT
SOAR,false,0.0,-5.96,0.235,0.221,0.265,0.221,12920700,false,false,false,false,false,false,,IGNORED
AKAN,false,0.0,-2.91,3.78,3.67,3.78,3.65,2300500,false,true,false,true,false,false,MOMENTUM,PICKED-FLAT
ZTG,false,0.0,-9.33,0.75,0.68,0.755,0.673,155000,false,false,false,false,false,false,,IGNORED
ANPA,false,0.0,-0.76,3.83,3.801,3.83,3.801,800,false,false,false,false,false,false,,IGNORED
GPRO,false,0.0,-21.91,1.78,1.39,1.82,1.36,179025100,false,true,true,false,false,false,A-BOOK,PICKED-FLAT
INTC,false,0.0,2.6,89.35,91.67,92.37,87.73,79927800,false,false,false,false,false,false,,IGNORED
NVDA,false,0.0,1.08,226.02,228.45,230.4,224.75,134681600,false,false,false,false,false,false,,IGNORED
MDCX,false,0.0,-16.59,0.205,0.171,0.207,0.151,96659200,false,false,false,false,false,false,,IGNORED
GPUS,false,0.0,-13.64,0.22,0.19,0.22,0.18,124473500,false,false,false,false,false,false,,IGNORED
AIM,false,0.0,-8.0,0.25,0.23,0.26,0.23,20678400,false,false,false,false,false,false,,IGNORED
MSTR,false,0.0,13.15,127.99,144.82,144.92,127.58,45245400,false,false,false,false,false,false,,IGNORED
RITR,false,0.0,0.98,0.102,0.103,0.106,0.092,64630300,false,false,false,false,false,false,,IGNORED
GIPR,false,0.0,-10.29,0.583,0.523,0.627,0.453,124274100,false,false,false,false,false,false,,IGNORED
ADBT,false,0.0,-77.63,1.52,0.34,1.52,0.26,136634800,false,false,false,false,false,false,,IGNORED
FAMI,false,0.0,-7.69,0.13,0.12,0.13,0.12,34123700,false,false,false,false,false,false,,IGNORED
SPWR,false,0.0,46.18,0.275,0.402,0.455,0.265,292831500,false,false,false,false,false,false,,IGNORED
ALP,false,0.0,-36.11,0.18,0.115,0.192,0.106,18567800,false,false,false,false,false,false,,IGNORED
BTAI,false,0.0,-1.67,0.12,0.118,0.127,0.11,151001600,false,false,false,false,false,false,,IGNORED
CABA,false,0.0,-4.13,3.63,3.48,3.75,3.47,7437000,false,false,false,false,false,false,,IGNORED
IAUX,false,0.0,-1.65,1.82,1.79,1.83,1.76,5703100,false,false,false,false,false,false,,IGNORED
CLYM,false,0.0,4.51,13.96,14.59,15.39,13.6,5527000,false,false,false,false,false,false,,IGNORED
MMED,false,0.0,-0.17,23.88,23.84,24.16,23.19,4268100,false,false,false,false,false,false,,IGNORED
RSKD,false,0.0,3.74,6.68,6.93,6.98,6.49,3766100,false,false,false,false,false,false,,IGNORED
GENI,false,0.0,0.0,7.63,7.63,7.785,7.56,3311700,false,false,false,false,false,false,,IGNORED
WDAY,false,0.0,0.94,204.99,206.92,211.83,203.0,2981900,false,false,false,false,false,false,,IGNORED
GO,false,0.0,2.07,12.05,12.3,12.38,11.81,2958400,false,false,false,false,false,false,,IGNORED
