ticker,current_price,phase,consumed_pct,consumed_count,overhead_count,total_in_arc,next_major_top,next_major_bot,next_major_ticks,next_major_tf,next_major_dist_pct,sub_tf_status_str,has_recent_flip,total_bearish_gaps,est_open,stop,target,shares,expected_pct,rr,promoted
AA,50.2,BASING,0.0,0,15,15,58.35,55.715,264,daily,10.99,23 bear-built-above · rel-vol 0.6x · regime HOSTILE,False,15,50.2,49.447,58.35,132,16.24,10.82,False
AAL,12.96,BASING,0.0,0,20,20,13.64,13.37,28,weekly,3.16,9 bear-built-above · rel-vol 0.8x · regime HOSTILE,False,20,12.96,12.7656,13.64,514,5.25,3.5,False
AAOI,106.92,BASING,0.0,0,18,18,124.82,109.125,1570,weekly,2.06,32 bear-built-above · rel-vol 0.6x · regime HOSTILE,False,18,106.92,105.3162,124.82,62,16.74,11.16,False
AAON,77.02,BASING,0.0,0,16,16,87.83,86.77,107,daily,12.66,21 bear-built-above · rel-vol 1.0x · regime HOSTILE,False,16,77.02,75.8647,87.83,86,14.04,9.36,False
AAOZ,13.352,BASING,0.0,0,20,20,14.82,14.77,6,daily,10.62,20 bear-built-above · rel-vol 0.2x · regime HOSTILE,False,20,13.352,13.1517,14.82,499,10.99,7.33,False
AAP,43.02,BASING,0.0,0,13,13,56.18,46.85,933,daily,8.9,8 bear-built-above · rel-vol 0.7x · regime HOSTILE,False,13,43.02,42.3747,56.18,154,30.59,20.39,False
AAPL,318.7365,BASING,0.0,0,15,15,338.19,333.43,476,daily,4.61,11 bear-built-above · rel-vol 1.6x · regime HOSTILE,False,19,318.7365,313.9555,338.19,20,6.1,4.07,False
AAPU,41.0965,BASING,0.0,0,20,20,47.14,45.83,132,daily,11.52,31 bear-built-above · rel-vol 3.0x · regime HOSTILE,False,23,41.0965,40.4801,47.14,162,14.71,9.8,False
ABCL,11.07,BASING,0.0,0,20,20,11.375,11.3563,2,45m,2.59,17 bear-built-above · rel-vol 0.3x · regime HOSTILE,False,20,11.07,10.904,11.375,602,2.76,1.84,False
ABM,50.184,BASING,0.0,0,13,13,54.91,50.32,459,daily,0.27,10 bear-built-above · rel-vol 2.6x · regime HOSTILE,False,15,50.184,49.4312,54.91,132,9.42,6.28,False
ABNB,171.87,BASING,0.0,0,20,20,189.0,188.22,79,weekly,9.51,41 bear-built-above · rel-vol 1.0x · regime HOSTILE,False,20,171.87,169.292,189.0,38,9.97,6.64,False
ABT,105.1,BASING,0.0,0,19,19,120.73,108.61,1213,daily,3.34,18 bear-built-above · rel-vol 0.8x · regime HOSTILE,False,19,105.1,103.5235,120.73,63,14.87,9.91,False
ABVX,121.04,BASING,0.0,0,20,20,139.9,137.29,262,weekly,13.43,rel-vol 1.1x · regime HOSTILE,False,21,121.04,119.2244,139.9,55,15.58,10.39,False
ACAD,27.8,BASING,0.0,0,20,20,29.11,29.05,6,weekly,4.5,28 bear-built-above · rel-vol 0.9x · regime HOSTILE,False,22,27.8,27.383,29.11,239,4.71,3.14,False
ACHC,28.1,BASING,0.0,0,20,20,28.95,28.355,60,10m,0.91,18 bear-built-above · rel-vol 1.1x · regime HOSTILE,False,20,28.1,27.6785,28.95,237,3.02,2.02,False
ACHR,5.58,BASING,0.0,0,20,20,6.3,6.21,9,weekly,11.29,26 bear-built-above · rel-vol 0.8x · regime HOSTILE,False,24,5.58,5.4963,6.3,1194,12.9,8.6,False
ACHV,7.7958,BASING,0.0,0,20,20,8.48,8.17,32,1h,4.8,21 bear-built-above · rel-vol 1.5x · regime HOSTILE,False,20,7.7958,7.6789,8.48,855,8.78,5.85,False
ACM,63.76,BASING,0.0,0,20,20,73.3,68.25,505,daily,7.04,40 bear-built-above · rel-vol 0.6x · regime HOSTILE,False,20,63.76,62.8036,73.3,104,14.96,9.97,False
