ticker,current_price,phase,consumed_pct,consumed_count,overhead_count,total_in_arc,next_major_top,next_major_bot,next_major_ticks,next_major_tf,next_major_dist_pct,sub_tf_status_str,has_recent_flip,total_bearish_gaps,est_open,stop,target,shares,expected_pct,rr,promoted
AA,51.91,BASING,0.0,0,15,15,59.37,58.69,68,weekly,13.06,5 bear-built-above · rel-vol 0.7x · regime HOSTILE,False,15,51.91,51.1313,59.37,128,14.37,9.58,False
AAL,13.24,BASING,0.0,0,18,18,13.64,13.37,28,weekly,0.98,11 bear-built-above · rel-vol 0.9x · regime HOSTILE,False,18,13.24,13.0414,13.64,503,3.02,2.01,False
AAOI,103.2,BASING,0.0,0,18,18,124.82,109.125,1570,weekly,5.74,48 bear-built-above · rel-vol 0.4x · regime HOSTILE,False,18,103.2,101.652,124.82,64,20.95,13.97,False
AAOZ,14.39,BASING,0.0,0,19,19,15.0,14.95,6,45m,3.89,32 bear-built-above · rel-vol 0.1x · regime HOSTILE,False,19,14.39,14.1742,15.0,463,4.24,2.83,False
AAP,42.8,BASING,0.0,0,19,19,56.18,46.85,933,daily,9.46,20 bear-built-above · rel-vol 0.5x · regime HOSTILE,False,19,42.8,42.158,56.18,155,31.26,20.84,False
AAPL,324.93,BASING,0.0,0,17,17,338.19,333.43,476,daily,2.62,13 bear-built-above · rel-vol 0.8x · regime HOSTILE,True,20,324.93,320.0561,338.19,20,4.08,2.72,False
AAPU,42.76,BASING,0.0,0,20,20,47.14,45.83,132,daily,7.18,21 bear-built-above · rel-vol 0.6x · regime HOSTILE,True,24,42.76,42.1186,47.14,155,10.24,6.83,False
AAUC,23.95,BASING,0.0,0,18,18,25.91,25.61,31,4h,6.93,5 bear-built-above · rel-vol 0.7x · regime HOSTILE,False,20,23.95,23.5907,25.91,278,8.18,5.46,False
ABNB,183.6,BASING,0.0,0,17,17,189.0,188.22,79,weekly,2.52,17 bear-built-above · rel-vol 0.6x · regime HOSTILE,True,17,183.6,180.846,189.0,36,2.94,1.96,False
ABT,110.47,BASING,0.0,0,17,17,112.47,111.54,93,weekly,0.97,48 bear-built-above · rel-vol 1.1x · regime HOSTILE,False,17,110.47,108.813,112.47,60,1.81,1.21,False
ACAD,28.93,BASING,0.0,0,20,20,29.11,29.05,6,weekly,0.41,49 bear-built-above · rel-vol 1.0x · regime HOSTILE,False,22,28.93,28.4961,29.11,230,0.62,0.41,False
ACHC,27.75,BASING,0.0,0,20,20,31.64,31.6,4,30m,13.87,40 bear-built-above · rel-vol 0.7x · regime HOSTILE,False,20,27.75,27.3337,31.64,240,14.02,9.35,False
ACHR,5.68,BASING,0.0,0,20,20,6.3,6.21,9,weekly,9.33,14 bear-built-above · rel-vol 0.4x · regime HOSTILE,False,20,5.68,5.5948,6.3,1173,10.92,7.28,False
ACHV,8.47,BASING,0.0,0,2,2,8.6072,8.5088,10,15m,0.46,rel-vol 0.8x · regime HOSTILE,False,2,8.47,8.343,8.6072,787,1.62,1.08,False
ACM,66.46,BASING,0.0,0,20,20,73.3,68.25,505,daily,2.69,16 bear-built-above · rel-vol 1.0x · regime HOSTILE,False,20,66.46,65.4631,73.3,100,10.29,6.86,False
ACMR,70.256,BASING,0.0,0,20,20,79.41,77.25,216,weekly,9.96,23 bear-built-above · rel-vol 0.8x · regime HOSTILE,False,21,70.256,69.2022,79.41,94,13.03,8.69,False
ACN,188.6,BASING,0.0,0,12,12,219.42,215.0,442,daily,14.0,4 bear-built-above · rel-vol 0.6x · regime HOSTILE,False,12,188.6,185.771,219.42,35,16.34,10.89,False
ACRS,6.18,BASING,0.0,0,4,4,6.535,6.42,12,30m,3.88,4 bear-built-above · rel-vol 0.9x · regime HOSTILE,False,4,6.18,6.0873,6.535,1078,5.74,3.83,False
ACVA,6.77,BASING,0.0,0,20,20,7.16,7.09,8,weekly,4.73,23 bear-built-above · rel-vol 0.4x · regime HOSTILE,False,21,6.77,6.6684,7.16,984,5.76,3.84,False
ADBE,283.51,BASING,0.0,0,14,14,299.58,291.68,790,daily,2.88,9 bear-built-above · rel-vol 0.9x · regime HOSTILE,True,15,283.51,279.2573,299.58,23,5.67,3.78,False
ADM,85.38,BASING,0.0,0,4,4,86.905,86.88,3,45m,1.76,2 bear-built-above · rel-vol 0.9x · regime HOSTILE,True,4,85.38,84.0993,86.905,78,1.79,1.19,False
