ticker,side,setups,rth_open,last_px,rth_high,rth_low,orb_high,orb_low,vwap,gap_pct,chg_pct_full,rth_vol,rel_vol,prev_close,est_entry,stop,target,shares,score
WTO,LONG,HOLDING-LONG,2.32,2.3401,2.4,2.1301,2.4,2.1301,2.2995,25.07,26.15,1037790,287.94,1.855,2.3401,2.305,2.4103,2848,7217.8076
XXII,SHORT,FAILED-GAP-SHORT,1.8,1.7915,1.9699,1.69,1.9699,1.69,1.8487,15.38,14.84,3120739,170.72,1.56,1.7915,1.8184,1.7378,3721,1838.5352
CUE,SHORT,FAILED-GAP-SHORT,33.75,27.59,33.8,26.12,33.8,26.12,29.2474,128.97,87.18,1906578,7.39,14.74,27.59,28.0038,26.7623,241,666.7526
FIVN,SHORT,FAILED-GAP-SHORT,20.18,20.0,21.25,19.66,21.25,19.66,20.3417,17.33,16.28,2504301,6.31,17.2,20.0,20.3,19.4,333,76.5643
SATL,LONG,HOLDING-LONG,6.67,7.37,7.5,6.56,7.5,6.56,7.1913,3.25,14.09,2088587,1.57,6.46,7.37,7.2595,7.5911,904,5.11
