ticker,phase,score,nbis_similarity_score,pre_move_score,timing_bucket,price,channel_tf,channel_method,channel_position,channel_position_ratio,support_stack_depth,parent_gap_lo,parent_gap_hi,parent_gap_tf,parent_gap_distance_pct,parent_genesis_rank_pct,reclaim_source,reclaim_level,recent_tagged,reclaimed,reclaim_dist_pct,extension_from_reclaim_pct,pullback_pct,room_to_recent_high_pct,next_resistance_gap_pct,gap_options_agreement,reasons,flags
GLND,EARLY_RECLAIM_TRIGGER,100.0,68.0,68.0,EARLY_RECLAIM_TRIGGER,5.755,1h,log_regression,AT_UPPER,0.74,1,5.35,5.645,daily,1.91,95.31,nearest_support_gap_hi,5.645,True,True,1.91,1.95,18.85,18.85,11.71,OPTIONS_NOT_CHECKED,"ascending channel/control | higher-timeframe channel participates | some bullish shelf support | high-genesis parent shelf | controlled pullback 18.85% from recent high | just-triggered reclaim, still near shelf | room back to recent high",mid_high_channel_location | early_trigger_not_chase | near_term_selling_pressure
