ticker,side,score,gap_tier,borrow_risk,float_m,sector_label,lifecycle_phase,entry,stop,target,last_px,high,low,volume,chg_short_pct,outcome,result_r,stop_adjusted,pm_gap_down_pct,rel_vol,checked_at,scan_date
CPHI,Short,348.0012,PARABOLIC,MEDIUM,40.52,,SHORT_GENESIS,2.63,2.6563,2.5774,1.71,2.89,1.63,15417977,34.98,STOPPED,-1.0,True,68.14,11.2,2026-07-22_1736,2026-07-22
LICN,Short,121.6863,IN_BAND,"EXTREME (sub-$1.50, locate often unavailable or > $5/share/day)",16.44,,SHORT_GENESIS,1.17,1.1817,1.1466,0.9027,1.7299,0.705,23670030,22.85,STOPPED,-1.0,True,8.26,10689.91,2026-07-22_1736,2026-07-22
AEHL,Short,90.1553,IN_BAND,"EXTREME (sub-$1.50, locate often unavailable or > $5/share/day)",18.15,,SHORT_GENESIS,0.7199,0.7271,0.7055,0.5568,0.99,0.54,64848447,22.66,STOPPED,-1.0,True,8.24,2625.18,2026-07-22_1736,2026-07-22
