ticker,current_price,phase,consumed_pct,consumed_count,overhead_count,total_in_arc,next_major_top,next_major_bot,next_major_ticks,next_major_tf,next_major_dist_pct,sub_tf_status_str,has_recent_flip,total_bearish_gaps,est_open,stop,target,shares,expected_pct,rr,promoted
AA,50.244,BASING,0.0,0,15,15,58.35,55.715,264,daily,10.89,22 bear-built-above · rel-vol 0.5x · regime FAVORABLE,False,16,50.244,49.4903,58.35,132,16.13,10.76,False
AAL,13.55,BASING,0.0,0,18,18,14.83,14.772,6,weekly,9.02,9 bear-built-above · rel-vol 1.1x · regime FAVORABLE,False,18,13.55,13.3468,14.83,492,9.45,6.3,False
AAOI,107.66,BASING,0.0,0,19,19,124.82,109.125,1570,weekly,1.36,23 bear-built-above · rel-vol 0.5x · regime FAVORABLE,False,19,107.66,106.0451,124.82,61,15.94,10.63,False
AAOZ,13.16,BASING,0.0,0,20,20,13.95,13.9271,3,10m,5.83,24 bear-built-above · rel-vol 0.3x · regime FAVORABLE,False,20,13.16,12.9626,13.95,506,6.0,4.0,False
AAP,43.32,BASING,0.0,0,8,8,56.18,46.85,933,daily,8.15,7 bear-built-above · rel-vol 0.6x · regime FAVORABLE,False,8,43.32,42.6702,56.18,153,29.69,19.79,False
AAPL,319.45,BASING,0.0,0,9,9,338.19,333.43,476,daily,4.38,5 bear-built-above · rel-vol 0.9x · regime FAVORABLE,False,12,319.45,314.6583,338.19,20,5.87,3.91,False
AAUC,23.36,BASING,0.0,0,20,20,25.91,25.61,31,4h,9.63,15 bear-built-above · rel-vol 0.4x · regime FAVORABLE,False,22,23.36,23.0096,25.91,285,10.92,7.28,False
ABNB,189.43,BASING,0.0,0,5,5,190.77,190.75,3,45m,0.7,5 bear-built-above · rel-vol 0.9x · regime FAVORABLE,True,5,189.43,186.5885,190.77,35,0.71,0.47,False
ABT,112.12,BASING,0.0,0,17,17,121.76,121.37,40,weekly,8.25,39 bear-built-above · rel-vol 1.0x · regime FAVORABLE,False,17,112.12,110.4382,121.76,59,8.6,5.73,False
ACAD,29.1725,BASING,0.0,0,20,20,29.65,29.51,14,30m,1.16,36 bear-built-above · rel-vol 0.9x · regime FAVORABLE,True,22,29.1725,28.7349,29.65,228,1.64,1.09,False
ACHC,28.55,BASING,0.0,0,20,20,40.26,32.5,776,daily,13.84,22 bear-built-above · rel-vol 0.7x · regime FAVORABLE,False,20,28.55,28.1217,40.26,233,41.02,27.34,False
ACHR,5.75,BASING,0.0,0,20,20,6.3,6.21,9,weekly,8.0,14 bear-built-above · rel-vol 0.6x · regime FAVORABLE,False,21,5.75,5.6638,6.3,1159,9.57,6.38,False
ACHV,8.26,BASING,0.0,0,8,8,8.32,8.31,1,45m,0.61,4 bear-built-above · rel-vol 0.7x · regime FAVORABLE,False,9,8.26,8.1361,8.32,807,0.73,0.48,False
ACM,69.35,BASING,0.0,0,14,14,73.36,73.25,11,1h,5.62,rel-vol 2.9x · regime FAVORABLE,False,14,69.35,68.3097,73.36,96,5.78,3.85,False
ACMR,75.46,BASING,0.0,0,20,20,79.41,77.25,216,weekly,2.37,35 bear-built-above · rel-vol 1.0x · regime FAVORABLE,False,21,75.46,74.3281,79.41,88,5.23,3.49,False
ACN,189.7363,BASING,0.0,0,13,13,219.42,215.0,442,daily,13.32,3 bear-built-above · rel-vol 0.9x · regime FAVORABLE,False,13,189.7363,186.8903,219.42,35,15.64,10.43,False
ACRS,6.01,BASING,0.0,0,20,20,6.15,6.1,6,daily,1.5,24 bear-built-above · rel-vol 0.6x · regime FAVORABLE,False,20,6.01,5.9198,6.15,1109,2.33,1.55,False
ACVA,7.16,BASING,0.0,0,20,20,8.04,7.81,23,4h,9.08,10 bear-built-above · rel-vol 0.6x · regime FAVORABLE,False,21,7.16,7.0526,8.04,931,12.29,8.19,False
ADBE,288.0,BASING,0.0,0,20,20,330.11,327.77,235,weekly,13.81,14 bear-built-above · rel-vol 0.9x · regime FAVORABLE,False,21,288.0,283.68,330.11,23,14.62,9.75,False
ADM,81.68,BASING,0.0,0,20,20,85.92,84.43,149,daily,3.37,6 bear-built-above · rel-vol 1.0x · regime FAVORABLE,False,20,81.68,80.4548,85.92,81,5.19,3.46,False
ADSK,260.1,BASING,0.0,0,13,13,293.79,291.0,280,daily,11.88,3 bear-built-above · rel-vol 1.8x · regime FAVORABLE,False,14,260.1,256.1985,293.79,25,12.95,8.64,False
AEG,9.25,BASING,0.0,0,16,16,9.41,9.39,2,daily,1.51,rel-vol 2.1x · regime FAVORABLE,True,17,9.25,9.1113,9.41,720,1.73,1.15,False
AEHR,83.0,BASING,0.0,0,20,20,90.46,88.5,196,daily,6.63,36 bear-built-above · rel-vol 1.0x · regime FAVORABLE,False,22,83.0,81.755,90.46,80,8.99,5.99,False
AEIS,273.5,BASING,0.0,0,19,19,285.83,280.12,571,weekly,2.42,40 bear-built-above · rel-vol 1.1x · regime FAVORABLE,False,19,273.5,269.3975,285.83,24,4.51,3.01,False
AEM,204.49,BASING,0.0,0,16,16,232.73,229.12,361,daily,12.04,63 bear-built-above · rel-vol 1.0x · regime FAVORABLE,False,16,204.49,201.4227,232.73,32,13.81,9.21,False
AEMD,2.27,BASING,0.0,0,20,20,2.4701,2.46,2,4h,8.37,21 bear-built-above · rel-vol 14.4x · regime FAVORABLE,False,20,2.27,2.2359,2.4701,2936,8.81,5.88,False
AEO,16.93,BASING,0.0,0,17,17,18.1,17.97,14,daily,6.14,22 bear-built-above · rel-vol 1.0x · regime FAVORABLE,False,17,16.93,16.6761,18.1,393,6.91,4.61,False
AEON,0.294,BASING,0.0,0,11,11,0.3172,0.3074,1,10m,4.56,11 bear-built-above · rel-vol 0.3x · regime FAVORABLE,False,11,0.294,0.2896,0.3172,22675,7.89,5.26,False
AEVA,15.75,BASING,0.0,0,19,19,18.29,17.72,58,weekly,12.51,35 bear-built-above · rel-vol 0.7x · regime FAVORABLE,False,21,15.75,15.5137,18.29,423,16.13,10.75,False
AFRM,77.7,BASING,0.0,0,6,6,86.36,86.0,36,30m,10.68,3 bear-built-above · rel-vol 6.6x · regime FAVORABLE,True,6,77.7,76.5345,86.36,85,11.15,7.43,False
AG,20.8,BASING,0.0,0,13,13,22.66,21.36,131,daily,2.69,7 bear-built-above · rel-vol 1.5x · regime FAVORABLE,True,15,20.8,20.488,22.66,320,8.94,5.96,False
AGCO,114.9,BASING,0.0,0,13,13,120.84,118.76,208,daily,3.36,rel-vol 1.2x · regime FAVORABLE,True,13,114.9,113.1765,120.84,58,5.17,3.45,False
AGEN,7.66,BASING,0.0,0,11,11,8.12,7.99,13,10m,4.31,10 bear-built-above · rel-vol 0.6x · regime FAVORABLE,False,11,7.66,7.5451,8.12,870,6.01,4.0,False
AGI,36.73,BASING,0.0,0,17,17,43.36,41.65,172,daily,13.4,30 bear-built-above · rel-vol 0.9x · regime FAVORABLE,False,17,36.73,36.179,43.36,181,18.05,12.03,False
AGIO,33.32,BASING,0.0,0,20,20,39.69,37.36,233,daily,12.12,15 bear-built-above · rel-vol 0.5x · regime FAVORABLE,False,21,33.32,32.8202,39.69,200,19.12,12.75,False
AGL,92.58,BASING,0.0,0,20,20,105.0,100.59,441,30m,8.65,34 bear-built-above · rel-vol 0.4x · regime FAVORABLE,False,20,92.58,91.1913,105.0,72,13.42,8.94,False
AGNC,10.8,BASING,0.0,0,16,16,11.97,11.83,15,daily,9.54,12 bear-built-above · rel-vol 1.3x · regime FAVORABLE,False,16,10.8,10.638,11.97,617,10.83,7.22,False
AGQ,84.09,BASING,0.0,0,14,14,93.9,93.84,7,30m,11.59,17 bear-built-above · rel-vol 2.7x · regime FAVORABLE,False,14,84.09,82.8286,93.9,79,11.67,7.78,False
AGX,415.7,BASING,0.0,0,20,20,459.96,452.3,766,daily,8.8,37 bear-built-above · rel-vol 1.5x · regime FAVORABLE,False,20,415.7,409.4645,459.96,16,10.65,7.1,False
AI,10.51,BASING,0.0,0,7,7,12.26,11.9,36,daily,13.23,3 bear-built-above · rel-vol 1.5x · regime FAVORABLE,False,7,10.51,10.3523,12.26,634,16.65,11.1,False
