ticker,side,pm_gap_down_pct,pm_last_drop_pct,pm_high,pm_low,pm_open,pm_last,pm_vol,avg_pm_vol_5d,rel_vol,position_in_range,holding_weak,prev_close,est_open,stop,target,shares,risk_dollars,score,state,lifecycle_phase,gap_tier,atr_14,float_m,borrow_risk
MWG,SHORT,20.29,17.56,2.6,1.46,1.93,1.51,3999396,760,5258.9,0.04,True,1.8316,1.51,1.5251,1.4798,6622,99.99,282.6538,SHORT_GENESIS,SHORT_GENESIS,STRETCHED,0.0964,5.13,HIGH (low-priced low-float — verify locate before entering)
ZBAO,SHORT,16.76,12.35,0.945,0.5662,0.8,0.5962,2725017,903,3016.62,0.08,True,0.6802,0.5962,0.6022,0.5843,16772,99.99,214.5942,SHORT_GENESIS,SHORT_GENESIS,STRETCHED,0.0984,34.06,"EXTREME (sub-$1.50, locate often unavailable or > $5/share/day)"
CLIK,SHORT,5.38,-79.97,5.3,2.11,2.11,4.0134,28661451,2415,11865.15,0.6,False,2.23,4.0134,4.0535,3.9331,2491,99.97,50.4631,SHORT_GENESIS,SHORT_GENESIS,IN_BAND,0.4101,3.26,MEDIUM
KEEL,SHORT,9.82,9.07,4.07,3.58,4.01,3.61,2947072,1402954,2.1,0.06,True,3.97,3.61,3.6461,3.5378,2770,100.0,24.6248,SHORT_GENESIS,SHORT_GENESIS,IN_BAND,0.3086,602.85,MEDIUM
CSIQ,SHORT,8.28,5.23,19.9,18.4,19.9,19.01,270711,77602,3.49,0.41,True,20.06,19.01,19.2001,18.6298,526,99.99,20.352,SHORT_GENESIS,SHORT_GENESIS,IN_BAND,1.3213,67.82,LOW
TE,SHORT,6.49,4.85,6.13,5.76,6.115,5.8612,295992,103400,2.86,0.27,True,6.16,5.8612,5.9198,5.744,1706,99.99,16.3403,SHORT_GENESIS,SHORT_GENESIS,IN_BAND,0.4434,279.07,LOW
CRCL,SHORT,4.53,-1.65,123.39,108.52,117.68,115.55,4079922,1550434,2.63,0.47,True,113.67,115.55,116.7055,113.239,86,99.37,9.1571,SHORT_GENESIS,SHORT_GENESIS,IN_BAND,8.4892,247.21,LOW
