idea_id,day,source,ticker,setup,side,tier,score,score_band,entry_type,entry,stop,target,shares,rr,first_seen,last_seen,outcome,result_r,mfe_r,mae_r,current_r,fill_time,exit_time,last_px,spy_regime,relative_volume_today,obv_state,notes
4aa82fb5f21dc13c,2026-09-09,live_state_lookup,AXON,BEAR_REJECTION_PENDING,SHORT,CONVICTION,100.0,90+,LIMIT,509.12,517.86,487.29,8,2.5,2026-09-09T04:03:53,2026-09-09T08:57:56,NOT_EVALUATED,,,,,,,,HOSTILE,0.315,FALLING,"LIMIT SHORT @ $506.03 on rally (0.2% above current $505.00). Stop $518.25. Anchor: weekly 964tk bear. CONVICTION 100 — size may step up, still waiting for location."
2d75f3b0ccfeacb8,2026-09-09,live_state_lookup,MKSI,BEAR_REJECTION_PENDING,SHORT,CONVICTION,100.0,90+,LIMIT,268.08,272.34,236.11,23,7.5,2026-09-09T04:03:33,2026-09-09T08:57:56,NOT_EVALUATED,,,,,,,,HOSTILE,1.377,FALLING,"LIMIT SHORT @ $268.08 on rally (1.0% above current $265.50). Stop $272.34. Anchor: daily 292tk bear. CONVICTION 100 — size may step up, still waiting for location."
5e233c484c2dae85,2026-09-09,live_state_lookup,HUBS,BEAR_REJECTION_PENDING,SHORT,CONVICTION,100.0,90+,LIMIT,245.25,248.91,207.05,27,10.44,2026-09-09T04:03:29,2026-09-09T08:57:56,NOT_EVALUATED,,,,,,,,HOSTILE,1.38,RISING,"LIMIT SHORT @ $245.25 on rally (1.8% above current $240.89). Stop $248.91. Anchor: weekly 235tk bear. CONVICTION 100 — size may step up, still waiting for location."
c94f1e76fb29200d,2026-09-09,live_state_lookup,CC,BEAR_REJECTION_PENDING,SHORT,CONVICTION,98.7,90+,LIMIT,15.76,17.49,14.97,57,0.46,2026-09-09T04:03:27,2026-09-09T08:57:56,NOT_EVALUATED,,,,,,,,HOSTILE,0.959,FALLING,"LIMIT SHORT @ $15.76 (2% rally cap; anchor at $16.01 too far). Stop $17.49. Anchor: daily 139tk bear. CONVICTION 99 — size may step up, still waiting for location."
1214e62644ffd374,2026-09-09,live_state_lookup,SHAK,BEAR_REJECTION_PENDING,SHORT,CONVICTION,93.0,90+,LIMIT,68.61,97.0,65.17,3,0.12,2026-09-09T04:03:30,2026-09-09T08:57:56,NOT_EVALUATED,,,,,,,,HOSTILE,1.802,FALLING,"LIMIT SHORT @ $68.61 (2% rally cap; anchor at $70.80 too far). Stop $97.0. Anchor: daily 2572tk bear. CONVICTION 93 — size may step up, still waiting for location."
af33d74b995773a0,2026-09-09,live_state_lookup,MMYT,BEAR_REJECTION_PENDING,SHORT,CONVICTION,92.1,90+,LIMIT,53.99,56.69,46.72,37,2.69,2026-09-09T04:03:50,2026-09-09T08:57:56,NOT_EVALUATED,,,,,,,,HOSTILE,1.865,NEUTRAL,"LIMIT SHORT @ $53.99 on rally (0.2% above current $53.90). Stop $56.69. Anchor: 4h 242tk bear. CONVICTION 92 — size may step up, still waiting for location."
e6d58d15b5b7b7ce,2026-09-09,live_state_lookup,TRI,BEAR_REJECTION_PENDING,SHORT,CONVICTION,91.8,90+,LIMIT,100.98,105.25,85.0,23,3.74,2026-09-09T04:03:27,2026-09-09T08:57:56,NOT_EVALUATED,,,,,,,,HOSTILE,1.222,FALLING,"LIMIT SHORT @ $100.98 (2% rally cap; anchor at $103.60 too far). Stop $105.25. Anchor: 4h 113tk bear. CONVICTION 92 — size may step up, still waiting for location."
4b2733c2cc5bb35a,2026-09-09,live_state_lookup,DFNS,BEAR_REJECTION_PENDING,SHORT,CONVICTION,87.3,80-89,LIMIT,10.57,11.88,10.04,76,0.4,2026-09-09T04:04:32,2026-09-09T08:57:56,NOT_EVALUATED,,,,,,,,HOSTILE,0.38,NEUTRAL,LIMIT SHORT @ $10.57 (2% rally cap; anchor at $10.75 too far). Stop $11.88. Anchor: daily 108tk bear.
5cd12edab7cdd915,2026-09-09,live_state_lookup,CPB,BEAR_REJECTION_PENDING,SHORT,CONVICTION,87.0,80-89,LIMIT,22.24,23.9,21.12,60,0.67,2026-09-09T04:03:05,2026-09-09T08:57:56,NOT_EVALUATED,,,,,,,,HOSTILE,1.405,NEUTRAL,LIMIT SHORT @ $22.24 (2% rally cap; anchor at $22.32 too far). Stop $23.9. Anchor: daily 147tk bear.
4507672af5ef4469,2026-09-09,live_state_lookup,ASAN,BEAR_REJECTION_PENDING,SHORT,CONVICTION,86.6,80-89,LIMIT,8.81,10.14,8.37,75,0.33,2026-09-09T04:04:35,2026-09-09T08:57:56,NOT_EVALUATED,,,,,,,,HOSTILE,1.386,NEUTRAL,LIMIT SHORT @ $8.81 on rally (0.6% above current $8.76). Stop $10.14. Anchor: daily 128tk bear.
