ticker,last,prev_high,prev_low,prev_close,pdh_state,pdl_state,opening_range_ready,opening_range_high,opening_range_low,opening_range_position,opening_range_state,day_range_position,first_pullback_after_high,first_rally_after_low,last_hour_close_strength,last_hour_volume_bias,long_score,long_class,short_score,short_class
AAOI,137.49,137.23,127.5,134.33,ABOVE_PDH,ABOVE_PDL,True,142.8,129.09,0.613,OR_MIDDLE,0.613,False,False,0.613,0.72,62,CONTINUATION_LONG,42,NEUTRAL
ADTX,0.0026,0.0027,0.0024,0.0024,BELOW_PDH,RECLAIMED_PDL,True,0.0026,0.0023,1.0,OR_TOP_THIRD,1.0,False,False,1.0,2.14,74,AVOID_LONG_CHASE,40,AVOID_SHORT
AEM,185.3431,183.64,179.26,181.75,ABOVE_PDH,ABOVE_PDL,True,187.9944,183.7711,0.372,OR_MIDDLE,0.372,False,False,0.372,1.36,62,CONTINUATION_LONG,42,NEUTRAL
AHMA,1.66,1.75,1.68,1.71,BELOW_PDH,BELOW_PDL,True,1.7299,1.68,0.0,BELOW_ORL,0.417,False,True,,,18,AVOID_LONG,90,FIRST_RALLY_SHORT_ZONE
AIM,0.2569,0.2627,0.246,0.2547,REJECTED_PDH,ABOVE_PDL,True,0.2546,0.2461,1.0,ABOVE_ORH,0.651,False,False,0.651,0.31,48,AVOID_LONG,54,AVOID_SHORT
AMKR,55.62,54.46,53.1,54.3,ABOVE_PDH,ABOVE_PDL,True,57.18,55.7093,0.0,BELOW_ORL,0.06,False,False,0.06,1.54,42,AVOID_LONG,64,AVOID_SHORT_CHASE
AMPG,6.3938,6.3,5.81,6.21,ABOVE_PDH,ABOVE_PDL,True,6.43,6.17,0.861,OR_TOP_THIRD,0.678,True,False,0.678,1.54,80,PULLBACK_BUY_ZONE,40,NEUTRAL
AMPL,12.34,12.87,12.16,12.69,BELOW_PDH,ABOVE_PDL,True,12.68,12.24,0.227,OR_BOTTOM_THIRD,0.227,False,False,0.227,2.64,50,RELOAD_ZONE,62,NEUTRAL
ASTX,16.52,15.64,13.63,15.55,ABOVE_PDH,ABOVE_PDL,True,17.0,15.4,0.7,OR_TOP_THIRD,0.7,False,False,0.7,0.61,62,CONTINUATION_LONG,48,NEUTRAL
BAX,26.85,28.015,27.38,27.61,BELOW_PDH,BELOW_PDL,True,27.4,26.705,0.209,OR_BOTTOM_THIRD,0.276,False,True,0.276,3.44,38,NEUTRAL,80,FIRST_RALLY_SHORT_ZONE
BE,239.295,219.7,210.16,211.21,ABOVE_PDH,ABOVE_PDL,True,249.99,234.1772,0.324,OR_BOTTOM_THIRD,0.431,False,False,0.431,0.79,70,CONTINUATION_LONG,42,NEUTRAL
BEEM,1.16,1.175,1.13,1.16,REJECTED_PDH,ABOVE_PDL,True,1.175,1.155,0.25,OR_BOTTOM_THIRD,0.4,False,False,0.4,1.22,46,AVOID_LONG,62,NEUTRAL
BFLY,9.38,9.7899,9.31,9.37,BELOW_PDH,RECLAIMED_PDL,True,9.64,9.12,0.5,OR_MIDDLE,0.5,False,False,0.5,3.93,62,NEUTRAL,42,AVOID_SHORT
BMNR,17.92,18.465,17.635,18.09,BELOW_PDH,ABOVE_PDL,True,18.42,17.88,0.074,OR_BOTTOM_THIRD,0.138,False,False,0.138,1.87,50,RELOAD_ZONE,62,AVOID_SHORT_CHASE
BOXL,7.1,3.05,2.93,2.93,ABOVE_PDH,ABOVE_PDL,True,5.49,4.52,1.0,ABOVE_ORH,0.503,False,False,0.503,3.82,72,CONTINUATION_LONG,34,AVOID_SHORT
BRBR,10.9,11.585,11.25,11.55,REJECTED_PDH,BELOW_PDL,True,11.59,11.12,0.0,BELOW_ORL,0.25,False,True,0.25,4.67,6,AVOID_LONG,100,FIRST_RALLY_SHORT_ZONE
BW,9.73,12.08,9.0,9.19,BELOW_PDH,ABOVE_PDL,True,10.2,9.32,0.466,OR_MIDDLE,0.495,False,False,0.495,1.65,50,NEUTRAL,50,NEUTRAL
CAL,13.55,14.52,14.13,14.15,BELOW_PDH,BELOW_PDL,True,14.1,13.54,0.018,OR_BOTTOM_THIRD,0.035,False,False,0.035,2.6,38,NEUTRAL,74,AVOID_SHORT_CHASE
CALX,40.0,39.7,38.215,39.62,ABOVE_PDH,ABOVE_PDL,True,40.44,39.24,0.633,OR_MIDDLE,0.633,False,False,0.633,3.38,62,CONTINUATION_LONG,42,NEUTRAL
CAST,1.22,1.56,1.21,1.35,BELOW_PDH,RECLAIMED_PDL,True,1.38,1.25,0.0,BELOW_ORL,0.111,False,True,0.111,0.38,42,AVOID_LONG,70,FIRST_RALLY_SHORT_ZONE
CCC,7.0,6.98,6.725,6.87,ABOVE_PDH,RECLAIMED_PDL,True,6.84,6.65,1.0,ABOVE_ORH,1.0,False,False,1.0,2.92,96,AVOID_LONG_CHASE,18,AVOID_SHORT
CCTG,0.7916,0.7661,0.71,0.76,ABOVE_PDH,ABOVE_PDL,True,0.8,0.74,0.86,OR_TOP_THIRD,0.607,True,False,,,80,PULLBACK_BUY_ZONE,40,NEUTRAL
CHKP,129.29,130.875,127.495,129.12,BELOW_PDH,RECLAIMED_PDL,True,129.95,126.5,0.809,OR_TOP_THIRD,0.809,False,False,0.809,2.92,74,NEUTRAL,40,AVOID_SHORT
CMND,1.63,1.66,1.54,1.61,REJECTED_PDH,ABOVE_PDL,True,1.67,1.6,0.429,OR_MIDDLE,0.429,False,False,,,38,AVOID_LONG,62,NEUTRAL
CMPS,14.25,13.69,13.2,13.38,ABOVE_PDH,ABOVE_PDL,True,14.59,13.65,0.638,OR_MIDDLE,0.638,False,False,0.638,1.09,62,CONTINUATION_LONG,42,NEUTRAL
CMTL,1.75,1.7632,1.71,1.73,REJECTED_PDH,RECLAIMED_PDL,True,1.82,1.74,0.125,OR_BOTTOM_THIRD,0.417,False,True,0.417,3.12,50,AVOID_LONG,72,FIRST_RALLY_SHORT_ZONE
CNM,46.06,47.0,46.18,46.63,BELOW_PDH,BELOW_PDL,True,46.64,45.55,0.468,OR_MIDDLE,0.487,False,True,0.487,1.5,30,NEUTRAL,80,FIRST_RALLY_SHORT_ZONE
CNQ,47.51,47.75,47.03,47.61,REJECTED_PDH,ABOVE_PDL,True,47.85,47.43,0.19,OR_BOTTOM_THIRD,0.151,False,False,0.151,2.8,38,AVOID_LONG,74,AVOID_SHORT_CHASE
CORT,112.18,114.71,111.66,111.86,BELOW_PDH,RECLAIMED_PDL,True,114.0,110.6001,0.465,OR_MIDDLE,0.465,False,False,0.465,3.43,62,NEUTRAL,42,AVOID_SHORT
CRE,2.74,3.0,2.75,2.8,BELOW_PDH,BELOW_PDL,True,2.939,2.75,0.0,BELOW_ORL,0.413,False,True,,,18,AVOID_LONG,90,FIRST_RALLY_SHORT_ZONE
CRVO,3.04,3.2,2.9317,3.09,BELOW_PDH,ABOVE_PDL,True,3.13,3.01,0.25,OR_BOTTOM_THIRD,0.231,False,False,0.231,0.64,58,RELOAD_ZONE,50,NEUTRAL
CTM,0.6301,0.6161,0.582,0.605,ABOVE_PDH,ABOVE_PDL,True,0.6113,0.59,1.0,ABOVE_ORH,0.846,True,False,0.846,0.93,90,PULLBACK_BUY_ZONE,26,AVOID_SHORT
CTSO,0.3774,0.3999,0.36,0.36,BELOW_PDH,RECLAIMED_PDL,True,0.3984,0.36,0.453,OR_MIDDLE,0.453,False,False,,,62,NEUTRAL,42,AVOID_SHORT
CWK,13.81,13.75,13.31,13.75,ABOVE_PDH,ABOVE_PDL,True,13.9,13.54,0.75,OR_TOP_THIRD,0.75,False,False,0.75,3.91,74,CONTINUATION_LONG,40,NEUTRAL
DASH,213.25,216.35,206.25,212.0,BELOW_PDH,ABOVE_PDL,True,215.045,210.11,0.636,OR_MIDDLE,0.614,False,False,0.614,2.1,50,NEUTRAL,50,NEUTRAL
DFNS,36.0,36.67,32.33,36.58,REJECTED_PDH,ABOVE_PDL,True,35.5999,33.51,1.0,ABOVE_ORH,0.392,False,False,0.392,0.76,48,AVOID_LONG,54,AVOID_SHORT
DNLI,25.27,25.29,24.59,24.69,REJECTED_PDH,RECLAIMED_PDL,True,25.055,24.2,1.0,ABOVE_ORH,0.939,False,False,0.939,3.28,72,AVOID_LONG_CHASE,38,AVOID_SHORT
ELF,92.65,95.6699,93.64,94.99,BELOW_PDH,BELOW_PDL,True,94.8,92.8,0.0,BELOW_ORL,0.023,False,False,0.023,5.54,18,AVOID_LONG,84,AVOID_SHORT_CHASE
EOSE,4.25,4.32,4.09,4.24,REJECTED_PDH,ABOVE_PDL,True,4.45,4.18,0.259,OR_BOTTOM_THIRD,0.355,False,False,0.355,1.48,46,AVOID_LONG,62,NEUTRAL
ERAS,18.58,18.57,17.48,18.31,ABOVE_PDH,ABOVE_PDL,True,19.22,18.27,0.326,OR_BOTTOM_THIRD,0.326,False,False,0.326,3.47,70,CONTINUATION_LONG,42,NEUTRAL
FAST,52.22,52.915,52.11,52.38,BELOW_PDH,RECLAIMED_PDL,True,52.82,51.83,0.394,OR_MIDDLE,0.434,False,True,0.434,3.56,54,NEUTRAL,60,FIRST_RALLY_SHORT_ZONE
FCEL,21.75,21.62,19.08,19.2,ABOVE_PDH,ABOVE_PDL,True,21.2473,20.12,1.0,ABOVE_ORH,0.64,True,False,0.64,1.44,90,PULLBACK_BUY_ZONE,26,AVOID_SHORT
FIGR,30.85,29.59,27.6803,27.84,ABOVE_PDH,ABOVE_PDL,True,29.2,28.355,1.0,ABOVE_ORH,1.0,False,False,1.0,3.57,84,AVOID_LONG_CHASE,26,AVOID_SHORT
FIS,41.92,43.16,42.0179,42.76,BELOW_PDH,BELOW_PDL,True,42.44,41.465,0.467,OR_MIDDLE,0.467,False,False,0.467,3.22,38,NEUTRAL,62,CONTINUATION_SHORT
FROG,86.5,88.8499,85.8401,86.1,REJECTED_PDH,RECLAIMED_PDL,True,89.73,86.16,0.095,OR_BOTTOM_THIRD,0.262,False,True,0.262,2.58,50,AVOID_LONG,72,FIRST_RALLY_SHORT_ZONE
FRSH,11.75,12.075,11.75,11.97,BELOW_PDH,TESTING_PDL,True,11.87,11.565,0.607,OR_MIDDLE,0.613,False,False,0.613,4.32,50,NEUTRAL,50,NEUTRAL
FTHM,0.7009,0.753,0.6965,0.708,BELOW_PDH,RECLAIMED_PDL,True,0.7097,0.691,0.532,OR_MIDDLE,0.243,False,False,0.243,1.05,62,NEUTRAL,42,AVOID_SHORT
GBUX,0.0003,0.0003,0.0003,0.0003,BELOW_PDH,TESTING_PDL,True,0.0003,0.0002,1.0,OR_TOP_THIRD,1.0,False,False,,,50,AVOID_LONG_CHASE,56,NEUTRAL
GDHG,1.28,1.38,1.28,1.28,BELOW_PDH,TESTING_PDL,True,1.32,1.31,0.0,BELOW_ORL,0.0,False,False,,,38,AVOID_LONG,60,AVOID_SHORT_CHASE
GEHC,72.31,73.22,72.2,72.75,BELOW_PDH,RECLAIMED_PDL,True,72.18,71.01,1.0,ABOVE_ORH,0.747,False,False,0.747,3.17,72,CONTINUATION_LONG,34,AVOID_SHORT
GNIS,0.0008,0.0013,0.0009,0.001,BELOW_PDH,BELOW_PDL,True,0.001,0.0008,0.0,BELOW_ORL,0.333,False,False,,,26,AVOID_LONG,72,CONTINUATION_SHORT
HITI,2.35,2.375,2.3,2.34,BELOW_PDH,ABOVE_PDL,True,2.355,2.315,0.875,OR_TOP_THIRD,0.9,False,False,0.9,1.1,62,AVOID_LONG_CHASE,48,NEUTRAL
HL,18.0299,17.7754,17.25,17.76,ABOVE_PDH,ABOVE_PDL,True,18.59,17.8101,0.282,OR_BOTTOM_THIRD,0.282,False,False,0.282,1.42,70,CONTINUATION_LONG,42,NEUTRAL
HRB,53.92,47.04,45.27,46.67,ABOVE_PDH,ABOVE_PDL,True,58.67,53.12,0.144,OR_BOTTOM_THIRD,0.255,False,False,0.255,1.7,70,CONTINUATION_LONG,42,NEUTRAL
HUBC,0.74,0.8799,0.751,0.764,BELOW_PDH,BELOW_PDL,True,0.7696,0.68,0.67,OR_TOP_THIRD,0.67,False,False,0.67,1.03,38,NEUTRAL,68,CONTINUATION_SHORT
INHD,6.59,6.65,5.93,6.47,REJECTED_PDH,ABOVE_PDL,True,6.5,6.0,1.0,ABOVE_ORH,0.663,True,False,0.663,0.88,66,PULLBACK_BUY_ZONE,46,AVOID_SHORT
INIO,28.25,27.885,27.0,27.45,ABOVE_PDH,ABOVE_PDL,True,29.335,27.53,0.399,OR_MIDDLE,0.399,False,False,0.399,2.15,62,CONTINUATION_LONG,42,NEUTRAL
INTC,101.1669,98.35,95.35,97.71,ABOVE_PDH,ABOVE_PDL,True,103.16,100.32,0.298,OR_BOTTOM_THIRD,0.344,False,False,0.344,1.05,70,CONTINUATION_LONG,42,NEUTRAL
IONS,56.53,57.1598,55.37,55.42,BELOW_PDH,RECLAIMED_PDL,True,56.51,54.91,1.0,ABOVE_ORH,0.752,False,False,0.752,1.89,84,CONTINUATION_LONG,26,AVOID_SHORT
IOVA,6.7,6.525,6.18,6.49,ABOVE_PDH,ABOVE_PDL,True,6.5793,6.39,1.0,ABOVE_ORH,0.886,True,False,0.886,3.64,100,PULLBACK_BUY_ZONE,18,AVOID_SHORT
IREN,43.6,40.9562,39.35,39.75,ABOVE_PDH,ABOVE_PDL,True,44.67,42.572,0.49,OR_MIDDLE,0.59,False,False,0.59,0.9,62,CONTINUATION_LONG,42,NEUTRAL
IVDA,0.5048,0.3099,0.2788,0.298,ABOVE_PDH,ABOVE_PDL,True,0.3183,0.295,1.0,ABOVE_ORH,1.0,False,False,1.0,0.15,72,AVOID_LONG_CHASE,34,AVOID_SHORT
JBLU,5.8,5.885,5.645,5.81,REJECTED_PDH,ABOVE_PDL,True,5.955,5.8001,0.0,BELOW_ORL,0.114,False,False,0.114,1.1,18,AVOID_LONG,84,AVOID_SHORT_CHASE
JHX,30.86,31.17,30.5,31.08,REJECTED_PDH,RECLAIMED_PDL,True,31.24,30.41,0.542,OR_MIDDLE,0.573,False,False,0.573,4.12,50,AVOID_LONG,54,AVOID_SHORT
