ticker,side,mode,tier,fem,entry,stop,t1,t_partial,rr,risk,last_close,dist_pct,proximity,cluster_gaps,cluster_tfs,tfs,cluster_top,cluster_bot,path,gap_quality,total_genesis,vol_ratio_today,vol_ratio_3d,hot_days,move_pct,total_gaps,n_timeframes,float_m,float_label,float_rotation,fractal_50,prev_close,today_open,gap_pct,price_zone_50,cluster_zone_50,va_depth,va_layers,conviction_ticks,clean_air_pct,va_grade,stop_adjusted,vol_ratio,vol_hot
TOVX,Long,BOUNCE,T1-STRONG_LONG,100,0.41,0.1802,0.8696,,2.0,0.2298,0.41,1.3,CLOSE,7,7,"10m,15m,1d,1h,30m,4h,5m",0.4046,0.255,HIGHWAY,EXCITED,10497899187.0,13.0,4.4,1.0,104.1,19.0,8.0,45.14,MED,8.21,0.3485,0.2572,0.4398,71.0,PREMIUM,MID,100,6,70,14.4,B,,,
