ticker,side,mode,tier,fem,entry,stop,t1,t_partial,rr,risk,last_close,dist_pct,proximity,cluster_gaps,cluster_tfs,tfs,cluster_top,cluster_bot,path,gap_quality,total_genesis,vol_ratio_today,vol_ratio_3d,premkt_vol,hot_days,move_pct,total_gaps,n_timeframes,float_m,float_label,float_rotation,fractal_50,prev_close,today_open,gap_pct,price_zone_50,cluster_zone_50,va_depth,va_layers,conviction_ticks,clean_air_pct,va_grade,stop_adjusted,vol_ratio,vol_hot,warrior_price_band,atr_14,atr_to_stop_ratio,borrow_risk,news
TQQQ,Long,BOUNCE,T1-STRONG_LONG,90,86.56,81.1696,97.3408,87.45,2.0,5.3904,86.56,2.5,CLOSE,1,1,1d,84.41,83.68,HIGHWAY,EXCITED,4938018187.0,0.9,0.8,3720010.0,0.0,9.2,47.0,8.0,,UNKNOWN,,87.45,87.22,87.68,0.5,DISCOUNT,DISCOUNT,5106,14,3513,99.9,A,,,,False,3.2365142857142857,1.67,N/A,
SOXL,Long,BREAKOUT,T3-LONG_WATCH,55,280.54,258.3304,324.9592,,2.0,22.2096,280.54,0.0,INSIDE,1,1,,,,HIGHWAY,EXCITED,,,,,,,,,,UNKNOWN,,273.895,266.32,281.47,5.7,PREMIUM,MID,31469,22,18130,99.9,A,False,0.9,True,False,25.499450000000003,0.87,N/A,
AVGO,Long,BOUNCE,T1-STRONG_LONG,98,479.23,452.0685,533.553,488.1725,2.0,27.1615,479.23,1.8,CLOSE,1,1,1d,470.459,466.05,HIGHWAY,EXCITED,17230449621.0,2.2,1.7,3123240.0,1.0,19.6,33.0,8.0,4675.63,MEGA,0.01,488.1725,481.57,494.775,2.7,DISCOUNT,DISCOUNT,19382,11,11380,99.9,A,,,,False,18.397857142857145,1.48,N/A,
BURU,Long,BOUNCE,T2-LONG,91,0.1841,0.1311,0.2901,,2.0,0.053,0.1841,1.4,CLOSE,3,3,"10m,15m,5m",0.1816,0.1811,OPEN_ROAD,EXCITED,0.0,3.5,2.3,44545438.0,2.0,27.9,49.0,8.0,177.87,HIGH,0.37,0.1724,0.1725,0.1724,-0.1,FLAT,FLAT,0,3,0,9.3,D,,,,False,0.020335714285714287,2.61,N/A,
GPUS,Long,PULLBACK,T2-LONG,100,0.1975,0.133,0.3265,0.2251,2.0,0.0645,0.2085,5.3,APPROACH,3,3,"1h,30m,4h",0.1975,0.183,OPEN_ROAD,EXCITED,120649242.0,0.9,2.2,2269051.0,1.0,62.1,42.0,8.0,460.71,MEGA,0.11,0.2251,0.2309,0.2192,-5.1,DISCOUNT,DISCOUNT,15,10,6,8.5,D,,,,False,0.026135714285714286,2.47,N/A,
HUBC,Long,PULLBACK,T1-STRONG_LONG,100,0.6111,0.4105,1.0122,,2.0,0.2006,0.6496,5.9,APPROACH,2,2,"10m,5m",0.6111,0.4774,OPEN_ROAD,EXCITED,578681604.0,1.7,2.4,23944171.0,3.0,776.9,73.0,8.0,0.0,NANO,135582.35,0.6019,0.48,0.7238,50.8,PREMIUM,DISCOUNT,222,13,12,14.3,A,,,,False,0.15442850000000002,1.3,N/A,
INTC,Long,BOUNCE,T1-STRONG_LONG,100,112.71,104.8279,128.4742,,2.0,7.8821,112.71,0.1,CLOSE,2,2,"1d,30m",112.55,108.07,OPEN_ROAD,EXCITED,34555415974.0,0.9,0.9,2586267.0,0.0,21.6,55.0,8.0,5016.6,MEGA,0.02,112.175,107.93,116.42,7.9,MID,DISCOUNT,8286,23,3816,10.3,A,,,,False,8.767135714285716,0.9,N/A,
IOTR,Long,BOUNCE,T3-LONG_WATCH,72,3.72,3.5405,4.079,,2.0,0.1795,3.72,1.1,CLOSE,2,2,"1d,30m",3.68,3.65,OPEN_ROAD,EXCITED,629273.0,0.1,0.1,1756248.0,2.0,173.9,94.0,8.0,0.64,NANO,0.25,3.665,3.65,3.68,0.8,PREMIUM,MID,751,13,170,2.4,C,,,,True,0.6968714285714286,0.26,N/A,
MRVL,Long,BOUNCE,T1-STRONG_LONG,91,301.65,282.561,339.828,304.21,2.0,19.089,301.65,2.5,CLOSE,1,1,1d,294.0101,291.3,HIGHWAY,EXCITED,31312085480.0,3.0,2.3,2734731.0,2.0,66.5,53.0,8.0,871.94,MEGA,0.13,304.21,290.79,317.63,9.2,MID,DISCOUNT,43315,19,36369,99.9,A,,,,False,20.97734285714285,0.91,N/A,
NOK,Long,BOUNCE,T1-STRONG_LONG,86,16.73,15.7625,18.665,16.9175,2.0,0.9675,16.73,1.0,CLOSE,1,1,1d,16.56,16.25,HIGHWAY,EXCITED,5362960119.0,1.2,1.2,9050939.0,0.0,20.1,56.0,8.0,4441.96,MEGA,0.03,16.9175,16.85,16.985,0.8,DISCOUNT,DISCOUNT,994,23,312,99.9,A,,,,True,0.9792857142857143,0.99,N/A,
NOW,Long,PULLBACK,T3-LONG_WATCH,51,107.0,99.0564,125.14,,2.3,7.9436,117.9,9.2,WAITING,1,1,1d,107.0,102.12,HIGHWAY,EXCITED,19089430203.0,1.0,1.4,1397375.0,0.0,33.1,46.0,8.0,1028.33,MEGA,0.03,127.82,127.65,127.99,0.3,FLAT,FLAT,8846,5,3578,6.1,B,,,,False,8.615964285714286,0.92,N/A,
