ticker,side,tier,fem,mode,entry,stop,t1,last_px,high,low,volume,chg_pct,outcome,result_r,stop_adjusted,checked_at,scan_date
BYND,Long,T3-LONG_WATCH,41,PULLBACK,1.16,1.065,1.755,1.0227,1.4,1.01,1502969077.0,-11.84,STOPPED,-1.0,False,2026-04-21_1706,2026-04-21_0537
SLDP,Long,T2-LONG,100,PULLBACK,3.07,2.9003,3.79,3.7399,3.965,3.5,1964512908.0,21.82,NO_FILL,0.0,False,2026-04-21_1706,2026-04-21_0537
OCG,Long,T1-STRONG_LONG,100,PULLBACK,0.7798,0.7042,0.931,0.711,0.8831,0.6872,0.0,-8.82,STOPPED,-1.0,False,2026-04-21_1706,2026-04-21_0537
EFOI,Long,T1-STRONG_LONG,100,PULLBACK,5.0,0.635,13.73,4.71,6.0,4.53,892907934.0,-5.8,LOSING,-0.07,False,2026-04-21_1706,2026-04-21_0537
ORBS,Long,T2-LONG,35,PULLBACK,1.01,0.9212,1.1876,0.96,1.08,0.921,0.0,-4.95,STOPPED,-1.0,False,2026-04-21_1706,2026-04-21_0537
SMR,Long,T1-STRONG_LONG,100,PULLBACK,11.86,11.1356,18.47,12.02,12.95,11.55,0.0,1.35,WINNING,0.22,False,2026-04-21_1706,2026-04-21_0537
PLUG,Long,T3-LONG_WATCH,50,PULLBACK,3.0399,2.9421,3.38,3.1198,3.26,3.05,88330796.0,2.63,NO_FILL,0.0,False,2026-04-21_1706,2026-04-21_0537
ISPC,Long,T2-LONG,64,BOUNCE,0.1332,0.0665,0.2666,0.1412,0.1496,0.126,1257790543.0,6.01,WINNING,0.12,False,2026-04-21_1706,2026-04-21_0537
TOVX,Long,T1-STRONG_LONG,100,BOUNCE,0.41,0.1802,0.8696,0.3325,0.364,0.3009,0.0,-18.9,LOSING,-0.34,False,2026-04-21_1706,2026-04-21_0537
IONQ,Long,T1-STRONG_LONG,100,PULLBACK,44.59,41.9525,65.4,46.99,48.73,45.72,1517026584.0,5.38,NO_FILL,0.0,False,2026-04-21_1706,2026-04-21_0537
ATAI,Long,T1-STRONG_LONG,100,BOUNCE,4.9,3.675,7.35,4.89,5.18,4.65,1631637429.0,-0.2,LOSING,-0.01,False,2026-04-21_1706,2026-04-21_0537
USAR,Long,T1-STRONG_LONG,100,PULLBACK,21.4,19.33,35.58,23.19,24.3,22.01,21624496.0,8.36,NO_FILL,0.0,False,2026-04-21_1706,2026-04-21_0537
PBM,Long,T3-LONG_WATCH,100,BOUNCE,11.3,10.2141,13.65,8.63,11.47,9.05,0.0,-23.63,STOPPED,-1.0,False,2026-04-21_1706,2026-04-21_0537
CMPS,Long,T1-STRONG_LONG,100,PULLBACK,8.63,5.765,14.36,9.38,9.84,9.05,395301041.0,8.69,NO_FILL,0.0,False,2026-04-21_1706,2026-04-21_0537
RKLB,Long,T3-LONG_WATCH,87,PULLBACK,83.7,80.9853,89.1294,88.5,91.95,85.75,0.0,5.73,NO_FILL,0.0,False,2026-04-21_1706,2026-04-21_0537
HIVE,Long,T3-LONG_WATCH,41,BOUNCE,2.54,2.4202,2.7797,2.49,2.63,2.47,0.0,-1.97,LOSING,-0.42,False,2026-04-21_1706,2026-04-21_0537
URG,Long,T2-LONG,100,PULLBACK,1.57,1.5,1.84,1.7,1.74,1.66,0.0,8.28,NO_FILL,0.0,False,2026-04-21_1706,2026-04-21_0537
BULL,Long,T2-LONG,83,PULLBACK,7.01,6.2856,8.4588,7.2,7.52,6.94,0.0,2.71,WINNING,0.26,False,2026-04-21_1706,2026-04-21_0537
PTON,Long,T2-LONG,80,PULLBACK,5.18,4.7142,6.24,5.01,5.26,4.89,0.0,-3.28,LOSING,-0.36,False,2026-04-21_1706,2026-04-21_0537
CGC,Long,T3-LONG_WATCH,50,BOUNCE,1.2,1.14,1.46,1.1472,1.205,1.14,0.0,-4.4,STOPPED,-1.0,False,2026-04-21_1706,2026-04-21_0537
QS,Long,T2-LONG,88,PULLBACK,6.6,6.2662,7.58,7.08,7.4,6.94,0.0,7.27,NO_FILL,0.0,False,2026-04-21_1706,2026-04-21_0537
LWLG,Long,T3-LONG_WATCH,59,PULLBACK,14.18,13.0757,16.3886,13.39,14.38,12.76,0.0,-5.57,STOPPED,-1.0,False,2026-04-21_1706,2026-04-21_0537
SST,Long,T3-LONG_WATCH,100,BOUNCE,2.68,2.5026,3.0348,2.6999,2.92,2.4401,0.0,0.74,STOPPED,-1.0,False,2026-04-21_1706,2026-04-21_0537
AMPX,Long,T1-STRONG_LONG,93,PULLBACK,18.45,17.751,19.848,21.8522,22.7,19.87,0.0,18.44,NO_FILL,0.0,False,2026-04-21_1706,2026-04-21_0537
MP,Long,T1-STRONG_LONG,96,PULLBACK,60.43,57.7344,65.8212,66.33,68.65,65.21,0.0,9.76,NO_FILL,0.0,False,2026-04-21_1706,2026-04-21_0537
ULCC,Long,T1-STRONG_LONG,100,PULLBACK,4.44,4.1225,5.1,4.23,4.81,4.17,1030683854.0,-4.73,LOSING,-0.66,False,2026-04-21_1706,2026-04-21_0537
CWH,Long,T1-STRONG_LONG,100,PULLBACK,7.75,7.1101,9.0298,7.35,7.93,7.14,658735939.0,-5.16,LOSING,-0.63,False,2026-04-21_1706,2026-04-21_0537
ARM,Long,T1-STRONG_LONG,100,PULLBACK,175.1,157.4601,210.3798,176.95,179.4,173.3,310236976.0,1.06,WINNING,0.1,False,2026-04-21_1706,2026-04-21_0537
