ticker,is_alumnus,chg_pct_full,chg_pct_intraday,open,close,high,low,volume,is_mover,picked,in_abook,in_momentum,in_recovery,in_short,which_panels,verdict
FAMI,false,23.0,19.42,0.103,0.123,0.125,0.101,8727782,true,false,false,false,false,false,,MISSED
TECX,false,-15.95,-16.06,35.67,29.94,35.67,29.785,719013,true,false,false,false,false,false,,MISSED
APMD,false,-11.65,-11.65,29.71,26.25,29.71,25.6,475484,true,false,false,false,false,false,,MISSED
SMTK,false,-10.76,-8.63,3.36,3.07,3.38,3.02,118701,true,false,false,false,false,false,,MISSED
CRCL,false,9.65,9.78,87.04,95.55,96.4,86.42,19713591,false,false,false,false,false,false,,IGNORED
GCT,false,-8.35,-6.94,52.15,48.53,52.3876,48.45,819971,false,false,false,false,false,false,,IGNORED
OMH,false,-8.22,-8.22,3.53,3.24,3.75,3.0401,183733,false,false,false,false,false,false,,IGNORED
BTCT,false,7.99,9.11,1.92,2.095,2.115,1.86,3119030,false,false,false,false,false,false,,IGNORED
LOOP,false,-7.66,-7.31,0.52,0.482,0.52,0.47,292146,false,false,false,false,false,false,,IGNORED
SGLY,false,-7.48,-5.56,1.44,1.36,1.46,1.29,361764,false,false,false,false,false,false,,IGNORED
SCTX,false,7.38,8.07,28.26,30.54,31.6074,27.2,151085,false,false,false,false,false,false,,IGNORED
BMNR,false,6.39,5.68,23.96,25.32,25.47,23.7,41181680,false,false,false,false,false,false,,IGNORED
LIFE,false,-5.98,-5.88,38.6,36.33,38.64,35.78,1131376,false,false,false,false,false,false,,IGNORED
PLSE,false,5.8,4.81,48.02,50.33,50.61,47.57,657263,false,false,false,false,false,false,,IGNORED
CLYM,false,-5.77,-5.83,14.58,13.73,14.695,13.4901,1436658,false,false,false,false,false,false,,IGNORED
DVLT,false,5.71,9.63,0.27,0.296,0.3027,0.27,29215826,false,false,false,false,false,false,,IGNORED
BTTC,false,-5.69,0.24,0.413,0.414,0.4285,0.4031,151296,false,false,false,false,false,false,,IGNORED
BIVI,false,5.56,-3.96,2.374,2.28,2.49,2.28,1531426,false,false,false,false,false,false,,IGNORED
PURR,false,5.51,0.53,12.185,12.25,12.62,11.22,40334050,false,false,false,false,false,false,,IGNORED
SBET,false,5.24,4.73,8.24,8.63,8.65,8.105,7682484,false,false,false,false,false,false,,IGNORED
HELE,false,5.17,5.28,28.59,30.1,30.535,28.01,820480,false,false,false,false,false,false,,IGNORED
LGCL,false,-5.14,-5.14,0.037,0.0351,0.0386,0.0321,57173422,false,false,false,false,false,false,,IGNORED
ELF,false,4.76,6.15,102.73,109.05,109.62,102.3933,2236344,false,false,false,false,false,false,,IGNORED
IREN,false,4.7,3.62,35.82,37.115,37.3155,35.5105,39403071,false,false,false,false,false,false,,IGNORED
XNCR,false,4.62,4.87,26.0,27.265,27.635,25.915,1807538,false,false,false,false,false,false,,IGNORED
RITR,false,4.55,2.22,0.09,0.092,0.0959,0.088,21193766,false,false,false,false,false,false,,IGNORED
SMJF,false,-4.5,-2.75,1.09,1.06,1.15,1.02,1718162,false,false,false,false,false,false,,IGNORED
MSTR,false,4.42,3.4,128.565,132.94,133.38,125.7407,23840659,false,false,false,false,false,false,,IGNORED
CLMT,false,4.15,2.39,48.57,49.73,49.9,46.53,1084718,false,false,false,false,false,false,,IGNORED
FDMT,false,-3.82,-2.62,14.49,14.11,14.6,13.665,1404101,false,false,false,false,false,false,,IGNORED
SPHR,false,-3.8,-2.93,140.42,136.3,140.555,134.3,1009826,false,false,false,false,false,false,,IGNORED
LGHL,false,-3.74,-0.39,0.5093,0.5073,0.5198,0.48,822056,false,false,false,false,false,false,,IGNORED
COMP,true,-3.74,-4.52,11.06,10.56,10.97,10.44,12652749,false,false,false,false,false,false,,IGNORED
SAIL,false,3.68,4.26,19.72,20.56,20.9,19.72,3778488,false,false,false,false,false,false,,IGNORED
GSHD,false,-3.66,-2.87,70.68,68.65,70.785,68.18,280314,false,false,false,false,false,false,,IGNORED
DRTS,false,-3.62,-3.88,14.68,14.11,15.0,14.25,3112815,false,false,false,false,false,false,,IGNORED
SURG,false,-3.47,-1.76,0.17,0.167,0.1743,0.1635,1878845,false,false,false,false,false,false,,IGNORED
GHRS,false,-3.44,-3.16,27.86,26.98,27.89,26.68,149180,false,false,false,false,false,false,,IGNORED
BEEM,false,-3.4,-2.07,1.45,1.42,1.48,1.41,653665,false,false,false,false,false,false,,IGNORED
AXTI,false,3.38,1.02,60.0,60.61,63.1988,58.5,6359924,false,false,false,false,false,false,,IGNORED
ZBIO,false,3.36,2.57,31.51,32.32,32.77,29.88,527681,false,false,false,false,false,false,,IGNORED
PAYS,false,-3.34,-3.41,12.9,12.46,12.94,12.11,1087055,false,false,false,false,false,false,,IGNORED
XP,true,3.23,0.28,18.18,18.23,18.58,18.129,5689642,false,false,false,false,false,false,,IGNORED
MAZE,false,-3.17,-2.21,27.17,26.57,27.2,25.76,493470,false,false,false,false,false,false,,IGNORED
FTH,false,-3.16,-3.19,33.85,32.77,33.85,31.75,173089,false,false,false,false,false,false,,IGNORED
CAST,false,-3.03,-1.54,1.3,1.28,1.35,1.2401,1221448,false,false,false,false,false,false,,IGNORED
INIO,true,-3.02,-2.37,20.69,20.2,20.925,19.7,4134669,false,false,false,false,false,false,,IGNORED
TOST,true,-3.02,-3.17,35.205,34.09,35.376,33.8,11863406,false,false,false,false,false,false,,IGNORED
ARHS,false,-3.01,-2.02,8.89,8.71,8.98,8.54,1051693,false,false,false,false,false,false,,IGNORED
ICLR,false,-2.96,-2.9,169.91,164.99,170.41,163.565,707457,false,false,false,false,false,false,,IGNORED
IRWD,false,2.91,2.91,4.13,4.25,4.26,4.015,1668039,false,false,false,false,false,false,,IGNORED
XPRO,false,2.9,0.39,18.05,18.12,18.825,18.0,819326,false,false,false,false,false,false,,IGNORED
DMRA,false,-2.83,-2.59,28.93,28.18,28.93,26.525,497023,false,false,false,false,false,false,,IGNORED
CRDO,false,-2.82,-2.5,232.0,226.19,238.3948,222.93,4242265,false,false,false,false,false,false,,IGNORED
BOBS,false,-2.77,-1.17,17.03,16.83,17.52,16.52,419853,false,false,false,false,false,false,,IGNORED
MU,false,2.77,2.96,931.175,958.73,959.9699,930.79,22344863,false,false,false,false,false,false,,IGNORED
BTE,true,2.74,-0.2,4.88,4.87,4.91,4.7609,15413263,false,false,false,false,false,false,,IGNORED
LGIH,false,-2.71,-2.27,57.24,55.94,57.24,55.84,223286,false,false,false,false,false,false,,IGNORED
ATRO,false,-2.69,-1.37,74.69,73.67,74.71,72.62,371419,false,false,false,false,false,false,,IGNORED
RGEN,false,2.67,3.87,174.23,180.98,181.07,174.01,790961,false,false,false,false,false,false,,IGNORED
BLMN,false,-2.65,-2.83,10.6,10.3,10.765,10.225,2064989,false,false,false,false,false,false,,IGNORED
ENTX,false,-2.64,-2.64,3.03,2.95,3.09,2.915,214453,false,false,false,false,false,false,,IGNORED
CLPT,false,-2.64,-2.7,15.56,15.14,15.57,15.06,414432,false,false,false,false,false,false,,IGNORED
PI,false,2.51,1.35,172.0,174.32,175.64,167.82,331474,false,false,false,false,false,false,,IGNORED
JBIO,false,2.5,3.44,20.65,21.36,21.45,20.35,837036,false,false,false,false,false,false,,IGNORED
ESTC,false,-2.36,-0.46,98.0,97.55,102.415,95.36,5804377,false,false,false,false,false,false,,IGNORED
PRCH,false,-2.36,-2.19,17.37,16.99,17.37,16.77,1086920,false,false,false,false,false,false,,IGNORED
SNYR,false,2.33,-0.47,0.1059,0.1054,0.115,0.1002,1642750,false,false,false,false,false,false,,IGNORED
SMWB,false,2.31,3.11,9.01,9.29,9.31,8.98,607911,false,false,false,false,false,false,,IGNORED
MRVL,false,-2.29,-2.07,216.13,211.66,218.2205,209.53,23518678,false,false,false,false,false,false,,IGNORED
VIA,false,-2.24,-0.78,28.15,27.93,28.705,27.64,640581,false,false,false,false,false,false,,IGNORED
MBX,false,-2.22,-1.12,62.3,61.6,63.04,59.47,518298,false,false,false,false,false,false,,IGNORED
LITE,false,2.21,2.17,895.3,914.76,918.84,886.87,3202640,false,false,false,false,false,false,,IGNORED
CNQ,true,2.2,-0.02,50.08,50.07,50.6023,49.41,7030110,false,false,false,false,false,false,,IGNORED
IESC,false,-2.19,-2.19,309.8,303.0,310.71,299.1533,343530,false,false,false,false,false,false,,IGNORED
EVH,false,-2.17,-0.22,4.51,4.5,4.535,4.305,2531300,false,false,false,false,false,false,,IGNORED
RLAY,false,-2.08,-0.71,18.512,18.38,18.64,18.03,3469709,false,false,false,false,false,false,,IGNORED
DOMO,false,-2.07,-1.82,3.85,3.78,3.875,3.76,599304,false,false,false,false,false,false,,IGNORED
MITK,false,-2.07,-1.12,18.67,18.46,18.87,18.3231,449395,false,false,false,false,false,false,,IGNORED
SILC,false,2.01,4.16,41.33,43.05,45.6499,40.7601,178057,false,false,false,false,false,false,,IGNORED
ACHV,false,-1.98,-1.61,8.07,7.94,8.14,7.82,1058701,false,false,false,false,false,false,,IGNORED
JACK,false,1.98,2.17,16.16,16.51,16.645,16.0,730280,false,false,false,false,false,false,,IGNORED
NAVN,false,1.96,2.43,28.37,29.06,29.4,28.25,3495879,false,false,false,false,false,false,,IGNORED
NESR,false,1.95,-0.09,35.14,35.11,35.47,34.55,1745291,false,false,false,false,false,false,,IGNORED
SEPN,false,-1.95,-1.45,38.71,38.15,39.105,37.39,415295,false,false,false,false,false,false,,IGNORED
SLDB,false,-1.94,-1.54,9.73,9.58,9.73,9.37,686618,false,false,false,false,false,false,,IGNORED
AEHR,false,-1.91,-2.54,81.34,79.27,84.1,78.44,2252668,false,false,false,false,false,false,,IGNORED
ORIC,false,-1.89,-1.44,13.18,12.99,13.18,12.67,1158801,false,false,false,false,false,false,,IGNORED
KD,true,1.89,2.99,13.06,13.45,13.69,12.885,5138201,false,false,false,false,false,false,,IGNORED
ABT,true,-1.88,-1.06,111.54,110.36,111.64,109.54,10631260,false,false,false,false,false,false,,IGNORED
