ticker,side,score,gap_tier,borrow_risk,float_m,sector_label,lifecycle_phase,entry,stop,target,last_px,high,low,volume,chg_short_pct,outcome,result_r,stop_adjusted,pm_gap_down_pct,rel_vol,checked_at,scan_date
STAK,Short,226.8334,PARABOLIC,MEDIUM,19.21,STRONG,SHORT_GENESIS,4.19,4.2319,4.1062,2.52,5.36,2.33,13513277,39.86,STOPPED,-1.0,True,56.52,8.04,2026-07-27_1726,2026-07-27
