ticker,side,tier,fem,mode,entry,stop,t1,t2,shares,rr,last_px,high,low,volume,chg_pct,outcome,result_r,spy_regime,entry_type,n_gaps_above,gap_above_conviction,checked_at,scan_date
ACN,SHORT,CONVICTION,100.0,BEAR_REJECTION_PENDING,127.98,156.79,121.58,,3,0.22,128.97999572753906,129.25,125.70999908447266,14148700.0,1.63,CLOSED_LOSS,-0.03,HOSTILE,LIMIT,5,CONVICTION,2026-07-23_1724,2026-06-26
CRCL,SHORT,CONVICTION,92.3,BEAR_REJECTION_PENDING,70.09,80.35,66.59,,9,0.34,73.56999969482422,74.44999694824219,67.36499786376953,14419000.0,7.06,CLOSED_LOSS,-0.34,HOSTILE,LIMIT,5,CONVICTION,2026-07-23_1724,2026-06-26
ASX,SHORT,CONVICTION,90.7,BEAR_REJECTION_PENDING,40.18,43.25,34.81,,32,1.75,40.209999084472656,40.529998779296875,39.349998474121094,14024900.0,0.35,CLOSED_LOSS,-0.01,HOSTILE,LIMIT,5,CONVICTION,2026-07-23_1724,2026-06-26
CVNA,SHORT,CONVICTION,90.3,BEAR_REJECTION_PENDING,66.99,70.35,60.49,57.1,29,1.94,62.349998474121094,65.88999938964844,61.849998474121094,36196500.0,-5.07,NO_FILL,0.0,HOSTILE,LIMIT,5,CONVICTION,2026-07-23_1724,2026-06-26
STM,SHORT,CONVICTION,90.0,BEAR_REJECTION_PENDING,72.43,80.31,68.81,,12,0.46,71.41999816894531,72.44999694824219,70.69000244140625,9831300.0,-0.74,CLOSED,0.13,HOSTILE,LIMIT,5,CONVICTION,2026-07-23_1724,2026-06-26
INFY,SHORT,CONVICTION,89.0,BEAR_REJECTION_PENDING,10.82,11.76,10.28,,106,0.58,10.779999732971191,10.829999923706055,10.59000015258789,17504500.0,0.94,CLOSED,0.04,HOSTILE,LIMIT,5,COMPRESSION,2026-07-23_1724,2026-06-26
RARE,SHORT,CONVICTION,88.3,BEAR_REJECTION_PENDING,30.09,40.17,28.59,,9,0.15,30.770000457763672,30.989999771118164,29.360000610351562,17178100.0,4.31,CLOSED_LOSS,-0.07,HOSTILE,LIMIT,5,CONVICTION,2026-07-23_1724,2026-06-26
ORCL,SHORT,CONVICTION,86.8,BEAR_REJECTION_PENDING,150.15,154.03,139.77,131.4,25,2.67,148.52999877929688,153.5399932861328,148.0,36532100.0,-1.0,CLOSED,0.42,HOSTILE,LIMIT,5,CONVICTION,2026-07-23_1724,2026-06-26
PLTR,SHORT,CONVICTION,86.5,BEAR_REJECTION_PENDING,110.77,114.07,93.78,98.86,30,5.16,112.93000030517578,114.08000183105469,108.47000122070312,61360500.0,3.99,STOPPED,-1.0,HOSTILE,LIMIT,5,VACUUM,2026-07-23_1724,2026-06-26
FOXA,SHORT,CONVICTION,83.3,BEAR_REJECTION_PENDING,50.49,52.6,44.6,45.09,47,2.79,50.099998474121094,50.540000915527344,48.5,9545100.0,1.21,CLOSED,0.18,HOSTILE,LIMIT,5,COMPRESSION,2026-07-23_1724,2026-06-26
CRM,SHORT,CONVICTION,83.2,BEAR_REJECTION_PENDING,154.66,162.52,146.93,,12,0.98,158.3699951171875,158.4600067138672,151.49000549316406,21267900.0,4.45,CLOSED_LOSS,-0.47,HOSTILE,LIMIT,5,CONVICTION,2026-07-23_1724,2026-06-26
SAIL,SHORT,CONVICTION,82.4,BEAR_REJECTION_PENDING,13.11,13.44,11.9,11.9,303,3.67,13.180000305175781,13.222999572753906,12.600000381469727,4976100.0,1.85,CLOSED_LOSS,-0.21,HOSTILE,LIMIT,5,COMPRESSION,2026-07-23_1724,2026-06-26
CNTX,SHORT,CONVICTION,81.7,BEAR_REJECTION_PENDING,0.56,0.61,0.53,,2003,0.56,0.5799999833106995,0.6179999709129333,0.5600000023841858,14816400.0,5.44,STOPPED,-1.0,HOSTILE,LIMIT,5,COMPRESSION,2026-07-23_1724,2026-06-26
NN,SHORT,CONVICTION,81.2,BEAR_REJECTION_PENDING,16.8,17.28,15.66,,207,2.37,17.209999084472656,17.815000534057617,16.239999771118164,4822900.0,3.05,STOPPED,-1.0,HOSTILE,LIMIT,5,COMPRESSION,2026-07-23_1724,2026-06-26
