ticker,side,tier,fem,mode,entry,stop,t1,last_px,high,low,volume,chg_pct,outcome,result_r,stop_adjusted,checked_at,scan_date
ALP,Long,T3-LONG_WATCH,69,PULLBACK,0.4183,0.3618,0.5314,0.4461,0.558,0.4112,82880688,6.65,STOPPED,-1.0,True,2026-05-27_2130,2026-05-27_0508
APPS,Long,T2-LONG,100,PULLBACK,4.52,4.3262,4.92,6.68,7.62,6.17,54811256,47.79,TARGET_HIT,1.5,True,2026-05-27_2130,2026-05-27_0508
ATRC,Long,T1-STRONG_LONG,100,BOUNCE,28.81,27.4413,34.305,27.45,29.18,27.32,1046461,-4.72,TARGET_HIT,1.5,True,2026-05-27_2130,2026-05-27_0508
CWH,Long,T1-STRONG_LONG,100,BOUNCE,7.68,7.2265,8.587,7.53,8.1,7.42,2558700,-1.95,TARGET_HIT,1.5,True,2026-05-27_2130,2026-05-27_0508
ENR,Long,T1-STRONG_LONG,100,PULLBACK,18.22,16.781,21.098,18.63,19.23,18.495,1059195,2.25,TARGET_HIT,1.5,True,2026-05-27_2130,2026-05-27_0508
GPUS,Long,T2-LONG,100,BOUNCE,0.172,0.1126,0.2908,0.16,0.1687,0.1581,21908991,-6.98,TARGET_HIT,0.09,True,2026-05-27_2130,2026-05-27_0508
IPWR,Long,T1-STRONG_LONG,100,PULLBACK,6.4001,5.5135,8.1734,8.99,9.3,7.75,8733115,40.47,TARGET_HIT,1.5,True,2026-05-27_2130,2026-05-27_0508
IREN,Long,T1-STRONG_LONG,100,BOUNCE,59.78,55.678,67.984,67.84,68.1258,59.83,85745754,13.48,TARGET_HIT,1.5,True,2026-05-27_2130,2026-05-27_0508
MRVL,Long,T1-STRONG_LONG,100,PULLBACK,194.72,181.196,221.768,198.7,218.2599,196.25,54198433,2.04,TARGET_HIT,1.5,True,2026-05-27_2130,2026-05-27_0508
NCPL,Long,T3-LONG_WATCH,60,PULLBACK,1.07,0.96,2.37,1.575,1.61,1.295,28460193,47.2,STOPPED,-1.0,True,2026-05-27_2130,2026-05-27_0508
NOK,Long,T1-STRONG_LONG,100,PULLBACK,15.02,13.7934,17.4732,15.68,16.05,15.54,123877045,4.39,TARGET_HIT,1.5,True,2026-05-27_2130,2026-05-27_0508
NVDA,Long,T2-LONG,90,BOUNCE,214.86,205.9213,232.7374,212.6,214.15,208.78,167605751,-1.05,WINNING,0.91,True,2026-05-27_2130,2026-05-27_0508
ONDS,Long,T1-STRONG_LONG,100,BOUNCE,9.77,8.827,11.656,10.8,11.06,9.68,93224614,10.54,TARGET_HIT,1.5,True,2026-05-27_2130,2026-05-27_0508
OTLK,Long,T2-LONG,100,BOUNCE,0.4002,0.2601,0.6804,0.5855,0.5969,0.3951,84215620,46.3,TARGET_HIT,0.24,True,2026-05-27_2130,2026-05-27_0508
PLUG,Long,T1-STRONG_LONG,99,BOUNCE,3.84,3.5613,4.3975,4.14,4.22,3.75,110528047,7.81,TARGET_HIT,1.5,True,2026-05-27_2130,2026-05-27_0508
PRMB,Long,T2-LONG,84,BOUNCE,23.97,22.3973,27.1154,24.52,24.76,24.035,5675829,2.29,NO_FILL,0.0,True,2026-05-27_2130,2026-05-27_0508
RDW,Long,T3-LONG_WATCH,81,BOUNCE,22.04,15.545,35.03,24.0,24.9199,22.13,121232092,8.89,STOPPED,-1.0,True,2026-05-27_2130,2026-05-27_0508
RGTI,Long,T2-LONG,95,BREAKOUT,25.29,21.48,32.91,24.62,25.8523,23.6201,56481128,-2.65,TARGET_HIT,1.5,True,2026-05-27_2130,2026-05-27_0508
SATL,Long,T1-STRONG_LONG,100,PULLBACK,9.96,9.3508,11.1784,9.77,9.91,9.01,24087522,-1.91,TARGET_HIT,1.5,True,2026-05-27_2130,2026-05-27_0508
SPCE,Long,T3-LONG_WATCH,100,BOUNCE,3.51,3.1475,4.235,3.79,3.885,3.47,33886543,7.98,TARGET_HIT,1.5,True,2026-05-27_2130,2026-05-27_0508
SRRK,Long,T3-LONG_WATCH,84,PULLBACK,51.51,46.6861,61.1578,50.64,51.69,50.11,864402,-1.69,LOSING,-0.18,False,2026-05-27_2130,2026-05-27_0508
TE,Long,T3-LONG_WATCH,99,PULLBACK,9.62,7.88,13.1,10.96,11.275,9.68,78551349,13.93,TARGET_HIT,1.5,True,2026-05-27_2130,2026-05-27_0508
