ticker,current_price,phase,consumed_pct,consumed_count,overhead_count,total_in_arc,next_major_top,next_major_bot,next_major_ticks,next_major_tf,next_major_dist_pct,sub_tf_status_str,has_recent_flip,total_bearish_gaps,est_open,stop,target,shares,expected_pct,rr,promoted
AA,44.99,BASING,0.0,0,14,14,48.26,47.25,101,weekly,5.02,43 bear-built-above · rel-vol 2.8x · regime FAVORABLE,False,14,44.99,44.3152,48.26,148,7.27,4.85,False
AAL,13.15,BASING,0.0,0,19,19,13.64,13.37,28,weekly,1.67,rel-vol 0.7x · regime FAVORABLE,True,19,13.15,12.9527,13.64,506,3.73,2.48,False
AAOI,108.19,BASING,0.0,0,15,15,124.82,109.125,1570,weekly,0.86,1 bear-built-above · rel-vol 1.4x · regime FAVORABLE,True,16,108.19,106.5671,124.82,61,15.37,10.25,False
AAON,76.7575,BASING,0.0,0,15,15,79.795,76.76,304,weekly,0.0,28 bear-built-above · rel-vol 1.3x · regime FAVORABLE,False,15,76.7575,75.6061,79.795,86,3.96,2.64,False
AAOZ,12.21,BASING,0.0,0,20,20,19.48,13.1,639,daily,7.29,24 bear-built-above · rel-vol 0.6x · regime FAVORABLE,False,20,12.21,12.0269,19.48,546,59.54,39.69,False
AAP,42.3204,BASING,0.0,0,19,19,56.18,46.85,933,daily,10.7,18 bear-built-above · rel-vol 1.2x · regime FAVORABLE,False,19,42.3204,41.6856,56.18,157,32.75,21.83,False
AAPL,335.26,BASING,0.0,0,6,6,340.03,339.73,30,daily,1.33,3 bear-built-above · rel-vol 2.0x · regime FAVORABLE,False,11,335.26,330.2311,340.03,19,1.42,0.95,False
AAPU,45.01,BASING,0.0,0,18,18,47.14,45.83,132,daily,1.82,13 bear-built-above · rel-vol 0.4x · regime FAVORABLE,False,21,45.01,44.3348,47.14,148,4.73,3.15,False
ABCL,13.03,BASING,0.0,0,4,4,13.09,13.07,2,30m,0.31,4 bear-built-above · rel-vol 1.1x · regime FAVORABLE,True,4,13.03,12.8345,13.09,511,0.46,0.31,False
ABM,49.7725,BASING,0.0,0,20,20,54.91,50.32,459,daily,1.1,20 bear-built-above · rel-vol 2.5x · regime FAVORABLE,False,20,49.7725,49.0259,54.91,133,10.32,6.88,False
ABNB,166.22,BASING,0.0,0,20,20,189.0,188.22,79,weekly,13.24,21 bear-built-above · rel-vol 2.1x · regime FAVORABLE,False,20,166.22,163.7267,189.0,40,13.7,9.14,False
ABSI,9.81,BASING,0.0,0,10,10,10.6,10.34,26,weekly,5.4,rel-vol 2.4x · regime FAVORABLE,True,12,9.81,9.6629,10.6,679,8.05,5.37,False
ABT,102.61,BASING,0.0,0,20,20,120.73,108.61,1213,daily,5.85,2 bear-built-above · rel-vol 3.1x · regime FAVORABLE,False,20,102.61,101.0708,120.73,64,17.66,11.77,False
ABVX,105.19,BASING,0.0,0,20,20,113.58,113.0,58,daily,7.42,44 bear-built-above · rel-vol 0.8x · regime FAVORABLE,False,20,105.19,103.6121,113.58,63,7.98,5.32,False
ACAD,27.23,BASING,0.0,0,20,20,27.45,27.37,8,daily,0.51,23 bear-built-above · rel-vol 3.6x · regime FAVORABLE,False,22,27.23,26.8215,27.45,244,0.81,0.54,False
ACHC,28.3325,BASING,0.0,0,14,14,40.26,32.5,776,daily,14.71,6 bear-built-above · rel-vol 1.9x · regime FAVORABLE,False,14,28.3325,27.9075,40.26,235,42.1,28.07,False
ACHR,5.34,BASING,0.0,0,16,16,5.58,5.41,17,weekly,1.31,4 bear-built-above · rel-vol 1.9x · regime FAVORABLE,False,16,5.34,5.2599,5.58,1248,4.49,3.0,False
ACI,12.36,BASING,0.0,0,16,16,14.6,12.5,210,daily,1.13,15 bear-built-above · rel-vol 2.0x · regime FAVORABLE,False,16,12.36,12.1746,14.6,539,18.12,12.08,False
ACM,61.9875,BASING,0.0,0,20,20,73.3,68.25,505,daily,10.1,22 bear-built-above · rel-vol 1.7x · regime FAVORABLE,False,20,61.9875,61.0577,73.3,107,18.25,12.17,False
ACMR,69.92,BASING,0.0,0,19,19,79.41,77.25,216,weekly,10.48,15 bear-built-above · rel-vol 1.9x · regime FAVORABLE,False,20,69.92,68.8712,79.41,95,13.57,9.05,False
ACN,192.11,BASING,0.0,0,11,11,219.42,215.0,442,daily,11.92,8 bear-built-above · rel-vol 2.4x · regime FAVORABLE,False,14,192.11,189.2284,219.42,34,14.22,9.48,False
ACVA,10.5,BASING,0.0,0,3,3,13.35,11.295,206,daily,7.57,rel-vol 0.9x · regime FAVORABLE,True,4,10.5,10.3425,13.35,634,27.14,18.1,False
ADBE,248.1761,BASING,0.0,0,19,19,266.51,262.805,371,weekly,5.89,56 bear-built-above · rel-vol 1.9x · regime FAVORABLE,False,19,248.1761,244.4535,266.51,26,7.39,4.92,False
ADBT,0.1272,BASING,0.0,0,3,3,0.1398,0.1397,1,10m,9.83,3 bear-built-above · rel-vol 0.7x · regime FAVORABLE,False,3,0.1272,0.1253,0.1398,52410,9.91,6.6,False
ADI,379.0,BASING,0.0,0,20,20,417.93,405.43,1250,daily,6.97,6 bear-built-above · rel-vol 2.1x · regime FAVORABLE,False,23,379.0,373.315,417.93,17,10.27,6.85,False
ADM,85.32,BASING,0.0,0,20,20,87.82,87.73,9,1h,2.82,21 bear-built-above · rel-vol 2.7x · regime FAVORABLE,True,20,85.32,84.0402,87.82,78,2.93,1.95,False
ADPT,28.61,BASING,0.0,0,4,4,28.9098,28.7,21,30m,0.31,4 bear-built-above · rel-vol 1.5x · regime FAVORABLE,True,4,28.61,28.1808,28.9098,233,1.05,0.7,False
ADSK,216.95,BASING,0.0,0,18,18,237.52,232.08,544,daily,6.97,40 bear-built-above · rel-vol 2.0x · regime FAVORABLE,False,18,216.95,213.6957,237.52,30,9.48,6.32,False
AEG,9.11,BASING,0.0,0,18,18,9.41,9.39,2,daily,3.07,9 bear-built-above · rel-vol 0.6x · regime FAVORABLE,False,19,9.11,8.9733,9.41,731,3.29,2.2,False
AEHG,8.46,BASING,0.0,0,11,11,10.26,9.02,125,weekly,6.62,10 bear-built-above · rel-vol 0.8x · regime FAVORABLE,False,12,8.46,8.3331,10.26,788,21.28,14.18,False
AEHL,8.1755,BASING,0.0,0,20,20,9.133,9.1,4,1h,11.31,15 bear-built-above · rel-vol 0.1x · regime FAVORABLE,False,20,8.1755,8.0529,9.133,815,11.71,7.81,False
