ticker,side,tier,fem,mode,entry,stop,t1,last_px,high,low,volume,chg_pct,outcome,result_r,stop_adjusted,checked_at,scan_date
DGXX,Long,T1-STRONG_LONG,82,PULLBACK,3.67,3.5502,4.85,5.11,5.68,4.71,115679552,39.24,NO_FILL,0.0,False,2026-05-05_1704,2026-05-05_0544
BLZE,Long,T1-STRONG_LONG,100,PULLBACK,4.35,4.0546,4.9408,7.59,8.42,7.12,37152041,74.48,NO_FILL,0.0,False,2026-05-05_1704,2026-05-05_0544
LNAI,Long,T2-LONG,62,PULLBACK,0.3246,0.2601,0.4536,0.312,0.333,0.258,7447821,-3.88,STOPPED,-1.0,False,2026-05-05_1704,2026-05-05_0544
CYTK,Long,T1-STRONG_LONG,100,BOUNCE,66.05,61.4495,75.251,77.09,80.2,73.065,18101390,16.71,NO_FILL,0.0,False,2026-05-05_1704,2026-05-05_0544
NOK,Long,T1-STRONG_LONG,100,BOUNCE,13.14,12.5227,14.3746,13.42,13.98,13.23,95195443,2.13,NO_FILL,0.0,False,2026-05-05_1704,2026-05-05_0544
PINS,Long,T1-STRONG_LONG,100,PULLBACK,20.85,19.0702,24.4096,22.28,24.71,22.065,59016190,6.86,NO_FILL,0.0,False,2026-05-05_1704,2026-05-05_0544
CIFR,Long,T1-STRONG_LONG,91,BOUNCE,17.89,16.5288,20.6124,22.1,22.17,17.65,63781220,23.53,TARGET_HIT,2.0,False,2026-05-05_1704,2026-05-05_0544
PYPL,Long,T3-LONG_WATCH,61,BREAKOUT,50.44,48.6358,55.01,46.49,46.715,44.51,39093606,-7.83,STOPPED,-1.0,False,2026-05-05_1704,2026-05-05_0544
CRCL,Long,T3-LONG_WATCH,71,PULLBACK,110.31,101.1225,128.685,114.19,121.4,112.45,22566052,3.52,NO_FILL,0.0,False,2026-05-05_1704,2026-05-05_0544
FNMA,Long,T1-STRONG_LONG,100,BOUNCE,8.68,7.89,10.75,8.06,8.65,8.0,5392591,-7.14,LOSING,-0.78,False,2026-05-05_1704,2026-05-05_0544
FMCC,Long,T1-STRONG_LONG,100,BOUNCE,7.73,7.0616,9.0668,7.1,7.75,7.05,3148629,-8.15,STOPPED,-1.0,False,2026-05-05_1704,2026-05-05_0544
WT,Long,T3-LONG_WATCH,100,BOUNCE,17.28,16.1214,19.5972,18.24,18.3,17.57,3729377,5.56,NO_FILL,0.0,False,2026-05-05_1704,2026-05-05_0544
ARES,Long,T1-STRONG_LONG,89,BREAKOUT,121.85,115.43,134.69,122.96,123.92,118.765,3435640,0.91,WINNING,0.17,False,2026-05-05_1704,2026-05-05_0544
TPG,Long,T2-LONG,89,BOUNCE,45.03,42.3114,50.4672,45.61,46.89,44.42,3538879,1.29,WINNING,0.21,False,2026-05-05_1704,2026-05-05_0544
OLED,Long,T2-LONG,85,PULLBACK,96.56,87.3,115.08,98.45,101.55,96.395,2324447,1.96,WINNING,0.2,False,2026-05-05_1704,2026-05-05_0544
PAR,Long,T1-STRONG_LONG,100,PULLBACK,14.33,13.0368,16.9164,13.77,14.38,13.71,1026944,-3.91,LOSING,-0.43,False,2026-05-05_1704,2026-05-05_0544
MLYS,Long,T1-STRONG_LONG,93,PULLBACK,27.575,25.8505,31.024,29.28,30.86,28.47,826709,6.18,NO_FILL,0.0,False,2026-05-05_1704,2026-05-05_0544
CLVT,Long,T3-LONG_WATCH,76,BOUNCE,2.81,2.7063,3.13,2.77,2.84,2.725,2642393,-1.42,LOSING,-0.39,False,2026-05-05_1704,2026-05-05_0544
