ticker,phase,score,nbis_similarity_score,pre_move_score,timing_bucket,price,channel_tf,channel_method,channel_position,channel_position_ratio,support_stack_depth,parent_gap_lo,parent_gap_hi,parent_gap_tf,parent_gap_distance_pct,parent_genesis_rank_pct,reclaim_source,reclaim_level,recent_tagged,reclaimed,reclaim_dist_pct,extension_from_reclaim_pct,pullback_pct,room_to_recent_high_pct,next_resistance_gap_pct,gap_options_agreement,reasons,flags
KALU,EARLY_RECLAIM_TRIGGER,100.0,91.0,91.0,EARLY_RECLAIM_TRIGGER,168.11,daily,log_regression,AT_LOWER,0.182,36,156.38,163.24,weekly,2.9,100.0,nearest_support_gap_hi,165.39,True,True,1.62,1.64,18.9,18.9,5.25,OPTIONS_NOT_CHECKED,"ascending channel/control | higher-timeframe channel participates | low channel location before expansion | deep bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 18.9% from recent high | just-triggered reclaim, still near shelf | room back to recent high",early_trigger_not_chase | early_positive_momentum
EQPT,EARLY_RECLAIM_TRIGGER,75.7,53.0,53.0,EARLY_RECLAIM_TRIGGER,19.88,15m,log_regression,AT_UPPER,0.681,10,18.14,18.2,daily,8.45,81.69,nearest_support_gap_hi,19.51,True,True,1.86,1.9,37.07,37.07,2.26,OPTIONS_NOT_CHECKED,"ascending channel/control | deep bullish shelf stack underneath | high-genesis parent shelf | just-triggered reclaim, still near shelf | room back to recent high",mid_high_channel_location | deep_damage_pullback | early_trigger_not_chase | overhead_gap_too_close | early_positive_momentum
