ticker,phase,score,nbis_similarity_score,pre_move_score,timing_bucket,price,channel_tf,channel_method,channel_position,channel_position_ratio,support_stack_depth,parent_gap_lo,parent_gap_hi,parent_gap_tf,parent_gap_distance_pct,parent_genesis_rank_pct,reclaim_source,reclaim_level,recent_tagged,reclaimed,reclaim_dist_pct,extension_from_reclaim_pct,pullback_pct,room_to_recent_high_pct,next_resistance_gap_pct,gap_options_agreement,reasons,flags
VITL,HIGH_PRIORITY_PRE_TRIGGER,100.0,100.0,100.0,PRE_TRIGGER_COIL,12.14,1h,log_regression,MID,0.518,14,10.03,10.7,daily,11.86,93.41,nearest_support_gap_hi,12.05,True,True,0.74,0.75,15.77,15.77,2.55,OPTIONS_NOT_CHECKED,ascending channel/control | higher-timeframe channel participates | mid-low channel location | deep bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 15.77% from recent high | pre-trigger coil near reload/reclaim level | room back to recent high,early_positive_momentum
BNC,EARLY_RECLAIM_TRIGGER,100.0,83.0,83.0,EARLY_RECLAIM_TRIGGER,6.6501,1h,log_regression,AT_UPPER,0.675,14,3.49,5.25,daily,21.05,100.0,nearest_support_gap_hi,6.52,True,True,1.96,2.0,4.36,4.36,12.03,OPTIONS_NOT_CHECKED,"ascending channel/control | higher-timeframe channel participates | deep bullish shelf stack underneath | high-genesis parent shelf | just-triggered reclaim, still near shelf",mid_high_channel_location | shallow_pullback | early_trigger_not_chase | early_positive_momentum
