ticker,side,pm_gap_down_pct,pm_last_drop_pct,pm_high,pm_low,pm_open,pm_last,pm_vol,avg_pm_vol_5d,rel_vol,position_in_range,holding_weak,prev_close,est_open,stop,target,shares,risk_dollars,score,state,lifecycle_phase,gap_tier,atr_14,float_m,borrow_risk
IOVA,SHORT,23.47,13.94,4.2,3.13,4.11,3.52,3833533,168305,22.78,0.36,True,4.09,3.52,3.5552,3.4496,2840,99.97,109.9624,SHORT_GENESIS,SHORT_GENESIS,STRETCHED,0.2179,446.5,MEDIUM
RXT,SHORT,16.3,-64.75,4.0,1.9,2.32,3.7398,33961855,135857,249.98,0.88,False,2.27,3.7398,3.7772,3.665,2673,99.96,66.3184,SHORT_GENESIS,SHORT_GENESIS,STRETCHED,0.2345,249.22,MEDIUM
VEEE,SHORT,8.49,-6.99,8.0,5.5,6.17,6.43,1410070,462816,3.05,0.37,True,6.01,6.43,6.4943,6.3014,1555,99.99,20.2359,SHORT_GENESIS,SHORT_GENESIS,IN_BAND,1.0221,0.53,LOW
APP,SHORT,4.16,2.52,490.0,449.3388,477.0,457.02,351832,48267,7.29,0.19,True,468.83,457.02,461.5902,447.8796,21,95.97,16.2781,SHORT_GENESIS,SHORT_GENESIS,IN_BAND,22.4394,336.26,LOW
COHR,SHORT,5.82,5.1,336.0,324.6,327.0,327.09,490861,213096,2.3,0.22,True,344.67,327.09,330.3609,320.5482,30,98.13,13.6895,SHORT_GENESIS,SHORT_GENESIS,IN_BAND,22.2244,187.48,LOW
