ticker,side,mode,tier,fem,entry,stop,t1,t_partial,rr,risk,last_close,dist_pct,proximity,cluster_gaps,cluster_tfs,tfs,cluster_top,cluster_bot,path,gap_quality,sponsorship,total_genesis,vol_ratio_today,vol_ratio_3d,premkt_vol,hot_days,move_pct,total_gaps,n_timeframes,float_m,float_label,float_rotation,fractal_50,prev_close,today_open,gap_pct,price_zone_50,cluster_zone_50,va_depth,va_layers,conviction_ticks,clean_air_pct,va_grade,stop_adjusted,vol_ratio,vol_hot,warrior_price_band,atr_14,atr_to_stop_ratio,borrow_risk
LNKS,Long,BOUNCE,T1-STRONG_LONG,100,1.6,1.485,1.83,1.645,2.0,0.115,1.6,0.6,CLOSE,5,4,"10m,1m,30m,5m",1.59,1.535,HIGHWAY,EXCITED,1.49,52732.0,7.7,2.6,28370770.0,1.0,63.6,36.0,8.0,1.36,NANO,8.47,1.645,1.65,1.64,-0.6,DISCOUNT,DISCOUNT,34,3,3,2.5,C,,,,True,0.2643928571428572,0.43,N/A
