ticker,setup,side,score,entry,stop,target,secondary_target,shares,rr,spy_regime,rel_vol,current_price,ath_status,pct_from_52w_high,high_52w,float_rotation,float_rotation_label,obv_macro_state,exhaustion_warning,primitives_json,reasons,notes,timestamp
DASH,BULL_BOUNCE_PENDING,LONG,74.4,195.31,182.34,215.15,,7,1.53,FAVORABLE,0.11,187.1,DEEP_BELOW,-0.3447,285.5,0.0013,0.1% (normal),RISING,False,"{""structural_anchor_below"": 14.0, ""high_genesis_rank"": 9.4, ""moderate_pullback"": 8.0, ""obv_rising"": 8.0, ""rel_vol_quiet_pending"": -1.0, ""float_rot_quiet"": -2.0, ""sector_top_quartile"": 3.0, ""regime_favorable"": 5.0, ""breakout_follow_promotion"": 0.0}","BUY-STOP: tape already cleared the $177.25 anchor - enter on strength above today's high, no pullback | 5.2% below — moderate pullback, sweet spot (49% WR) | OBV rising — accumulation underneath | TECH STRONG (STRONG) — sector tailwind | SPY FAVORABLE | BREAKOUT_FOLLOW: open $186.58 cleared anchor $177.25, 2/4 strength, regime FAVORABLE — buy-stop $195.31, 1.5xATR stop","BUY-STOP @ $195.31 (above today's high $195.12). Stop $182.34 (1.5xATR). Score 74, strength=2/4, regime=FAVORABLE. BREAKOUT_FOLLOW.",2026-07-09T08:33:32
NTRA,BULL_BOUNCE_PENDING,LONG,82.7,284.05,264.19,298.25,,5,0.71,FAVORABLE,0.3,270.0,NEAR_HIGH,-0.0626,288.04,0.0035,0.4% (normal),RISING,False,"{""structural_anchor_below"": 14.0, ""huge_anchor"": 8.0, ""high_genesis_rank"": 14.7, ""conviction_tier"": 10.0, ""near_pullback"": -4.0, ""obv_rising"": 8.0, ""rel_vol_quiet_pending"": -1.0, ""float_rot_quiet"": -2.0, ""regime_favorable"": 5.0, ""breakout_follow_promotion"": 0.0}","BUY-STOP: tape already cleared the $263.46 anchor - enter on strength above today's high, no pullback | only 1.9% below — shallow entry, historically weak (22% WR) | OBV rising — accumulation underneath | SPY FAVORABLE | BREAKOUT_FOLLOW: open $273.14 cleared anchor $263.46, 2/4 strength, regime FAVORABLE — buy-stop $284.05, 1.5xATR stop","BUY-STOP @ $284.05 (above today's high $283.76). Stop $264.19 (1.5xATR). Score 83, strength=2/4, regime=FAVORABLE. BREAKOUT_FOLLOW.",2026-07-09T08:33:31
KNSA,BULL_BOUNCE_PENDING,LONG,61.3,63.46,62.14,67.22,67.22,75,2.83,FAVORABLE,1.0,64.76,NEAR_HIGH,-0.041,67.53,0.0138,1.4% (normal),RISING,False,"{""structural_anchor_below"": 14.0, ""medium_anchor"": 6.0, ""high_genesis_rank"": 4.3, ""near_pullback"": -4.0, ""obv_rising"": 8.0, ""float_rot_quiet"": -2.0, ""regime_favorable"": 5.0}","PENDING: wait for pullback to $63.03 (1h 53tk MINOR gap body) | only 2.3% below — shallow entry, historically weak (22% WR) | OBV rising — accumulation underneath | SPY FAVORABLE",LIMIT BUY @ $63.46 (2% pullback cap; anchor at $63.03 too far). Stop $62.14. Anchor: 1h 53tk.,2026-07-09T08:33:32
BOBS,BULL_BOUNCE_PENDING,LONG,62.0,14.31,13.42,15.82,16.45,113,1.71,FAVORABLE,0.08,14.6,DEEP_BELOW,-0.3785,23.49,0.0006,0.1% (normal),RISING,False,"{""structural_anchor_below"": 14.0, ""moderate_pullback"": 8.0, ""obv_rising"": 8.0, ""rel_vol_quiet_pending"": -1.0, ""float_rot_quiet"": -2.0, ""regime_favorable"": 5.0}","PENDING: wait for pullback to $13.74 (10m 9tk MINOR gap body) | 5.6% below — moderate pullback, sweet spot (49% WR) | OBV rising — accumulation underneath | SPY FAVORABLE",LIMIT BUY @ $14.31 (2% pullback cap; anchor at $13.74 too far). Stop $13.42. Anchor: 10m 9tk.,2026-07-09T08:33:31
TYRA,BULL_BOUNCE_PENDING,LONG,63.7,31.97,30.41,35.08,37.02,64,2.0,FAVORABLE,0.12,32.62,BELOW,-0.1975,40.65,0.002,0.2% (normal),FALLING,False,"{""structural_anchor_below"": 14.0, ""high_genesis_rank"": 11.7, ""moderate_pullback"": 8.0, ""obv_falling_pending"": -2.0, ""rel_vol_quiet_pending"": -1.0, ""float_rot_quiet"": -2.0, ""regime_favorable"": 5.0}","PENDING: wait for pullback to $30.96 (daily 20tk COMPRESSION gap body) | 4.8% below — moderate pullback, sweet spot (49% WR) | OBV softer near-term — normal during pullback wait | SPY FAVORABLE",LIMIT BUY @ $31.97 (2% pullback cap; anchor at $30.96 too far). Stop $30.41. Anchor: daily 20tk.,2026-07-09T08:33:31
BLFS,BULL_BOUNCE_PENDING,LONG,86.0,26.65,25.4,28.99,30.51,80,1.88,FAVORABLE,0.42,27.19,NEAR_HIGH,-0.0937,30.0,0.0095,1.0% (normal),RISING,False,"{""structural_anchor_below"": 14.0, ""medium_anchor"": 6.0, ""high_genesis_rank"": 15.0, ""moderate_pullback"": 8.0, ""obv_rising"": 8.0, ""rel_vol_quiet_pending"": -1.0, ""float_rot_quiet"": -2.0, ""sector_top_quartile"": 3.0, ""regime_favorable"": 5.0}","PENDING: wait for pullback to $25.82 (daily 50tk COMPRESSION gap body) | 4.1% below — moderate pullback, sweet spot (49% WR) | OBV rising — accumulation underneath | TECH STRONG (STRONG) — sector tailwind | SPY FAVORABLE",LIMIT BUY @ $26.65 (2% pullback cap; anchor at $25.82 too far). Stop $25.4. Anchor: daily 50tk.,2026-07-09T08:33:32
RPGL,BULL_BOUNCE_PENDING,LONG,81.0,2.58,2.26,2.71,,313,0.4,FAVORABLE,12.28,2.3102,DEEP_BELOW,-0.9994,4152.0,17.7584,1775.8% (EXTREME — almost always reverts),FALLING,False,"{""structural_anchor_below"": 14.0, ""medium_anchor"": 6.0, ""high_genesis_rank"": 15.0, ""near_pullback"": -4.0, ""obv_falling"": -8.0, ""rel_vol_hot"": 8.0, ""float_rot_parabolic"": 6.0, ""sector_top_quartile"": 3.0, ""breakout_volume_surge"": 6.0, ""regime_favorable"": 5.0, ""breakout_follow_promotion"": 0.0}","BUY-STOP: tape already cleared the $2.04 anchor - enter on strength above today's high, no pullback | only 0.0% below — shallow entry, historically weak (22% WR) | OBV falling at anchor — distribution; bounce thesis weaker | hot volume 12.3x avg | float rotation 17.76x — parabolic engagement | TECH STRONG (STRONG) — sector tailwind | breakout volume surge — real demand active | SPY FAVORABLE | BREAKOUT_FOLLOW: open $2.42 cleared anchor $2.04, 3/4 strength, regime FAVORABLE — buy-stop $2.58, 1.5xATR stop","BUY-STOP @ $2.58 (above today's high $2.58). Stop $2.26 (1.5xATR). Score 81, strength=3/4, regime=FAVORABLE. BREAKOUT_FOLLOW.",2026-07-09T08:33:31
EDBL,BULL_BOUNCE_PENDING,LONG,82.5,0.13,0.11,0.13,,6067,0.39,FAVORABLE,3.33,0.1295,DEEP_BELOW,-0.9953,27.8,8.4952,849.5% (EXTREME — almost always reverts),RISING,False,"{""structural_anchor_below"": 14.0, ""high_genesis_rank"": 9.5, ""near_pullback"": -4.0, ""obv_rising"": 8.0, ""rel_vol_hot"": 8.0, ""float_rot_parabolic"": 6.0, ""breakout_volume_surge"": 6.0, ""regime_favorable"": 5.0}","PENDING: wait for pullback to $0.12 (30m 1tk MINOR gap body) | only 2.3% below — shallow entry, historically weak (22% WR) | OBV rising — accumulation underneath | hot volume 3.3x avg | float rotation 8.50x — parabolic engagement | breakout volume surge — real demand active | SPY FAVORABLE",LIMIT BUY @ $0.13 (2% pullback cap; anchor at $0.12 too far). Stop $0.11. Anchor: 30m 1tk.,2026-07-09T08:33:32
SRXH,BEAR_REJECTION_PENDING,SHORT,68.1,2.05,4.02,1.95,,50,0.05,FAVORABLE,2.22,2.0101,DEEP_BELOW,-0.957,46.8,1.0125,101.2% (FULL ROTATION — exhaustion signal),FALLING,False,"{""structural_anchor_above"": 14.0, ""large_anchor"": 10.0, ""high_genesis_rank"": 12.1, ""vacuum_tier"": 6.0, ""moderate_rally"": 4.0, ""regime_favorable_hurts_short"": -8.0, ""obv_rising_against_short"": 0.0}","PENDING: wait for rally to $2.12 (45m 188tk VACUUM bear gap) | SPY FAVORABLE — short is countertrend, lower probability | OBV rising — possible trapped buyers under resistance (neutral)",LIMIT SHORT @ $2.05 (2% rally cap; anchor at $2.12 too far). Stop $4.02. Anchor: 45m 188tk bear.,2026-07-09T08:33:31
MU,BULL_BOUNCE_PENDING,LONG,67.1,984.41,940.2,1128.7,1139.08,2,3.26,FAVORABLE,0.36,1004.5,BELOW,-0.1996,1255.0,0.0174,1.7% (normal),RISING,True,"{""structural_anchor_below"": 14.0, ""huge_anchor"": 8.0, ""high_genesis_rank"": 3.1, ""vacuum_tier"": 6.0, ""near_pullback"": -4.0, ""obv_rising"": 8.0, ""rel_vol_quiet_pending"": -1.0, ""exhaustion_warning"": -3.0, ""float_rot_quiet"": -2.0, ""sector_top_quartile"": 3.0, ""regime_favorable"": 5.0}","PENDING: wait for pullback to $971.00 (15m 2642tk VACUUM gap body) | only 2.0% below — shallow entry, historically weak (22% WR) | OBV rising — accumulation underneath | exhaustion: +4.2% over 5d on declining volume (-18.4%/day), no capitulation in last 10d, $77.51 (0.8× ATR) to daily 6273tk bear gap | SEMIS STRONG (STRONG) — sector tailwind | SPY FAVORABLE",LIMIT BUY @ $984.41 (2% pullback cap; anchor at $971.00 too far). Stop $940.2. Anchor: 15m 2642tk.,2026-07-09T08:33:31
