ticker,phase,score,nbis_similarity_score,pre_move_score,timing_bucket,price,channel_tf,channel_method,channel_position,channel_position_ratio,support_stack_depth,parent_gap_lo,parent_gap_hi,parent_gap_tf,parent_gap_distance_pct,parent_genesis_rank_pct,reclaim_source,reclaim_level,recent_tagged,reclaimed,reclaim_dist_pct,extension_from_reclaim_pct,pullback_pct,room_to_recent_high_pct,next_resistance_gap_pct,gap_options_agreement,reasons,flags
BLZE,HIGH_PRIORITY_PRE_TRIGGER,100.0,100.0,100.0,PRE_TRIGGER_COIL,21.0,daily,log_regression,MID,0.535,14,15.59,19.79,daily,5.76,98.63,nearest_support_gap_hi,20.73,True,True,1.29,1.3,14.24,14.24,8.29,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | mid-low channel location | deep bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 14.24% from recent high | pre-trigger coil near reload/reclaim level | room back to recent high,
OSPN,EARLY_RECLAIM_TRIGGER,100.0,100.0,100.0,EARLY_RECLAIM_TRIGGER,16.92,daily,log_regression,MID,0.515,13,15.48,15.76,weekly,6.86,100.0,nearest_support_gap_hi,16.65,True,True,1.6,1.62,12.29,12.29,2.72,OPTIONS_NOT_CHECKED,"ascending channel/control | higher-timeframe channel participates | mid-low channel location | deep bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 12.29% from recent high | just-triggered reclaim, still near shelf | room back to recent high",early_trigger_not_chase
STEP,EARLY_RECLAIM_TRIGGER,100.0,100.0,100.0,EARLY_RECLAIM_TRIGGER,51.96,1h,log_regression,MID,0.665,25,43.86,44.57,weekly,14.22,100.0,nearest_support_gap_hi,51.64,True,True,0.62,0.62,11.22,11.22,3.26,OPTIONS_MISSING,"ascending channel/control | higher-timeframe channel participates | deep bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 11.22% from recent high | just-triggered reclaim, still near shelf | room back to recent high | coiled/controlled short-term momentum",mid_high_channel_location | early_trigger_not_chase
FLYW,HIGH_PRIORITY_PRE_TRIGGER,100.0,100.0,100.0,PRE_TRIGGER_COIL,17.88,daily,log_regression,MID,0.514,21,12.98,13.43,daily,24.89,98.97,nearest_support_gap_hi,17.63,True,True,1.4,1.42,6.15,6.15,2.07,OPTIONS_NOT_CHECKED,ascending channel/control | higher-timeframe channel participates | mid-low channel location | deep bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 6.15% from recent high | pre-trigger coil near reload/reclaim level | coiled/controlled short-term momentum,overhead_gap_too_close
PRM,EARLY_STRUCTURAL_MATCH,100.0,87.0,87.0,TOO_EARLY_OR_LOOSE,33.136,daily,log_regression,MID,0.402,10,21.58,22.3,daily,32.7,99.16,nearest_support_gap_hi,31.88,True,True,3.79,3.94,15.19,15.19,2.79,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | low channel location before expansion | deep bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 15.19% from recent high | room back to recent high,too_early_or_loose_for_trigger
DHT,EARLY_STRUCTURAL_MATCH,93.0,85.0,85.0,TOO_EARLY_OR_LOOSE,19.36,daily,log_regression,MID,0.429,14,13.82,14.0,weekly,27.69,100.0,nearest_support_gap_hi,18.81,True,True,2.84,2.92,4.27,4.27,3.98,OPTIONS_NOT_CHECKED,ascending channel/control | higher-timeframe channel participates | mid-low channel location | deep bullish shelf stack underneath | high-genesis parent shelf | coiled/controlled short-term momentum,shallow_pullback | too_early_or_loose_for_trigger
AUGO,EARLY_STRUCTURAL_MATCH,79.7,84.0,84.0,TOO_EARLY_OR_LOOSE,73.01,daily,log_regression,AT_LOWER,0.246,34,58.61,62.115,daily,14.92,100.0,nearest_support_gap_hi,69.94,True,True,4.2,4.39,51.1,51.1,2.52,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | low channel location before expansion | deep bullish shelf stack underneath | high-genesis parent shelf | room back to recent high,deep_damage_pullback | too_early_or_loose_for_trigger
NFLX,HIGH_PRIORITY_PRE_TRIGGER,100.0,81.0,81.0,PRE_TRIGGER_COIL,79.25,15m,log_regression,MID,0.497,13,71.71,72.77,weekly,8.18,98.36,nearest_support_gap_hi,79.06,True,True,0.24,0.24,37.47,37.47,3.04,OPTIONS_MISSING,ascending channel/control | mid-low channel location | deep bullish shelf stack underneath | high-genesis parent shelf | pre-trigger coil near reload/reclaim level | room back to recent high | coiled/controlled short-term momentum,deep_damage_pullback
SVM,EARLY_STRUCTURAL_MATCH,87.3,77.0,77.0,TOO_EARLY_OR_LOOSE,11.85,weekly,log_regression,MID,0.401,18,10.79,11.45,daily,3.38,97.55,nearest_support_gap_hi,11.47,True,True,3.21,3.31,33.08,33.08,2.11,OPTIONS_NOT_CHECKED,ascending channel/control | higher-timeframe channel participates | low channel location before expansion | deep bullish shelf stack underneath | high-genesis parent shelf | room back to recent high | coiled/controlled short-term momentum,too_early_or_loose_for_trigger | overhead_gap_too_close
JUNS,HIGH_PRIORITY_PRE_TRIGGER,99.1,74.0,74.0,PRE_TRIGGER_COIL,6.24,15m,log_regression,MID,0.355,13,5.31,5.56,1h,10.9,80.21,nearest_support_gap_hi,6.2,True,True,0.64,0.65,536.78,536.78,2.79,OPTIONS_NOT_CHECKED,ascending channel/control | low channel location before expansion | deep bullish shelf stack underneath | high-genesis parent shelf | pre-trigger coil near reload/reclaim level | room back to recent high,deep_damage_pullback | near_term_selling_pressure
