ticker,side,tier,fem,mode,entry,stop,t1,last_px,high,low,volume,chg_pct,outcome,result_r,stop_adjusted,checked_at,scan_date
ALLO,Long,T1-STRONG_LONG,90,BREAKOUT,3.55,2.72,5.21,2.28,3.08,2.2201,41232645,-35.77,STOPPED,-1.0,False,2026-04-14_1445,2026-04-14_0646
POET,Long,T1-STRONG_LONG,100,PULLBACK,7.125,7.03,7.69,6.71,7.69,6.57,22572889,-5.82,STOPPED,-1.0,True,2026-04-14_1445,2026-04-14_0646
LUNR,Long,T1-STRONG_LONG,100,BREAKOUT,25.58,24.41,27.92,23.67,26.25,22.932,21476658,-7.47,STOPPED,-1.0,False,2026-04-14_1445,2026-04-14_0646
LWLG,Long,T1-STRONG_LONG,100,PULLBACK,10.84,10.62,11.8,12.22,12.3599,10.55,10837760,12.73,STOPPED,-1.0,False,2026-04-14_1445,2026-04-14_0646
NAK,Long,T1-STRONG_LONG,93,PULLBACK,1.77,1.72,1.9601,1.9,1.96,1.86,11878386,7.34,NO_FILL,0.0,False,2026-04-14_1445,2026-04-14_0646
LAC,Long,T2-LONG,71,PULLBACK,4.23,4.22,4.65,4.41,4.5,4.38,6432677,4.26,NO_FILL,0.0,True,2026-04-14_1445,2026-04-14_0646
IDYA,Long,T1-STRONG_LONG,100,BREAKOUT,34.5,30.52,42.46,32.35,34.0,30.71,3772004,-6.23,LOSING,-0.54,False,2026-04-14_1445,2026-04-14_0646
ASPI,Long,T1-STRONG_LONG,92,PULLBACK,4.85,4.84,7.05,5.0,5.38,4.715,4926871,3.09,STOPPED,-1.0,True,2026-04-14_1445,2026-04-14_0646
NUAI,Long,T3-LONG_WATCH,61,PULLBACK,4.35,4.3405,4.95,4.3,4.7,4.135,7818228,-1.15,STOPPED,-1.0,True,2026-04-14_1445,2026-04-14_0646
SGI,Long,T3-LONG_WATCH,51,PULLBACK,76.5,73.92,84.44,81.84,84.31,79.37,5104470,6.98,NO_FILL,0.0,False,2026-04-14_1445,2026-04-14_0646
TGB,Long,T2-LONG,76,PULLBACK,7.12,6.77,8.05,7.79,7.87,7.39,7315317,9.41,NO_FILL,0.0,False,2026-04-14_1445,2026-04-14_0646
VST,Long,T3-LONG_WATCH,59,BREAKOUT,161.49,158.2,168.07,163.97,165.28,159.0055,3741559,1.54,WINNING,0.75,False,2026-04-14_1445,2026-04-14_0646
SPIR,Long,T1-STRONG_LONG,100,PULLBACK,18.85,17.92,22.54,20.74,23.97,19.5,5303833,10.03,NO_FILL,0.0,False,2026-04-14_1445,2026-04-14_0646
FIGR,Long,T2-LONG,56,PULLBACK,32.74,31.78,37.0,35.17,36.9799,34.89,3737145,7.42,NO_FILL,0.0,False,2026-04-14_1445,2026-04-14_0646
LPTH,Long,T2-LONG,77,PULLBACK,13.67,13.405,14.6,14.29,15.6682,13.87,2342179,4.54,NO_FILL,0.0,True,2026-04-14_1445,2026-04-14_0646
FORM,Long,T3-LONG_WATCH,70,PULLBACK,118.4,117.78,143.08,128.28,133.835,127.11,2190565,8.34,NO_FILL,0.0,True,2026-04-14_1445,2026-04-14_0646
NB,Long,T1-STRONG_LONG,100,PULLBACK,4.98,4.88,5.41,4.99,5.32,4.965,3648412,0.2,WINNING,0.1,False,2026-04-14_1445,2026-04-14_0646
TNGX,Long,T1-STRONG_LONG,100,PULLBACK,20.34,19.96,23.36,24.06,24.19,20.72,3482099,18.29,NO_FILL,0.0,True,2026-04-14_1445,2026-04-14_0646
