ticker,last,prev_high,prev_low,prev_close,pdh_state,pdl_state,opening_range_ready,opening_range_high,opening_range_low,opening_range_position,opening_range_state,day_range_position,first_pullback_after_high,first_rally_after_low,last_hour_close_strength,last_hour_volume_bias,long_score,long_class,short_score,short_class
AAOI,113.0,112.46,102.1,107.63,ABOVE_PDH,ABOVE_PDL,True,115.08,110.24,0.57,OR_MIDDLE,0.57,False,False,0.57,0.97,62,CONTINUATION_LONG,42,NEUTRAL
ACM,62.78,65.4232,64.2645,64.99,REJECTED_PDH,BELOW_PDL,True,65.5,64.2822,0.0,BELOW_ORL,0.27,False,True,0.27,3.77,6,AVOID_LONG,100,FIRST_RALLY_SHORT_ZONE
ADTX,0.0064,0.0098,0.0043,0.0084,BELOW_PDH,ABOVE_PDL,True,0.0094,0.0075,0.0,BELOW_ORL,0.362,False,False,0.362,0.62,38,AVOID_LONG,60,CONTINUATION_SHORT
AEO,16.73,16.9525,16.34,16.87,BELOW_PDH,ABOVE_PDL,True,16.88,16.425,0.67,OR_TOP_THIRD,0.67,False,False,0.67,2.59,50,NEUTRAL,56,NEUTRAL
AHMA,1.47,1.46,1.3395,1.4,ABOVE_PDH,ABOVE_PDL,True,1.47,1.41,1.0,OR_TOP_THIRD,0.875,True,False,,,80,PULLBACK_BUY_ZONE,40,NEUTRAL
AKAN,4.1468,3.9111,3.64,3.705,ABOVE_PDH,RECLAIMED_PDL,True,3.69,3.6,1.0,ABOVE_ORH,0.342,False,False,0.342,28.12,84,CONTINUATION_LONG,26,AVOID_SHORT
AMKR,48.88,48.9999,47.04,47.9,REJECTED_PDH,ABOVE_PDL,True,49.59,48.5,0.349,OR_BOTTOM_THIRD,0.403,False,False,0.403,1.78,46,AVOID_LONG,62,NEUTRAL
AMPG,3.62,3.551,3.4,3.45,ABOVE_PDH,ABOVE_PDL,True,3.77,3.5,0.444,OR_MIDDLE,0.444,False,False,0.444,0.84,62,CONTINUATION_LONG,42,NEUTRAL
ASAN,9.3702,9.89,9.51,9.76,BELOW_PDH,BELOW_PDL,True,9.71,9.39,0.0,BELOW_ORL,0.0,False,False,0.0,1.94,18,AVOID_LONG,84,AVOID_SHORT_CHASE
AVAV,148.2579,159.61,148.14,148.2,BELOW_PDH,RECLAIMED_PDL,True,151.785,148.0,0.068,OR_BOTTOM_THIRD,0.222,False,True,0.222,2.15,54,RELOAD_ZONE,72,FIRST_RALLY_SHORT_ZONE
AVTR,14.42,14.36,14.05,14.26,ABOVE_PDH,RECLAIMED_PDL,True,14.325,14.05,1.0,ABOVE_ORH,0.822,True,False,0.822,2.93,100,PULLBACK_BUY_ZONE,10,AVOID_SHORT
AVXL,3.54,3.225,3.09,3.11,ABOVE_PDH,ABOVE_PDL,True,3.6802,3.3651,0.555,OR_MIDDLE,0.555,False,False,0.555,2.68,62,CONTINUATION_LONG,42,NEUTRAL
BCRX,9.84,9.755,9.48,9.68,ABOVE_PDH,ABOVE_PDL,True,9.9161,9.77,0.479,OR_MIDDLE,0.651,False,False,0.651,2.66,62,CONTINUATION_LONG,42,NEUTRAL
BEEM,1.35,1.57,1.42,1.43,BELOW_PDH,BELOW_PDL,True,1.48,1.38,0.0,BELOW_ORL,0.0,False,False,0.0,1.53,18,AVOID_LONG,84,AVOID_SHORT_CHASE
BFLY,9.08,9.43,8.57,8.95,REJECTED_PDH,ABOVE_PDL,True,9.66,8.8319,0.3,OR_BOTTOM_THIRD,0.3,False,False,0.3,1.3,46,AVOID_LONG,62,NEUTRAL
BLLN,100.075,97.3,92.5,96.74,ABOVE_PDH,ABOVE_PDL,True,99.7699,95.87,1.0,ABOVE_ORH,0.782,True,False,0.782,2.22,100,PULLBACK_BUY_ZONE,18,AVOID_SHORT
BMNR,24.7094,24.94,23.23,24.14,REJECTED_PDH,ABOVE_PDL,True,25.35,23.59,0.636,OR_MIDDLE,0.512,True,False,0.512,0.72,56,PULLBACK_BUY_ZONE,54,NEUTRAL
BULL,8.9105,9.005,8.43,8.53,REJECTED_PDH,RECLAIMED_PDL,True,8.965,8.41,0.902,OR_TOP_THIRD,0.788,True,False,0.788,0.94,68,PULLBACK_BUY_ZONE,52,AVOID_SHORT
CAL,13.05,14.16,13.54,13.65,BELOW_PDH,BELOW_PDL,True,13.6,13.14,0.0,BELOW_ORL,0.098,False,True,0.098,2.16,10,AVOID_LONG,100,FIRST_RALLY_SHORT_ZONE
CALM,84.14,87.69,82.99,84.6,BELOW_PDH,ABOVE_PDL,True,84.565,83.01,0.727,OR_TOP_THIRD,0.673,False,False,0.673,2.17,50,NEUTRAL,56,NEUTRAL
CAPR,8.29,8.03,6.34,6.8,ABOVE_PDH,ABOVE_PDL,True,8.6,7.25,0.77,OR_TOP_THIRD,0.77,False,False,0.77,1.2,74,CONTINUATION_LONG,40,NEUTRAL
CCC,7.44,7.55,7.38,7.5,BELOW_PDH,RECLAIMED_PDL,True,7.45,7.33,0.917,OR_TOP_THIRD,0.647,False,False,0.647,2.18,62,NEUTRAL,48,AVOID_SHORT
