ticker,side,pm_gap_down_pct,pm_last_drop_pct,pm_high,pm_low,pm_open,pm_last,pm_vol,avg_pm_vol_5d,rel_vol,position_in_range,holding_weak,prev_close,est_open,stop,target,shares,risk_dollars,score,state,lifecycle_phase,gap_tier,atr_14,float_m,borrow_risk
HUBS,SHORT,25.74,24.42,201.93,180.98,197.54,184.2,353098,7592,46.51,0.15,True,243.72,184.2,186.042,180.516,54,99.47,167.7292,SHORT_GENESIS,SHORT_GENESIS,STRETCHED,14.8312,51.48,LOW
TDIC,SHORT,15.25,13.56,1.6347,1.0,1.28,1.02,2933185,5941,493.72,0.03,True,1.18,1.02,1.0302,0.9996,9803,99.99,161.329,SHORT_GENESIS,SHORT_GENESIS,STRETCHED,0.3255,27.8,"EXTREME (sub-$1.50, locate often unavailable or > $5/share/day)"
ARTV,SHORT,18.29,-3.27,16.0,10.23,13.0,12.93,1762372,2872,613.64,0.47,True,12.52,12.93,13.0593,12.6714,773,99.95,140.0575,SHORT_GENESIS,SHORT_GENESIS,STRETCHED,1.5009,24.72,LOW
GMEX,SHORT,25.35,18.89,2.7,1.62,2.25,1.76,1250136,173188,7.22,0.13,True,2.17,1.76,1.7776,1.7248,5681,99.99,103.3869,SHORT_GENESIS,SHORT_GENESIS,STRETCHED,0.7732,0.86,HIGH (low-priced low-float — verify locate before entering)
LFST,SHORT,12.99,11.41,8.06,7.7,8.06,7.84,3091859,7752,398.84,0.39,True,8.85,7.84,7.9184,7.6832,1275,99.96,100.9019,SHORT_GENESIS,SHORT_GENESIS,IN_BAND,0.3514,387.83,LOW
TTD,SHORT,16.09,13.15,21.0,19.71,20.15,20.4,1409650,206967,6.81,0.53,False,23.49,20.4,20.604,19.992,490,99.96,45.3266,SHORT_GENESIS,SHORT_GENESIS,STRETCHED,1.2048,470.1,LOW
PMAX,SHORT,7.14,3.51,5.44,3.9,4.045,4.0526,5179463,1514355,3.42,0.1,True,4.2,4.0526,4.0931,3.9715,2467,99.98,22.3116,SHORT_GENESIS,SHORT_GENESIS,IN_BAND,0.5106,1.72,MEDIUM
