ticker,is_alumnus,chg_pct_full,chg_pct_intraday,open,close,high,low,volume,is_mover,picked,in_abook,in_momentum,in_recovery,in_short,which_panels,verdict
FOXX,false,83.57,2.74,5.11,5.25,7.8999,4.94,73425277,true,false,false,false,false,false,,MISSED
HUBC,false,-68.92,-15.69,0.2396,0.202,0.34,0.1841,131810128,true,false,false,false,false,false,,MISSED
CXAI,false,60.57,-17.67,0.3101,0.2553,0.3347,0.2544,517890700,true,false,false,false,false,false,,MISSED
EDHL,false,60.47,16.71,3.59,4.19,7.18,3.33,60412633,true,true,false,true,false,false,MOMENTUM,CAUGHT
ZCMD,false,-32.96,-0.82,0.0365,0.0362,0.0409,0.0344,150445777,true,false,false,false,false,false,,MISSED
DEVS,false,-31.28,-17.97,0.5571,0.457,0.5969,0.451,17564627,true,false,false,false,false,false,,MISSED
XOS,false,-29.22,-6.7,5.659,5.28,6.2,4.51,12214029,true,false,false,false,false,false,,MISSED
SPRC,false,21.99,-14.64,13.52,11.54,15.74,10.5,8792109,true,false,false,false,false,false,,MISSED
YMAT,false,-19.42,-10.79,1.12,0.9992,1.17,0.9201,2532117,true,false,false,false,false,false,,MISSED
NTSK,false,-19.11,4.64,9.585,10.03,10.6466,9.41,13857334,true,true,false,false,false,true,SHORT,CAUGHT
AIM,false,-19.0,-24.19,0.78,0.5913,0.7725,0.551,44018675,true,true,false,true,false,false,MOMENTUM,FAILED
STAK,false,17.45,26.95,3.34,4.24,4.79,3.34,3077703,true,false,false,false,false,false,,MISSED
LASE,false,15.65,29.75,2.79,3.62,3.8,2.77,67135690,true,false,false,false,false,false,,MISSED
ATPC,true,-15.29,-6.25,3.84,3.6,4.0,3.5501,222316,true,false,false,false,false,false,,MISSED
RDW,false,15.09,11.04,19.3,21.43,22.75,18.7901,74644188,true,false,false,false,false,false,,MISSED
NAMM,true,-14.53,-9.91,2.22,2.0,2.22,1.9801,2664604,true,false,false,false,false,false,,MISSED
GDC,true,14.29,16.5,0.103,0.12,0.1333,0.0997,41810398,true,false,false,false,false,false,,MISSED
TWAV,false,13.38,-27.8,2.23,1.61,2.58,1.59,52525131,true,true,false,true,false,false,MOMENTUM,CAUGHT
ADPT,false,13.07,13.0,16.0,18.08,18.125,15.9638,4415047,true,false,false,false,false,false,,MISSED
AVGO,false,-12.59,2.38,409.165,418.91,426.48,403.0101,80554978,true,true,false,false,false,true,SHORT,CAUGHT
QTEX,false,-11.37,2.75,1.82,1.87,2.17,1.675,13339858,true,false,false,false,false,false,,MISSED
IOTR,false,10.22,17.82,3.48,4.1,4.33,3.36,2257949,true,false,false,false,false,false,,MISSED
SPCE,true,10.02,12.38,4.2,4.72,5.18,4.0601,73871533,true,false,false,false,false,false,,MISSED
NN,false,9.36,9.87,21.47,23.59,24.42,21.17,5828645,false,false,false,false,false,false,,IGNORED
SRXH,false,9.24,8.33,0.12,0.13,0.13,0.1166,38981477,false,false,false,false,false,false,,IGNORED
WRD,false,-8.92,-4.35,7.58,7.25,7.6,7.24,3502438,false,false,false,false,false,false,,IGNORED
AUUD,false,8.03,6.47,1.39,1.48,1.7978,1.38,17830202,false,true,false,true,false,true,MOMENTUM | SHORT,PICKED-FLAT
MU,false,-7.74,-1.1,1007.1,996.0,1036.3699,971.68,53659458,false,false,false,false,false,false,,IGNORED
BURU,false,-7.61,-14.31,0.1984,0.17,0.2066,0.169,139588460,false,false,false,false,false,false,,IGNORED
TATT,false,7.31,9.46,41.98,45.95,47.0,41.855,552458,false,false,false,false,false,false,,IGNORED
