ticker,side,tier,fem,mode,entry,stop,t1,t2,shares,rr,last_px,high,low,volume,chg_pct,outcome,result_r,spy_regime,entry_type,n_gaps_above,gap_above_conviction,checked_at,scan_date
ATAI,LONG,CONVICTION,100.0,BULL_BOUNCE_PENDING,7.33,6.96,7.7,,272,1.0,nan,nan,nan,nan,nan,NO_FILL,0.0,FAVORABLE,MARKET,6,MINOR,2026-09-24_1736,2026-09-15
ARKG,LONG,CONVICTION,100.0,BULL_BOUNCE_PENDING,46.72,43.25,49.06,,28,0.67,47.709999084472656,47.834999084472656,46.560001373291016,3042400.0,2.12,CLOSED,0.29,FAVORABLE,MARKET,20,COMPRESSION,2026-09-24_1736,2026-09-15
ECO,LONG,CONVICTION,100.0,BULL_BOUNCE_PENDING,79.6,75.62,83.58,,25,1.0,82.7300033569336,83.2699966430664,79.52999877929688,1137700.0,3.93,CLOSED,0.79,FAVORABLE,MARKET,2,MINOR,2026-09-24_1736,2026-09-15
BMGL,LONG,CONVICTION,100.0,BULL_BOUNCE_PENDING,6.61,6.28,6.94,,302,1.0,5.340000152587891,6.590000152587891,5.2210001945495605,389300.0,-19.21,STOPPED,-1.0,FAVORABLE,MARKET,11,MINOR,2026-09-24_1736,2026-09-15
INSP,LONG,CONVICTION,99.7,BULL_BOUNCE_PENDING,74.01,67.78,77.71,,16,0.59,74.5999984741211,75.26499938964844,72.71499633789062,838100.0,0.8,CLOSED,0.09,FAVORABLE,MARKET,3,MINOR,2026-09-24_1736,2026-09-15
CRL,LONG,CONVICTION,99.6,BULL_BOUNCE_PENDING,273.11,259.45,296.41,,7,1.71,272.8800048828125,276.0899963378906,269.92999267578125,983700.0,-0.08,CLOSED_LOSS,-0.02,FAVORABLE,MARKET,20,CONVICTION,2026-09-24_1736,2026-09-15
ETON,LONG,CONVICTION,99.0,BULL_BOUNCE_PENDING,57.62,54.74,62.87,64.55,34,1.82,54.93000030517578,57.439998626708984,54.130001068115234,543700.0,-4.67,STOPPED,-1.0,FAVORABLE,MARKET,20,MINOR,2026-09-24_1736,2026-09-15
GH,LONG,CONVICTION,98.7,BULL_BOUNCE_PENDING,167.79,151.59,176.18,,6,0.52,175.64999389648438,179.3000030517578,167.0,2851800.0,4.68,TARGET_HIT,1.5,FAVORABLE,MARKET,9,VACUUM,2026-09-24_1736,2026-09-15
AVTR,LONG,CONVICTION,98.0,BULL_BOUNCE_PENDING,15.16,14.4,15.92,,131,1.0,15.4399995803833,15.645000457763672,15.1899995803833,8185300.0,1.85,NO_FILL,0.0,FAVORABLE,MARKET,2,COMPRESSION,2026-09-24_1736,2026-09-15
TDW,LONG,CONVICTION,97.7,BULL_BOUNCE_PENDING,88.58,82.35,99.82,,16,1.81,91.79000091552734,91.81999969482422,89.19000244140625,837100.0,3.62,NO_FILL,0.0,FAVORABLE,MARKET,20,MINOR,2026-09-24_1736,2026-09-15
EDRY,LONG,CONVICTION,97.3,BULL_BOUNCE_PENDING,66.33,63.71,69.65,,38,1.27,67.30000305175781,68.56999969482422,65.0,201000.0,1.46,CLOSED,0.37,FAVORABLE,MARKET,11,MINOR,2026-09-24_1736,2026-09-15
RNG,LONG,CONVICTION,96.4,BULL_BOUNCE_PENDING,72.43,68.58,76.05,,25,0.94,72.43000030517578,73.08000183105469,70.23999786376953,1323800.0,0.0,CLOSED,0.0,FAVORABLE,MARKET,20,MINOR,2026-09-24_1736,2026-09-15
