ticker,side,mode,tier,fem,entry,stop,t1,t_partial,rr,risk,last_close,dist_pct,proximity,cluster_gaps,cluster_tfs,tfs,cluster_top,cluster_bot,path,gap_quality,sponsorship,total_genesis,vol_ratio_today,vol_ratio_3d,premkt_vol,hot_days,move_pct,total_gaps,n_timeframes,float_m,float_label,float_rotation,fractal_50,prev_close,today_open,gap_pct,price_zone_50,cluster_zone_50,va_depth,va_layers,conviction_ticks,clean_air_pct,va_grade,stop_adjusted,vol_ratio,vol_hot,warrior_price_band,atr_14,atr_to_stop_ratio,borrow_risk,news,_sector,_industry,_sector_label,_industry_label,_sector_strength,_industry_strength,_sector_ret_5d,_sector_pct,_pr_rr,_pr_dist,_pr_fem,_pr_rot,_pr_sec,_score,regime,_L1_px,_L2_px,_L3_px,_L1_shares,_L2_shares,_L3_shares,_L1_rr,_L2_rr,_L3_rr,_L1_notional,_L2_notional,_L3_notional,_cutoff,_stop_px,_t1_px,entry_mode,_L4_px,_L4_shares,_L4_rr,_cohort,_entry_policy
BATL,Long,PULLBACK,T2-LONG,94,1.64,1.525,1.885,,2.1,0.115,1.64,3.1,APPROACH,2,1,1m,1.589,1.575,HIGHWAY,EXCITED,1.17,0.0,5.2,2.2,2198849.0,1.0,96.7,62.0,8.0,16.17,MED,8.68,2.055,1.78,2.33,30.9,DISCOUNT,DISCOUNT,28,8,18,14.9,D,,,,True,0.2060714285714286,0.56,N/A,,ENERGY,OIL_EXP,HOT,HOT,1.0,0.96,4.69,0.96,1.0,0.667,0.667,1.0,0.96,1.438,CHOP,1.575,1.64,1.66,1999,869,740,6.2,2.13,1.67,3148.42,1425.16,1228.4,10:30,1.525,1.885,PULLBACK_LIMIT,,,,PENNY,MARKET
GPUS,Long,BOUNCE,T2-LONG,46,0.1317,0.0781,0.2389,,2.0,0.0536,0.1317,2.5,CLOSE,1,1,5m,0.1284,0.1281,OPEN_ROAD,EXCITED,0.92,0.0,0.2,0.2,3046589.0,0.0,29.2,33.0,8.0,460.43,MEGA,0.08,0.1308,0.1345,0.1271,-5.5,MID,DISCOUNT,0,2,0,5.4,D,,,,False,0.06191428571428571,0.87,N/A,,TECH,,NEUTRAL,,0.4,,-4.79,0.4,0.444,0.389,0.0,0.889,0.4,0.8533,CHOP,0.1281,0.1317,0.1517,2000,1865,1358,2.22,2.0,1.18,256.2,245.62,206.01,10:30,0.0781,0.2389,PULLBACK_LIMIT,,,,PENNY,MARKET
DOMO,Long,PULLBACK,T1-STRONG_LONG,100,3.57,3.3077,4.0946,3.58,2.0,0.2623,3.57,4.2,APPROACH,4,4,"10m,15m,1m,30m",3.42,3.41,OPEN_ROAD,EXCITED,1.04,179135.0,0.3,0.3,0.0,0.0,16.3,52.0,8.0,37.91,MED,0.03,3.58,3.61,3.55,-1.7,DISCOUNT,DISCOUNT,174,10,158,2.9,C,,,,True,0.34611428571428565,0.76,N/A,,TECH,,NEUTRAL,,0.4,,-4.79,0.4,0.444,1.0,1.0,0.667,0.4,0.7811,CHOP,3.41,3.57,3.6057,977,381,335,6.69,2.0,1.64,3331.57,1360.17,1207.91,10:30,3.3077,4.0946,PULLBACK_LIMIT,,,,PENNY,MARKET
