ticker,side,mode,tier,fem,entry,stop,t1,t_partial,rr,risk,last_close,dist_pct,proximity,cluster_gaps,cluster_tfs,tfs,cluster_top,cluster_bot,path,gap_quality,sponsorship,total_genesis,vol_ratio_today,vol_ratio_3d,premkt_vol,hot_days,move_pct,total_gaps,n_timeframes,float_m,float_label,float_rotation,fractal_50,prev_close,today_open,gap_pct,price_zone_50,cluster_zone_50,va_depth,va_layers,conviction_ticks,clean_air_pct,va_grade,stop_adjusted,vol_ratio,vol_hot,warrior_price_band,atr_14,atr_to_stop_ratio,borrow_risk,news
CTNT,Long,BOUNCE,T2-LONG,100,1.54,1.4301,1.7598,,2.0,0.1099,1.54,0.6,CLOSE,17,4,"10m,15m,1m,5m",1.53,1.4801,OPEN_ROAD,EXCITED,1.37,66207.0,4.1,1.4,4973530.0,1.0,28.4,64.0,8.0,2.76,NANO,5.28,1.535,1.56,1.51,-3.2,MID,DISCOUNT,15,1,8,3.2,D,,,,True,0.2618928571428571,0.42,N/A,
DGNX,Long,BOUNCE,T3-LONG_WATCH,78,1.4,1.325,1.55,,2.0,0.075,1.4,1.4,CLOSE,1,1,1m,1.38,1.375,OPEN_ROAD,EXCITED,0.78,0.0,14.8,5.0,9514866.0,1.0,121.2,75.0,8.0,14.45,LOW,3.48,0.8916,0.8832,0.9,1.9,PREMIUM,PREMIUM,31,10,20,3.9,C,,,,True,0.16834285714285716,0.45,N/A,
ONDS,Long,BREAKOUT,T2-LONG,43,8.02,7.5951,8.8698,,2.0,0.4249,8.02,0.0,INSIDE,1,1,,,,OPEN_ROAD,EXCITED,1.81,,,,,,,,,,MEGA,0.12,7.985,7.83,8.14,4.0,MID,DISCOUNT,25,5,25,5.7,D,False,0.9,True,True,0.6606714285714287,0.64,N/A,
RDW,Long,PULLBACK,T2-LONG,100,11.69,10.5778,13.9143,,2.0,1.1121,11.69,3.1,APPROACH,3,3,"15m,1d,30m",11.33,10.905,OPEN_ROAD,EXCITED,2.8,1390111891.0,0.7,0.7,1430680.0,0.0,31.1,43.0,8.0,195.23,HIGH,0.15,11.13,10.93,11.33,3.7,PREMIUM,MID,261,5,204,7.7,B,,,,True,1.5878571428571437,0.7,N/A,
GPUS,Long,BOUNCE,T2-LONG,78,0.1597,0.1078,0.2635,0.168,2.0,0.0519,0.1597,0.8,CLOSE,2,2,"15m,30m",0.1585,0.1578,OPEN_ROAD,EXCITED,3.64,0.0,0.5,0.8,6321690.0,1.0,110.5,35.0,8.0,460.43,MEGA,0.26,0.168,0.17,0.166,-2.4,DISCOUNT,DISCOUNT,1,5,1,4.1,D,,,,False,0.0783642857142857,0.66,N/A,
OC,Long,PULLBACK,T1-STRONG_LONG,100,156.05,141.9934,184.1631,,2.0,14.0566,156.05,4.6,APPROACH,6,5,"10m,15m,1m,30m,5m",148.83,146.385,HIGHWAY,EXCITED,5.53,108973057.0,4.1,2.0,0.0,1.0,27.7,35.0,8.0,79.73,HIGH,0.07,134.915,135.39,134.44,-0.7,PREMIUM,PREMIUM,7543,4,2421,99.9,A,,,,False,7.331178571428569,1.92,N/A,
KBR,Long,PULLBACK,T2-LONG,83,33.71,31.2825,38.565,,2.0,2.4275,33.71,3.1,APPROACH,2,2,"1h,4h",32.655,32.25,OPEN_ROAD,EXCITED,0.88,17906923.0,2.1,1.4,0.0,1.0,6.8,19.0,8.0,125.16,HIGH,0.03,33.525,33.37,33.68,0.9,PREMIUM,DISCOUNT,487,3,375,2.9,C,,,,False,1.2363499999999996,1.96,N/A,
HAWK,Long,BOUNCE,T1-STRONG_LONG,100,21.7,19.6668,25.7665,,2.0,2.0332,21.7,1.8,CLOSE,3,3,"15m,1h,4h",21.31,20.275,OPEN_ROAD,EXCITED,1.53,39253369.0,1.8,1.2,0.0,0.0,25.7,39.0,8.0,67.21,HIGH,0.03,21.305,21.25,21.36,0.5,PREMIUM,DISCOUNT,248,2,117,2.1,C,,,,False,2.2862500000000003,0.89,N/A,
BAH,Long,BOUNCE,T2-LONG,66,62.03,57.9187,70.2526,62.66,2.0,4.1113,62.03,2.5,CLOSE,2,2,"1h,4h",60.47,59.71,OPEN_ROAD,EXCITED,0.52,37842848.0,1.1,1.5,0.0,1.0,9.2,34.0,8.0,118.23,HIGH,0.02,62.66,62.22,63.1,1.4,DISCOUNT,DISCOUNT,152,1,152,4.2,D,,,,False,2.976414285714285,1.38,N/A,
SAIL,Long,BOUNCE,T1-STRONG_LONG,98,13.72,12.7555,15.649,,2.0,0.9645,13.72,1.6,CLOSE,9,7,"10m,15m,1d,1h,30m,4h,5m",13.5,13.15,OPEN_ROAD,EXCITED,1.82,158101666.0,0.9,0.9,0.0,0.0,12.7,38.0,8.0,331.12,MEGA,0.02,13.375,13.18,13.57,3.0,PREMIUM,MID,422,3,202,3.0,C,,,,True,1.037321428571429,0.93,N/A,
CVI,Long,BOUNCE,T1-STRONG_LONG,87,28.1,26.287,31.726,,2.0,1.813,28.1,2.2,CLOSE,5,5,"10m,15m,1d,30m,5m",27.495,27.1,OPEN_ROAD,EXCITED,0.93,69239102.0,1.2,1.4,0.0,0.0,12.5,35.0,8.0,29.32,MED,0.05,27.41,27.1,27.72,2.3,PREMIUM,DISCOUNT,364,5,294,2.4,C,,,,False,1.4635571428571426,1.24,N/A,
SKYQ,Long,BOUNCE,T3-LONG_WATCH,100,3.48,2.935,4.57,,2.0,0.545,3.48,1.4,CLOSE,2,2,"1h,4h",3.43,3.1,OPEN_ROAD,EXCITED,0.99,329558821.0,1.0,1.0,2864956.0,1.0,175.9,68.0,8.0,4.07,NANO,4.91,2.965,2.88,3.05,5.9,PREMIUM,PREMIUM,492,19,208,10.3,A,,,,True,0.5270785714285714,1.03,N/A,
BWIN,Long,PULLBACK,T1-STRONG_LONG,100,26.25,23.2897,32.7,,2.2,2.9603,26.25,4.5,APPROACH,3,3,"1h,30m,4h",25.06,24.01,HIGHWAY,EXCITED,1.91,76666696.0,0.8,1.1,0.0,0.0,12.8,33.0,8.0,75.85,HIGH,0.02,25.845,26.22,25.47,-2.9,PREMIUM,DISCOUNT,1984,6,1750,24.6,A,,,,False,1.7564285714285715,1.69,N/A,
LKQ,Long,BOUNCE,T3-LONG_WATCH,45,26.12,24.9581,28.4438,,2.0,1.1619,26.12,1.0,CLOSE,1,1,1d,25.85,25.73,OPEN_ROAD,EXCITED,0.86,28854320.0,1.0,1.1,0.0,0.0,7.6,22.0,8.0,253.17,MEGA,0.01,26.98,27.03,26.93,-0.4,FLAT,FLAT,100,1,21,2.2,D,,,,False,0.8729571428571423,1.33,N/A,
