ticker,phase,score,nbis_similarity_score,pre_move_score,timing_bucket,price,channel_tf,channel_method,channel_position,channel_position_ratio,support_stack_depth,parent_gap_lo,parent_gap_hi,parent_gap_tf,parent_gap_distance_pct,parent_genesis_rank_pct,reclaim_source,reclaim_level,recent_tagged,reclaimed,reclaim_dist_pct,extension_from_reclaim_pct,pullback_pct,room_to_recent_high_pct,next_resistance_gap_pct,gap_options_agreement,reasons,flags
SPT,HIGH_PRIORITY_PRE_TRIGGER,100.0,100.0,100.0,PRE_TRIGGER_COIL,11.0169,daily,log_regression,MID,0.495,13,8.19,9.61,daily,12.77,100.0,nearest_support_gap_hi,10.92,True,True,0.88,0.89,7.65,7.65,2.39,OPTIONS_NOT_CHECKED,ascending channel/control | higher-timeframe channel participates | mid-low channel location | deep bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 7.65% from recent high | pre-trigger coil near reload/reclaim level,overhead_gap_too_close
DHR,EARLY_RECLAIM_TRIGGER,100.0,99.0,99.0,EARLY_RECLAIM_TRIGGER,209.0,daily,log_regression,MID,0.384,17,194.98,197.34,weekly,5.58,99.1,nearest_support_gap_hi,204.195,True,True,2.3,2.35,5.58,5.58,2.13,OPTIONS_NOT_CHECKED,"ascending channel/control | higher-timeframe channel participates | low channel location before expansion | deep bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 5.58% from recent high | just-triggered reclaim, still near shelf | coiled/controlled short-term momentum",early_trigger_not_chase | overhead_gap_too_close
ADPT,EARLY_RECLAIM_TRIGGER,86.0,78.0,78.0,EARLY_RECLAIM_TRIGGER,27.5,weekly,log_regression,AT_UPPER,0.685,19,22.7,22.915,weekly,16.67,98.17,nearest_support_gap_hi,27.1,True,True,1.45,1.48,0.0,0.0,,OPTIONS_NOT_CHECKED,"ascending channel/control | higher-timeframe channel participates | deep bullish shelf stack underneath | high-genesis parent shelf | just-triggered reclaim, still near shelf",mid_high_channel_location | not_pulled_back | early_trigger_not_chase | room_to_high_unknown | early_positive_momentum
