ticker,side,score,gap_tier,borrow_risk,float_m,sector_label,lifecycle_phase,entry,stop,target,last_px,high,low,volume,chg_short_pct,outcome,result_r,stop_adjusted,pm_gap_down_pct,rel_vol,checked_at,scan_date
SMJF,Short,154.8872,STRETCHED,"EXTREME (sub-$1.50, locate often unavailable or > $5/share/day)",27.7,COLD,SHORT_GENESIS,1.2,1.212,1.176,1.11,1.28,1.05,5306745,7.5,STOPPED,-1.0,True,20.41,50.47,2026-08-28_1731,2026-08-28
CAST,Short,62.4912,IN_BAND,"EXTREME (sub-$1.50, locate often unavailable or > $5/share/day)",47.58,STRONG,SHORT_GENESIS,1.37,1.3837,1.3426,1.32,1.46,1.31,10442922,3.65,STOPPED,-1.0,True,11.89,35.09,2026-08-28_1731,2026-08-28
MRVL,Short,13.4517,IN_BAND,LOW,898.7,NEUTRAL,SHORT_GENESIS,222.7834,225.0112,218.3277,216.62,228.88,215.55,48961003,2.77,STOPPED,-1.0,True,8.88,2.05,2026-08-28_1731,2026-08-28
IREN,Short,9.6508,IN_BAND,LOW,357.38,STRONG,SHORT_GENESIS,38.3486,38.7321,37.5816,35.45,38.048,34.81,89901264,7.56,TARGET_HIT,1.0,True,8.34,2.35,2026-08-28_1731,2026-08-28
