ticker,pm_gap_pct,pm_last_gap_pct,pm_high,pm_low,pm_open,pm_last,pm_vol,avg_pm_vol_5d,rel_vol,position_in_range,holding_strong,prev_close,est_open,stop,target,shares,risk_dollars,score,state,lifecycle_phase
RXT,86.78,84.5,4.24,1.9,2.32,4.1882,43473877,135857,320.0,0.98,True,2.27,4.1882,4.1254,4.3138,1591,99.95,868.0701,GENESIS,GENESIS
SABR,31.15,17.65,2.4,1.78,1.85,2.153,3138172,3829,819.49,0.6,True,1.83,2.153,2.1207,2.2176,3096,99.99,264.5046,GENESIS,GENESIS
DDOG,32.91,27.24,191.0,144.21,146.0,182.86,2740462,46473,58.97,0.83,True,143.71,182.86,180.1171,188.3458,36,98.74,221.5354,GENESIS,GENESIS
PGY,16.12,14.57,17.22,14.8,14.93,16.99,1158255,70641,16.4,0.9,True,14.83,16.99,16.7351,17.4997,392,99.9,85.974,GENESIS,GENESIS
VEEE,33.11,4.83,8.0,5.5,6.17,6.3,1432578,462816,3.1,0.32,False,6.01,6.3,6.2055,6.489,1058,99.98,57.8298,GENESIS,GENESIS
FIG,5.44,4.25,20.34,19.3,19.4,20.11,491117,229671,2.14,0.78,True,19.29,20.11,19.8084,20.7133,331,99.85,12.2517,GENESIS,GENESIS
APP,4.52,-3.36,490.0,449.11,477.0,453.07,434289,48267,9.0,0.1,False,468.83,453.07,446.274,466.6621,14,95.14,8.616,GENESIS,GENESIS
