ticker,side,stage,conviction,fem,entry,stop,t1,rr,last_px,high,low,volume,chg_pct,outcome,result_r,n_bearish_total,n_bearish_consumed,fresh_bull_5m_below,entry_ready,ath_pct,ath_bucket,checked_at,scan_date
OCS,LONG,BOUNCED_WAITING,1,2.13,29.49,28.2434,32.15,2.13,29.93000030517578,30.25,29.110000610351562,273484.0,1.49,WINNING,0.35,4,0,0,False,14.5,BELOW,2026-05-26_1323,2026-05-26
OCS,LONG,BOUNCED_CLEAN,1,1.44,29.49,28.2434,31.29,1.44,29.93000030517578,30.25,29.110000610351562,273484.0,1.49,WINNING,0.35,0,0,0,False,14.5,BELOW,2026-05-26_1323,2026-05-26
OCS,LONG,BOUNCED_WAITING,1,3.62,29.49,28.2434,34.0,3.62,29.93000030517578,30.25,29.110000610351562,273484.0,1.49,WINNING,0.35,7,0,0,False,14.5,BELOW,2026-05-26_1323,2026-05-26
GPRE,LONG,BOUNCED_WAITING,1,4.04,15.53,14.98,17.75,4.04,15.829999923706055,16.290000915527344,15.291799545288086,1285647.0,1.93,WINNING,0.55,64,0,0,False,18.0,BELOW,2026-05-26_1323,2026-05-26
GPRE,LONG,BOUNCED_WAITING,1,3.22,15.53,14.98,17.3,3.22,15.829999923706055,16.290000915527344,15.291799545288086,1285647.0,1.93,WINNING,0.55,51,0,0,False,18.0,BELOW,2026-05-26_1323,2026-05-26
GPRE,LONG,BOUNCED_WAITING,1,2.51,15.53,14.98,16.91,2.51,15.829999923706055,16.290000915527344,15.291799545288086,1285647.0,1.93,WINNING,0.55,32,0,0,False,18.0,BELOW,2026-05-26_1323,2026-05-26
GPRE,LONG,BOUNCED_WAITING,1,2.95,15.53,14.98,17.15,2.95,15.829999923706055,16.290000915527344,15.291799545288086,1285647.0,1.93,WINNING,0.55,47,0,0,False,18.0,BELOW,2026-05-26_1323,2026-05-26
SMMT,LONG,BOUNCED_CLEAN,0,,16.73,15.6886,16.62,,17.0,17.1200008392334,15.899999618530273,4783529.0,1.61,TARGET_HIT,1.5,0,0,0,False,46.0,DEEP_BELOW,2026-05-26_1323,2026-05-26
KTB,LONG,BOUNCED_WAITING,1,2.51,69.91,65.1095,81.96,2.51,71.38999938964844,71.80999755859375,69.62000274658203,625445.0,2.12,WINNING,0.31,11,0,0,False,19.6,BELOW,2026-05-26_1323,2026-05-26
HOV,LONG,BOUNCED_CLEAN,2,1.71,104.9,97.814,117.04,1.71,110.9800033569336,111.13500213623047,105.37999725341797,101822.0,5.8,NO_FILL,0.0,0,0,0,False,35.3,DEEP_BELOW,2026-05-26_1323,2026-05-26
ABVX,LONG,BOUNCED_CLEAN,0,1.21,127.14,118.1432,138.0,1.21,126.41000366210938,128.46499633789062,120.80999755859375,1214296.0,-0.57,LOSING,-0.08,0,0,0,False,14.6,BELOW,2026-05-26_1323,2026-05-26
SVV,LONG,BOUNCED_WAITING,0,1.04,8.19,7.1856,9.23,1.04,8.300000190734863,8.4399995803833,8.244999885559082,890021.0,1.34,NO_FILL,0.0,9,0,0,False,41.0,DEEP_BELOW,2026-05-26_1323,2026-05-26
HOV,LONG,BOUNCED_WAITING,2,2.46,104.9,97.814,122.35,2.46,110.9800033569336,111.13500213623047,105.37999725341797,101822.0,5.8,NO_FILL,0.0,5,0,0,False,35.3,DEEP_BELOW,2026-05-26_1323,2026-05-26
WDAY,LONG,BOUNCED_CLEAN,0,1.79,126.6914,119.241,140.02,1.79,124.0199966430664,127.05999755859375,122.18000030517578,4430373.0,-2.11,LOSING,-0.36,0,0,0,False,50.7,DEEP_BELOW,2026-05-26_1323,2026-05-26
WDAY,LONG,BOUNCED_CLEAN,0,2.09,126.6914,119.241,142.27,2.09,124.0199966430664,127.05999755859375,122.18000030517578,4430373.0,-2.11,LOSING,-0.36,0,0,0,False,50.7,DEEP_BELOW,2026-05-26_1323,2026-05-26
SMMT,LONG,BOUNCED_WAITING,0,1.01,16.73,15.6886,17.78,1.01,17.0,17.1200008392334,15.899999618530273,4783529.0,1.61,WINNING,0.26,3,0,0,False,46.0,DEEP_BELOW,2026-05-26_1323,2026-05-26
OLLI,LONG,BOUNCED_CLEAN,1,1.9,81.84,78.333,88.5,1.9,80.62000274658203,82.25499725341797,78.01000213623047,1480453.0,-1.49,STOPPED,-1.0,0,0,0,False,42.3,DEEP_BELOW,2026-05-26_1323,2026-05-26
HOV,LONG,BOUNCED_WAITING,2,1.92,104.9,97.814,118.54,1.92,110.9800033569336,111.13500213623047,105.37999725341797,101822.0,5.8,NO_FILL,0.0,4,0,0,False,35.3,DEEP_BELOW,2026-05-26_1323,2026-05-26
MWH,LONG,BOUNCED_CLEAN,1,,39.5,36.7104,38.615,,39.47999954223633,40.599998474121094,39.17499923706055,1399223.0,-0.05,TARGET_HIT,1.5,0,0,0,False,18.4,BELOW,2026-05-26_1323,2026-05-26
BBAR,LONG,BOUNCED_CLEAN,0,1.14,15.45,14.8702,16.11,1.14,16.649999618530273,16.739999771118164,15.550000190734863,1013351.0,7.77,NO_FILL,0.0,0,0,0,False,29.5,BELOW,2026-05-26_1323,2026-05-26
KTB,LONG,BOUNCED_WAITING,1,1.5,69.91,65.1095,77.1,1.5,71.38999938964844,71.80999755859375,69.62000274658203,625445.0,2.12,WINNING,0.31,7,0,0,False,19.6,BELOW,2026-05-26_1323,2026-05-26
OLLI,LONG,BOUNCED_WAITING,1,4.06,81.84,78.333,96.0851,4.06,80.62000274658203,82.25499725341797,78.01000213623047,1480453.0,-1.49,STOPPED,-1.0,11,0,0,False,42.3,DEEP_BELOW,2026-05-26_1323,2026-05-26
FUTU,LONG,BOUNCED_WAITING,1,2.28,95.25,74.351,142.9,2.28,107.69999694824219,107.83000183105469,97.6500015258789,16991529.0,13.07,NO_FILL,0.0,39,0,0,False,53.0,DEEP_BELOW,2026-05-26_1323,2026-05-26
FUTU,LONG,BOUNCED_WAITING,1,2.18,95.25,74.351,140.75,2.18,107.69999694824219,107.83000183105469,97.6500015258789,16991529.0,13.07,NO_FILL,0.0,34,0,0,False,53.0,DEEP_BELOW,2026-05-26_1323,2026-05-26
FUTU,LONG,BOUNCED_WAITING,1,1.72,95.25,74.351,131.2,1.72,107.69999694824219,107.83000183105469,97.6500015258789,16991529.0,13.07,NO_FILL,0.0,21,0,0,False,53.0,DEEP_BELOW,2026-05-26_1323,2026-05-26
FUTU,LONG,BOUNCED_WAITING,1,1.38,95.25,74.351,124.01,1.38,107.69999694824219,107.83000183105469,97.6500015258789,16991529.0,13.07,NO_FILL,0.0,4,0,0,False,53.0,DEEP_BELOW,2026-05-26_1323,2026-05-26
OLLI,LONG,BOUNCED_WAITING,1,3.08,81.84,78.333,92.6551,3.08,80.62000274658203,82.25499725341797,78.01000213623047,1480453.0,-1.49,STOPPED,-1.0,7,0,0,False,42.3,DEEP_BELOW,2026-05-26_1323,2026-05-26
MWH,LONG,BOUNCED_WAITING,1,3.4,39.5,36.7104,48.9795,3.4,39.47999954223633,40.599998474121094,39.17499923706055,1399223.0,-0.05,LOSING,-0.01,66,0,0,False,18.4,BELOW,2026-05-26_1323,2026-05-26
MWH,LONG,BOUNCED_WAITING,1,2.8,39.5,36.7104,47.32,2.8,39.47999954223633,40.599998474121094,39.17499923706055,1399223.0,-0.05,LOSING,-0.01,59,0,0,False,18.4,BELOW,2026-05-26_1323,2026-05-26
MWH,LONG,BOUNCED_WAITING,1,2.18,39.5,36.7104,45.5952,2.18,39.47999954223633,40.599998474121094,39.17499923706055,1399223.0,-0.05,LOSING,-0.01,41,0,0,False,18.4,BELOW,2026-05-26_1323,2026-05-26
MWH,LONG,BOUNCED_WAITING,1,1.69,39.5,36.7104,44.22,1.69,39.47999954223633,40.599998474121094,39.17499923706055,1399223.0,-0.05,LOSING,-0.01,35,0,0,False,18.4,BELOW,2026-05-26_1323,2026-05-26
MWH,LONG,BOUNCED_WAITING,1,1.3,39.5,36.7104,43.12,1.3,39.47999954223633,40.599998474121094,39.17499923706055,1399223.0,-0.05,LOSING,-0.01,28,0,0,False,18.4,BELOW,2026-05-26_1323,2026-05-26
EVMN,LONG,BOUNCED_WAITING,0,2.61,23.12,21.5967,27.0917,2.61,23.350000381469727,23.545000076293945,22.43000030517578,348434.0,0.99,WINNING,0.15,5,0,0,False,30.4,DEEP_BELOW,2026-05-26_1323,2026-05-26
EVMN,LONG,BOUNCED_WAITING,0,1.65,23.12,21.5967,25.63,1.65,23.350000381469727,23.545000076293945,22.43000030517578,348434.0,0.99,WINNING,0.15,1,0,0,False,30.4,DEEP_BELOW,2026-05-26_1323,2026-05-26
