ticker,side,score,gap_tier,borrow_risk,float_m,sector_label,lifecycle_phase,entry,stop,target,last_px,high,low,volume,chg_short_pct,outcome,result_r,stop_adjusted,pm_gap_down_pct,rel_vol,checked_at,scan_date
ONCO,Short,65.3715,IN_BAND,"EXTREME (sub-$1.50, locate often unavailable or > $5/share/day)",3.69,NEUTRAL,SHORT_GENESIS,1.015,1.0252,0.9947,0.9949,1.045,0.9647,2566687,1.98,STOPPED,-1.0,True,11.1,44.13,2026-06-17_1344,2026-06-17
CREG,Short,42.0434,IN_BAND,HIGH (low-priced low-float � verify locate before entering),2.75,NEUTRAL,SHORT_GENESIS,2.22,2.2422,2.1756,2.64,3.03,1.93,8732243,-18.92,STOPPED,-1.0,True,5.29,161.78,2026-06-17_1344,2026-06-17
RGNT,Short,19.8692,IN_BAND,LOW,5.18,WEAK,SHORT_GENESIS,7.055,7.1255,6.9139,4.75,7.1699,4.2,5654122,32.67,STOPPED,-1.0,True,8.2,2.94,2026-06-17_1344,2026-06-17
