ticker,is_alumnus,chg_pct_full,chg_pct_intraday,open,close,high,low,volume,is_mover,picked,in_abook,in_momentum,in_recovery,in_short,which_panels,verdict
CHAI,false,126.83,-47.75,3.56,1.86,4.05,1.67,164684351,true,true,false,true,false,false,MOMENTUM,CAUGHT
RGNT,false,88.28,-4.37,2.52,2.41,6.55,2.23,103570682,true,true,false,true,false,false,MOMENTUM,CAUGHT
EPSM,false,72.27,29.75,1.58,2.05,4.47,1.28,65446092,true,true,false,true,false,false,MOMENTUM,CAUGHT
SMTK,false,-53.9,-28.3,0.54,0.3872,0.61,0.3459,24977653,true,false,false,false,false,false,,MISSED
ELPW,false,50.45,-9.38,1.28,1.16,2.33,0.9501,125966142,true,true,false,true,false,false,MOMENTUM,CAUGHT
NPT,false,-48.08,-23.96,3.38,2.57,3.74,2.5001,2045398,true,true,false,false,false,true,SHORT,CAUGHT
NUVL,false,39.28,0.36,122.81,123.25,123.62,122.81,51678614,true,true,false,true,false,false,MOMENTUM,CAUGHT
SCAG,false,-24.05,-27.2,0.41,0.2985,0.412,0.2811,9654141,true,false,false,false,false,false,,MISSED
LASE,true,-23.48,-19.55,3.12,2.51,3.24,2.32,17040130,true,false,false,false,false,false,,MISSED
TDIC,false,-21.84,-6.76,0.42,0.3916,0.4473,0.3525,49915493,true,false,false,false,false,false,,MISSED
MTEN,false,-21.65,-40.39,2.55,1.52,9.52,1.4401,58267712,true,true,false,true,false,false,MOMENTUM,FAILED
PMI,false,21.25,48.88,0.215,0.3201,0.3569,0.23,36230215,true,false,false,false,false,false,,MISSED
SKK,false,20.64,24.06,4.24,5.26,5.4,4.1,120874,true,false,false,false,false,false,,MISSED
AAOI,false,-17.17,-19.69,202.805,162.88,207.6,160.87,26713626,true,false,false,false,false,false,,MISSED
MEHA,false,-15.69,-14.68,0.0504,0.043,0.0524,0.0389,30277405,true,false,false,false,false,false,,MISSED
DEVS,true,-15.55,-16.51,0.439,0.3665,0.439,0.3012,6828819,true,false,false,false,false,false,,MISSED
NLST,false,-15.25,-14.09,2.91,2.5,2.96,2.5,1089879,true,false,false,false,false,false,,MISSED
RDW,false,-15.19,-7.35,17.0,15.75,18.03,14.76,68638344,true,false,false,false,false,false,,MISSED
ABAT,false,-14.74,-13.25,3.735,3.24,3.8899,3.03,18758852,true,false,false,false,false,false,,MISSED
HUBC,true,-14.2,-5.03,1.59,1.51,1.64,1.142,3520101,true,false,false,false,false,false,,MISSED
QTEX,false,13.48,2.56,1.56,1.6,1.84,1.45,42461185,true,true,false,true,false,true,MOMENTUM | SHORT,CAUGHT
HKIT,false,-13.33,-2.5,0.28,0.273,0.3341,0.2587,24691470,true,false,false,false,false,false,,MISSED
ZVRA,false,12.99,9.7,12.452,13.66,13.8,12.452,4987711,true,false,false,false,false,false,,MISSED
BNRG,false,-12.59,-24.84,1.57,1.18,1.5799,1.08,7874202,true,true,false,true,false,false,MOMENTUM,FAILED
ALOY,false,-11.57,-10.75,14.04,12.53,14.1159,11.9501,2857259,true,false,false,false,false,false,,MISSED
SPCE,true,11.41,8.51,4.23,4.59,4.89,4.18,54329445,true,false,false,false,false,false,,MISSED
PN,false,-11.4,-4.6,3.91,3.73,4.2,3.45,404725,true,false,false,false,false,false,,MISSED
NCRA,false,10.85,-3.48,0.1493,0.1441,0.177,0.13,168537637,true,false,false,false,false,false,,MISSED
OCC,false,10.58,13.26,18.55,21.01,21.4865,17.0,2314650,true,false,false,false,false,false,,MISSED
BURU,false,-8.95,-6.41,0.1576,0.1475,0.1599,0.1415,27835168,false,false,false,false,false,false,,IGNORED
IREN,true,-8.73,-8.41,58.98,54.02,60.86,51.145,56482353,false,false,false,false,false,false,,IGNORED
CGTL,false,8.41,1.71,0.4082,0.4152,0.9499,0.375,153165893,false,false,false,false,false,false,,IGNORED
FCHL,false,8.18,3.48,1.15,1.19,1.45,1.08,2361153,false,true,false,true,false,false,MOMENTUM,PICKED-FLAT
ORBS,true,7.78,4.43,0.901,0.9409,1.04,0.8801,32083712,false,false,false,false,false,false,,IGNORED
GPUS,false,-7.72,-3.71,0.1725,0.1661,0.1784,0.1616,27873960,false,false,false,false,false,false,,IGNORED
MRVL,false,-7.61,-10.97,299.76,266.88,302.37,244.12,92150706,false,false,false,false,false,false,,IGNORED
RMSG,true,-7.23,2.43,0.6956,0.7125,0.84,0.665,2562415,false,false,false,false,false,false,,IGNORED
GLXY,false,7.11,6.28,30.75,32.68,32.85,29.7701,12728863,false,false,false,false,false,false,,IGNORED
GDC,false,-7.0,-6.83,0.1098,0.1023,0.1118,0.0984,84157160,false,false,false,false,false,false,,IGNORED
CXAI,false,-6.97,0.49,0.2231,0.2242,0.2429,0.2,17786445,false,false,false,false,false,false,,IGNORED
