ticker,side,mode,tier,fem,entry,stop,t1,t_partial,rr,risk,last_close,dist_pct,proximity,cluster_gaps,cluster_tfs,tfs,cluster_top,cluster_bot,path,gap_quality,total_genesis,vol_ratio_today,vol_ratio_3d,hot_days,move_pct,total_gaps,n_timeframes,float_m,float_label,float_rotation,fractal_50,prev_close,today_open,gap_pct,price_zone_50,cluster_zone_50,va_depth,va_layers,conviction_ticks,clean_air_pct,va_grade,stop_adjusted,vol_ratio,vol_hot,news
CTNT,Long,PULLBACK,T2-LONG,71,0.159,0.1078,0.2825,,2.4,0.0512,0.1707,6.9,APPROACH,1,1,5m,0.159,0.1578,HIGHWAY,EXCITED,0.0,19.6,6.6,1.0,1116.0,25.0,8.0,36.03,MED,3.46,1.46,1.68,1.24,-26.2,DISCOUNT,DISCOUNT,0,2,0,65.5,D,,,,
ZSPC,Long,PULLBACK,T2-LONG,72,0.0717,0.0181,0.1789,0.0765,2.0,0.0536,0.0717,4.0,APPROACH,2,2,"10m,1m",0.0688,0.0681,OPEN_ROAD,EXCITED,0.0,1.8,1.8,1.0,32.3,54.0,8.0,19.64,MED,1.11,0.0765,0.08,0.073,-8.8,DISCOUNT,DISCOUNT,0,1,0,4.2,D,,,,
SLDP,Long,PULLBACK,T1-STRONG_LONG,100,3.08,2.9003,3.4394,3.185,2.0,0.1797,3.26,5.5,APPROACH,4,4,"1d,1h,30m,4h",3.08,2.99,OPEN_ROAD,EXCITED,43007736.0,2.1,1.3,1.0,17.4,37.0,8.0,185.53,HIGH,0.03,3.185,3.15,3.22,2.2,PREMIUM,DISCOUNT,200,6,67,4.4,B,,,,
SMR,Long,PULLBACK,T1-STRONG_LONG,77,10.79,9.9716,12.4268,,2.0,0.8184,11.71,7.9,WAITING,7,7,"10m,15m,1d,1h,30m,4h,5m",10.79,10.28,OPEN_ROAD,EXCITED,4579547347.0,2.4,1.8,1.0,35.8,27.0,8.0,285.39,MEGA,0.16,10.52,10.25,10.79,5.3,PREMIUM,MID,867,2,412,3.3,C,,,,
RGTI,Long,PULLBACK,T3-LONG_WATCH,43,17.9,16.355,20.99,,2.0,1.545,19.11,6.3,APPROACH,1,1,1d,17.9,16.87,HIGHWAY,EXCITED,5968707139.0,2.8,1.9,2.0,39.1,35.0,8.0,326.98,MEGA,0.18,17.385,16.87,17.9,6.1,PREMIUM,MID,1156,6,607,2.7,C,,,,
SOUN,Long,PULLBACK,T1-STRONG_LONG,96,7.18,6.7803,9.6,,6.1,0.3997,7.85,8.5,WAITING,7,7,"10m,15m,1d,1h,30m,4h,5m",7.18,6.99,HIGHWAY,EXCITED,729810073.0,2.0,1.3,1.0,27.7,37.0,8.0,382.23,MEGA,0.1,7.085,6.97,7.2,3.3,PREMIUM,MID,284,4,195,22.3,A,,,,
SOFI,Long,PULLBACK,T1-STRONG_LONG,100,17.4,16.5482,21.18,18.19,4.4,0.8518,18.79,7.4,WAITING,4,4,"1d,1h,30m,4h",17.4,17.06,HIGHWAY,EXCITED,3170639434.0,1.2,1.1,0.0,18.3,21.0,8.0,1255.82,MEGA,0.05,18.19,17.91,18.47,3.1,PREMIUM,DISCOUNT,514,5,327,12.7,A,,,,
LAES,Long,BOUNCE,T1-STRONG_LONG,100,2.8,2.5414,3.3172,,2.0,0.2586,2.8,2.9,CLOSE,11,7,"10m,15m,1d,1h,30m,4h,5m",2.7199,2.62,OPEN_ROAD,EXCITED,563212733.0,3.5,2.2,1.0,46.7,44.0,8.0,185.01,HIGH,0.17,2.6975,2.59,2.805,8.3,PREMIUM,MID,140,4,77,6.1,B,,,,
NVDA,Long,PULLBACK,T1-STRONG_LONG,75,198.87,183.7762,229.0576,,2.0,15.0938,198.87,4.1,APPROACH,4,4,"1d,1h,30m,4h",190.77,189.46,HIGHWAY,EXCITED,22116162197.0,1.2,1.0,0.0,11.0,32.0,8.0,23321.68,MEGA,0.01,196.53,196.51,196.55,0.0,FLAT,FLAT,6077,12,3428,2.6,C,,,,
LIMN,Long,BOUNCE,T2-LONG,100,0.1856,0.1275,0.3018,,2.0,0.0581,0.1856,0.5,CLOSE,6,6,"10m,15m,1h,30m,4h,5m",0.1847,0.1775,OPEN_ROAD,EXCITED,46500696.0,13.7,4.7,1.0,38.3,33.0,8.0,29.07,MED,1.47,0.1822,0.1798,0.1847,2.7,PREMIUM,DISCOUNT,6,2,5,5.3,D,,,,
IMMP,Long,BREAKOUT,T2-LONG,82,0.752,0.0995,2.74,,3.0,0.6525,0.544,0.0,INSIDE,2,2,,,,MIXED,EXCITED,,,,,,,,,MEGA,0.3,0.6624,0.3148,1.01,220.8,DISCOUNT,DISCOUNT,24,2,21,2.8,D,False,19.3,True,
TSM,Long,BOUNCE,T1-STRONG_LONG,100,375.1,359.8603,405.5794,,2.0,15.2397,375.1,0.5,CLOSE,4,4,"1d,1h,30m,4h",373.22,370.99,HIGHWAY,EXCITED,3058513331.0,1.1,1.0,0.0,5.9,48.0,8.0,24177.93,MEGA,0.0,380.65,379.89,381.41,0.4,FLAT,FLAT,27583,16,8129,3.0,C,,,,
AGAE,Long,PULLBACK,T1-STRONG_LONG,100,0.4356,0.2833,0.7401,,2.0,0.1522,0.472,7.7,WAITING,5,5,"15m,1d,1h,30m,4h",0.4356,0.3341,OPEN_ROAD,EXCITED,4557230126.0,19.6,6.6,1.0,242.4,50.0,8.0,17.09,MED,21.48,0.4229,0.328,0.5177,57.8,PREMIUM,DISCOUNT,59,4,16,6.0,C,,,,
VSA,Long,BREAKOUT,T2-LONG,89,0.83,0.5168,1.4564,,2.0,0.3132,0.805,0.0,INSIDE,6,6,,,,OPEN_ROAD,EXCITED,,,,,,,,,MEGA,0.51,0.7615,0.6,0.9231,53.9,MID,MID,15,4,14,59.6,D,False,5.1,True,
PPCB,Long,PULLBACK,T2-LONG,96,0.1047,0.052,0.2101,,2.0,0.0527,0.1106,5.3,APPROACH,3,3,"1h,30m,5m",0.1047,0.102,OPEN_ROAD,EXCITED,0.0,16.7,5.6,1.0,87.4,46.0,8.0,10.83,LOW,8.92,0.0975,0.0975,0.0975,0.0,FLAT,FLAT,0,3,0,9.8,D,,,,
BBAI,Long,PULLBACK,T1-STRONG_LONG,100,3.51,3.2592,4.875,3.54,5.4,0.2508,3.79,7.4,WAITING,4,4,"1d,1h,30m,4h",3.51,3.36,HIGHWAY,EXCITED,400430599.0,1.5,1.0,0.0,18.7,32.0,8.0,470.66,MEGA,0.07,3.54,3.52,3.56,1.1,PREMIUM,DISCOUNT,173,5,63,28.6,B,,,,
BULL,Long,PULLBACK,T1-STRONG_LONG,87,6.47,5.6648,8.0804,,2.0,0.8052,6.47,4.5,APPROACH,7,7,"10m,15m,1d,1h,30m,4h,5m",6.18,5.84,OPEN_ROAD,EXCITED,2251177623.0,3.1,1.6,1.0,37.2,37.0,8.0,379.66,MEGA,0.08,6.055,5.82,6.29,8.1,PREMIUM,MID,359,3,346,6.6,B,,,,
HOOD,Long,PULLBACK,T1-STRONG_LONG,100,81.5,76.7755,95.89,,3.0,4.7245,87.32,6.7,APPROACH,7,7,"10m,15m,1d,1h,30m,4h,5m",81.5,79.15,HIGHWAY,EXCITED,27751964713.0,2.4,1.5,1.0,29.1,34.0,8.0,783.36,MEGA,0.06,81.315,79.09,83.54,5.6,PREMIUM,DISCOUNT,5520,9,4870,9.8,A,,,,
OPEN,Long,PULLBACK,T3-LONG_WATCH,57,4.46,4.2292,5.01,,2.4,0.2308,4.82,7.5,WAITING,2,2,"1d,4h",4.46,4.36,HIGHWAY,EXCITED,334120100.0,1.1,1.0,0.0,17.7,24.0,8.0,839.71,MEGA,0.03,4.51,4.51,4.51,0.0,FLAT,FLAT,39,6,31,3.9,C,,,,
OKLO,Long,PULLBACK,T1-STRONG_LONG,100,58.11,51.885,70.56,60.555,2.0,6.225,63.35,8.3,WAITING,4,4,"1d,1h,30m,4h",58.11,53.96,OPEN_ROAD,EXCITED,7430924570.0,2.6,1.9,2.0,40.6,40.0,8.0,123.73,HIGH,0.12,60.555,58.58,62.53,6.7,PREMIUM,DISCOUNT,7744,8,2562,4.3,B,,,,
SNAP,Long,BOUNCE,T1-STRONG_LONG,100,6.04,5.4708,7.1784,,2.0,0.5692,6.04,2.8,CLOSE,7,7,"10m,15m,1d,1h,30m,4h,5m",5.87,5.64,OPEN_ROAD,EXCITED,4777497815.0,2.2,1.5,1.0,33.1,43.0,8.0,1104.69,MEGA,0.11,5.825,5.6,6.05,8.0,PREMIUM,DISCOUNT,236,8,147,10.1,A,,,,
QS,Long,PULLBACK,T1-STRONG_LONG,100,6.6,6.2662,7.58,6.905,2.9,0.3338,7.17,7.9,WAITING,4,4,"1d,1h,30m,4h",6.6,6.46,HIGHWAY,EXCITED,297422090.0,1.9,1.5,0.0,17.6,24.0,8.0,483.24,MEGA,0.03,6.905,6.86,6.95,1.3,PREMIUM,DISCOUNT,239,5,208,5.7,B,,,,
INFQ,Long,BREAKOUT,T3-LONG_WATCH,66,15.0,13.68,17.64,,2.0,1.32,15.0,0.0,INSIDE,1,1,,,,HIGHWAY,EXCITED,,,,,,,,,HIGH,0.07,14.56,14.12,15.0,6.2,PREMIUM,MID,705,5,298,16.4,A,False,3.4,True,
EOSE,Long,PULLBACK,T1-STRONG_LONG,100,7.08,6.0917,9.0565,,2.0,0.9883,7.08,3.0,APPROACH,7,7,"10m,15m,1d,1h,30m,4h,5m",6.8665,6.35,MIXED,EXCITED,4380620866.0,2.4,1.7,3.0,53.8,30.0,8.0,334.9,MEGA,0.14,6.605,6.32,6.89,9.0,PREMIUM,MID,694,5,186,4.0,B,,,,
CRWV,Long,PULLBACK,T1-STRONG_LONG,100,118.69,106.9619,142.1462,,2.0,11.7281,118.69,3.2,APPROACH,4,4,"1d,1h,30m,4h",114.85,110.27,HIGHWAY,EXCITED,18713372007.0,1.5,1.6,2.0,43.1,33.0,8.0,264.16,MEGA,0.11,118.515,117.2,119.83,2.2,MID,DISCOUNT,5509,5,3306,3.8,C,,,,
RR,Long,PULLBACK,T1-STRONG_LONG,100,2.21,2.1243,2.95,2.28,8.6,0.0857,2.41,8.3,WAITING,4,3,"10m,15m,1h",2.21,2.19,HIGHWAY,EXCITED,324436.0,1.5,1.1,0.0,22.6,50.0,8.0,141.25,HIGH,0.06,2.28,2.23,2.33,4.5,PREMIUM,DISCOUNT,165,5,70,22.4,B,,,,
JOBY,Long,PULLBACK,T1-STRONG_LONG,100,9.13,8.2838,10.8224,,2.0,0.8462,9.13,4.5,APPROACH,4,4,"1d,1h,30m,4h",8.72,8.54,HIGHWAY,EXCITED,248902912.0,1.3,1.1,0.0,15.2,27.0,8.0,660.44,MEGA,0.03,8.86,8.8,8.92,1.4,PREMIUM,DISCOUNT,312,6,77,5.9,B,,,,
SES,Long,PULLBACK,T1-STRONG_LONG,96,1.049,0.98,1.187,1.115,2.0,0.069,1.16,9.6,WAITING,4,4,"1d,1h,30m,4h",1.049,1.03,HIGHWAY,EXCITED,13274540.0,1.4,1.3,0.0,25.0,57.0,8.0,283.46,MEGA,0.02,1.115,1.1,1.13,2.7,PREMIUM,DISCOUNT,56,10,44,3.4,C,,,,
LUMN,Long,PULLBACK,T1-STRONG_LONG,100,8.06,7.5903,10.38,,4.9,0.4698,8.59,6.2,APPROACH,7,7,"10m,15m,1d,1h,30m,4h,5m",8.06,7.825,HIGHWAY,EXCITED,231297844.0,1.8,1.2,0.0,26.6,20.0,8.0,943.58,MEGA,0.02,8.01,7.8,8.22,5.4,PREMIUM,DISCOUNT,326,6,6,20.8,A,,,,
RXRX,Long,PULLBACK,T1-STRONG_LONG,100,3.47,3.3271,4.27,3.555,5.6,0.1429,3.75,7.5,WAITING,4,4,"1d,1h,30m,4h",3.47,3.43,HIGHWAY,EXCITED,40161183.0,1.0,0.8,0.0,16.1,48.0,8.0,510.31,MEGA,0.02,3.555,3.54,3.57,0.8,PREMIUM,DISCOUNT,126,6,38,13.9,B,,,,
SERV,Long,PULLBACK,T1-STRONG_LONG,100,8.7,8.2401,9.6197,9.015,2.0,0.4598,9.56,9.0,WAITING,4,4,"1d,1h,30m,4h",8.7,8.495,OPEN_ROAD,EXCITED,90487887.0,1.3,1.0,0.0,20.7,32.0,8.0,62.88,HIGH,0.05,9.015,8.95,9.08,1.5,PREMIUM,DISCOUNT,339,6,273,7.4,B,,,,
USAR,Long,PULLBACK,T1-STRONG_LONG,100,17.2,16.2863,19.39,,2.4,0.9137,18.35,6.3,APPROACH,7,7,"10m,15m,1d,1h,30m,4h,5m",17.2,16.79,HIGHWAY,EXCITED,453236020.0,1.4,1.0,0.0,21.3,26.0,8.0,169.39,HIGH,0.07,17.16,16.99,17.33,2.0,PREMIUM,DISCOUNT,1087,5,184,5.7,B,,,,
AUR,Long,PULLBACK,T3-LONG_WATCH,27,5.3,4.8728,6.1544,,2.0,0.4272,5.3,5.0,APPROACH,1,1,10m,5.035,5.0235,HIGHWAY,EXCITED,683150.0,1.7,1.2,0.0,33.1,12.0,8.0,1251.82,MEGA,0.02,4.6993,4.67,4.7285,1.3,PREMIUM,PREMIUM,19,3,17,7.5,D,,,,
LAC,Long,BOUNCE,T1-STRONG_LONG,78,4.56,4.2486,5.1828,,2.0,0.3114,4.56,1.1,CLOSE,9,6,"15m,1d,1h,30m,4h,5m",4.51,4.38,OPEN_ROAD,EXCITED,43810571.0,1.0,1.1,0.0,15.0,34.0,8.0,322.42,MEGA,0.02,4.43,4.41,4.45,0.9,PREMIUM,PREMIUM,94,5,24,2.0,C,,,,
MNTS,Long,PULLBACK,T3-LONG_WATCH,96,6.45,6.2371,8.08,,7.7,0.2129,6.91,6.7,APPROACH,1,1,5m,6.45,6.43,HIGHWAY,EXCITED,2940376.0,6.1,4.2,3.0,122.3,50.0,8.0,5.72,LOW,2.42,5.19,4.96,5.42,9.3,PREMIUM,PREMIUM,435,13,410,16.9,A,,,,
NNE,Long,PULLBACK,T1-STRONG_LONG,100,23.0,21.3303,26.3394,24.06,2.0,1.6697,24.29,5.3,APPROACH,4,4,"1d,1h,30m,4h",23.0,21.99,OPEN_ROAD,EXCITED,397086349.0,1.6,1.3,0.0,24.9,36.0,8.0,40.04,MED,0.06,24.06,23.52,24.6,4.6,PREMIUM,DISCOUNT,1067,5,715,3.1,C,,,,
TMC,Long,PULLBACK,T1-STRONG_LONG,100,4.76,4.4814,5.44,,2.4,0.2786,5.12,7.0,WAITING,7,4,"1d,1h,30m,4h",4.76,4.62,HIGHWAY,EXCITED,76047285.0,1.0,0.7,0.0,22.2,41.0,8.0,240.02,MEGA,0.02,4.74,4.72,4.76,0.8,PREMIUM,DISCOUNT,94,6,48,6.3,C,,,,
CGC,Long,BOUNCE,T3-LONG_WATCH,68,1.15,1.0841,1.46,,4.7,0.0659,1.15,0.9,CLOSE,2,2,"1m,5m",1.14,1.1341,HIGHWAY,EXCITED,82181.0,1.3,1.3,0.0,15.7,27.0,8.0,377.58,MEGA,0.03,1.085,1.09,1.08,-0.9,PREMIUM,PREMIUM,43,4,16,27.0,C,,,,
RUM,Long,PULLBACK,T1-STRONG_LONG,100,5.28,5.0246,7.98,,10.6,0.2554,5.58,5.4,APPROACH,5,5,"10m,1d,30m,4h,5m",5.28,5.18,HIGHWAY,EXCITED,9282703.0,1.8,1.2,0.0,14.1,28.0,8.0,110.15,HIGH,0.02,5.25,5.22,5.28,1.1,PREMIUM,DISCOUNT,79,3,26,43.0,C,,,,
