ticker,side,setups,rth_open,last_px,rth_high,rth_low,orb_high,orb_low,vwap,gap_pct,chg_pct_full,rth_vol,rel_vol,prev_close,est_entry,stop,target,shares,score,gap_tier,stop_source,stop_dist,atr_14,atr_ratio,atr_ok,float_m,float_rotation_pct,borrow_risk
WHWK,LONG,HOLDING-LONG,4.33,5.03,5.07,4.14,5.03,4.14,4.7631,10.46,28.32,2318833,247.72,3.92,5.03,3.9375,7.215,91,2590.9617,IN_BAND,PM low,1.0925,0.2958,6.16,True,49.45,4.7,N/A
MXCT,LONG,ORB-LONG|HOLDING-LONG,0.9401,1.1,1.16,0.9227,1.02,0.9227,1.0797,14.34,33.79,4830448,76.97,0.8222,1.1,0.8841,1.5318,463,1103.7712,IN_BAND,PM low,0.2159,0.0724,4.97,True,107.12,4.5,N/A
OCG,LONG,HOLDING-LONG,2.32,2.35,2.7199,2.2,2.7199,2.28,2.482,24.73,26.34,9809804,37.19,1.86,2.35,2.13,2.79,454,919.7589,STRETCHED,PM low,0.22,0.3133,1.17,True,1.94,506.7,N/A
TGEN,LONG,ORB-LONG,3.85,5.07,5.19,3.85,4.67,3.85,4.732,-8.98,19.86,1022752,8.94,4.23,5.07,3.8826,7.4448,84,76.5581,IN_BAND,PM low,1.1874,0.5634,3.51,True,29.91,3.4,N/A
VIVO,LONG,ORB-LONG|HOLDING-LONG,3.27,3.8299,3.86,3.1717,3.59,3.1717,3.5419,4.47,22.36,1962922,9.02,3.13,3.8299,3.14,5.2097,144,60.2716,IN_BAND,PM low,0.6899,0.4208,2.73,True,16.79,11.7,N/A
ASTL,LONG,ORB-LONG,4.67,5.3299,5.44,4.65,5.06,4.65,5.0685,-6.41,6.81,1450330,7.18,4.99,5.3299,4.64,6.7097,144,38.3014,IN_BAND,PM low,0.6899,0.2682,4.29,True,104.93,1.4,N/A
CMPS,LONG,ORB-LONG|HOLDING-LONG,9.85,10.78,11.08,9.61,10.39,9.61,10.4274,5.12,15.05,4055547,7.21,9.37,10.78,9.54,13.26,80,36.9431,IN_BAND,PM low,1.24,0.7098,2.91,True,134.92,3.0,N/A
