ticker,side,tier,fem,mode,entry,stop,t1,t2,shares,rr,spy_regime,current_price,entry_type,n_gaps_above,gap_above_conviction,scan_date,asof
AIM,LONG,CONVICTION,100.0,BULL_BOUNCE_PENDING,0.58,0.55,0.61,,3432,1.0,FAVORABLE,0.5827,MARKET,1,MINOR,2026-06-01,2026-06-01T11:15:22.020870
MASK,LONG,CONVICTION,100.0,BULL_BOUNCE_PENDING,5.54,5.26,6.3,,361,2.73,FAVORABLE,5.54,MARKET,2,MINOR,2026-06-01,2026-06-01T11:15:23.214139
IOT,LONG,CONVICTION,100.0,BULL_BOUNCE_PENDING,38.05,34.82,43.65,,30,1.73,FAVORABLE,38.05,MARKET,5,COMPRESSION,2026-06-01,2026-06-01T11:17:44.143051
NTNX,LONG,CONVICTION,100.0,BULL_BOUNCE_PENDING,55.84,51.81,62.12,,24,1.56,FAVORABLE,55.84,MARKET,2,CONVICTION,2026-06-01,2026-06-01T11:18:02.213662
PENG,LONG,CONVICTION,100.0,BULL_BOUNCE_PENDING,58.46,55.54,61.38,,34,1.0,FAVORABLE,58.46,MARKET,1,MINOR,2026-06-01,2026-06-01T11:18:47.837718
QTWO,LONG,CONVICTION,100.0,BULL_BOUNCE_PENDING,51.14,47.11,53.7,,24,0.64,FAVORABLE,51.14,MARKET,5,CONVICTION,2026-06-01,2026-06-01T11:20:37.149005
TGHL,LONG,CONVICTION,100.0,BULL_BOUNCE_PENDING,1.71,1.63,1.8,,1168,1.0,FAVORABLE,1.7111,MARKET,2,MINOR,2026-06-01,2026-06-01T11:21:03.781338
CEVA,LONG,CONVICTION,100.0,BULL_BOUNCE_PENDING,43.14,39.23,45.3,,25,0.55,FAVORABLE,43.14,MARKET,2,MINOR,2026-06-01,2026-06-01T11:21:44.939403
POET,LONG,CONVICTION,100.0,BULL_BOUNCE_PENDING,14.19,13.48,14.9,,140,1.0,FAVORABLE,14.19,MARKET,4,MINOR,2026-06-01,2026-06-01T11:22:02.404941
BRZE,LONG,CONVICTION,100.0,BULL_BOUNCE_PENDING,27.91,25.5,31.7,,41,1.57,FAVORABLE,27.91,MARKET,5,COMPRESSION,2026-06-01,2026-06-01T11:22:09.836084
