ticker,side,pm_gap_down_pct,pm_last_drop_pct,pm_high,pm_low,pm_open,pm_last,pm_vol,avg_pm_vol_5d,rel_vol,position_in_range,holding_weak,prev_close,est_open,stop,target,shares,risk_dollars,score,sector_mult,sector_label,state,lifecycle_phase,gap_tier,atr_14,float_m,borrow_risk
CPHI,SHORT,16.9,11.3,1.8,0.9556,1.31,1.02,10069983,35270,285.51,0.08,True,1.15,1.02,1.0302,0.9996,9803,99.99,151.5023,0.946,NEUTRAL,SHORT_GENESIS,SHORT_GENESIS,STRETCHED,0.1729,40.52,"EXTREME (sub-$1.50, locate often unavailable or > $5/share/day)"
LESL,SHORT,44.2,39.73,0.816,0.7366,0.7501,0.7956,325066,32456,10.02,0.74,False,1.32,0.7956,0.8036,0.7797,12569,100.0,120.4842,1.09,WEAK,SHORT_GENESIS,SHORT_GENESIS,EXTREME,0.2617,9.36,"EXTREME (sub-$1.50, locate often unavailable or > $5/share/day)"
ONDS,SHORT,6.86,0.3,10.68,9.1,10.2,9.7409,13039971,1920325,6.79,0.41,True,9.77,9.7409,9.8383,9.5461,1026,99.94,22.2745,1.018,NEUTRAL,SHORT_GENESIS,SHORT_GENESIS,IN_BAND,0.6857,570.55,LOW
