date,picks,scored,wins,stops,closes,no_data,wr,pnl_day,pnl_cumulative,top7_picks,top7_wins,top7_stops,top7_wr,top7_pnl,top7_cum,b60_69_n,b60_69_wr,b60_69_pnl,b70_79_n,b70_79_wr,b70_79_pnl,b80_89_n,b80_89_wr,b80_89_pnl,b90p_n,b90p_wr,b90p_pnl
2026-05-21,106,98,14,44,40,8,14.3,-1176.0,-1176.0,7,2,4,33.3,-100.0,-100.0,53,10.4,62.0,32,12.9,-1426.0,18,25.0,238.0,3,33.3,-50.0
2026-05-22,124,117,20,58,39,7,17.1,-2103.0,-3279.0,7,1,3,14.3,-283.0,-383.0,41,30.6,582.0,45,11.4,-1516.0,25,12.5,-629.0,13,7.7,-540.0
2026-05-26,163,158,34,75,49,5,21.5,-1403.0,-4682.0,7,0,4,0.0,-349.0,-732.0,64,35.0,1581.0,57,15.8,-1648.0,25,12.0,-634.0,17,6.2,-702.0
2026-05-27,169,161,36,39,86,8,22.4,2074.0,-2608.0,7,1,4,14.3,-286.0,-1018.0,75,30.9,2516.0,41,20.0,101.0,31,16.1,93.0,22,9.1,-636.0
2026-05-28,168,130,36,40,54,38,27.7,2391.0,-217.0,7,0,1,0.0,-19.0,-1037.0,62,33.3,1648.0,54,34.1,757.0,35,20.0,61.0,17,0.0,-75.0
