ticker,side,tier,fem,mode,entry,stop,t1,t2,shares,rr,spy_regime,current_price,entry_type,n_gaps_above,gap_above_conviction,scan_date,asof
ATAI,LONG,CONVICTION,100.0,BULL_BOUNCE_PENDING,7.33,6.96,7.7,,272,1.0,FAVORABLE,7.33,MARKET,4,MINOR,2026-09-17,2026-09-17T04:37:08.889242
SRRK,LONG,CONVICTION,100.0,BULL_BOUNCE_PENDING,49.28,46.81,56.51,56.51,40,2.93,FAVORABLE,49.2776,MARKET,20,CONVICTION,2026-09-17,2026-09-17T04:55:44.337828
MSFU,LONG,CONVICTION,99.7,BULL_BOUNCE_PENDING,36.72,33.06,38.56,,27,0.5,FAVORABLE,36.7246,MARKET,20,COMPRESSION,2026-09-17,2026-09-17T05:01:25.177425
OMER,LONG,CONVICTION,98.7,BULL_BOUNCE_PENDING,17.35,16.48,19.16,19.4,115,2.09,FAVORABLE,17.35,MARKET,20,MINOR,2026-09-17,2026-09-17T04:28:12.221390
DFTX,LONG,CONVICTION,98.7,BULL_BOUNCE_PENDING,38.2,36.29,43.18,43.62,52,2.61,FAVORABLE,38.2,MARKET,20,MINOR,2026-09-17,2026-09-17T04:54:27.802025
DT,LONG,CONVICTION,97.6,BULL_BOUNCE_PENDING,56.0,50.97,58.8,,19,0.56,FAVORABLE,56.0,MARKET,2,COMPRESSION,2026-09-17,2026-09-17T04:45:19.615879
FIVN,LONG,CONVICTION,97.4,BULL_BOUNCE_PENDING,34.14,32.43,35.85,,58,1.0,FAVORABLE,34.14,MARKET,6,MINOR,2026-09-17,2026-09-17T04:28:05.840832
FSLY,LONG,CONVICTION,97.4,BULL_BOUNCE_PENDING,23.85,22.66,27.4,27.4,83,2.98,FAVORABLE,23.85,MARKET,16,MINOR,2026-09-17,2026-09-17T04:45:25.325966
SSRM,LONG,CONVICTION,97.2,BULL_BOUNCE_PENDING,35.22,32.09,36.98,,31,0.56,FAVORABLE,35.22,MARKET,20,COMPRESSION,2026-09-17,2026-09-17T04:43:59.232635
ARES,LONG,CONVICTION,97.0,BULL_BOUNCE_PENDING,123.28,116.09,139.38,140.0,13,2.24,FAVORABLE,123.28,MARKET,20,CONVICTION,2026-09-17,2026-09-17T04:47:22.773531
SEI,LONG,CONVICTION,96.9,BULL_BOUNCE_PENDING,66.5,61.18,69.83,,18,0.62,FAVORABLE,66.5,MARKET,20,CONVICTION,2026-09-17,2026-09-17T04:53:28.742178
DG,LONG,CONVICTION,96.4,BULL_BOUNCE_PENDING,122.5,116.54,135.95,135.95,16,2.26,FAVORABLE,122.5,MARKET,20,COMPRESSION,2026-09-17,2026-09-17T05:04:22.280598
NKTR,LONG,CONVICTION,96.3,BULL_BOUNCE_PENDING,67.0,60.68,70.35,,15,0.53,FAVORABLE,67.0039,MARKET,20,COMPRESSION,2026-09-17,2026-09-17T05:06:16.425061
RETO,LONG,CONVICTION,96.0,BULL_BOUNCE_PENDING,2.54,2.41,2.67,,787,1.0,FAVORABLE,2.54,MARKET,1,MINOR,2026-09-17,2026-09-17T04:27:25.286424
VOYG,LONG,CONVICTION,96.0,BULL_BOUNCE_PENDING,35.21,33.45,37.88,,56,1.52,FAVORABLE,35.21,MARKET,19,COMPRESSION,2026-09-17,2026-09-17T04:44:14.104769
CAKE,LONG,CONVICTION,96.0,BULL_BOUNCE_PENDING,98.45,93.53,107.36,111.87,20,1.81,FAVORABLE,98.45,MARKET,20,COMPRESSION,2026-09-17,2026-09-17T04:44:56.589482
SOXS,LONG,CONVICTION,96.0,BULL_BOUNCE_PENDING,47.76,45.37,53.8,,41,2.53,FAVORABLE,47.76,MARKET,20,MINOR,2026-09-17,2026-09-17T04:46:44.797883
TGT,LONG,CONVICTION,96.0,BULL_BOUNCE_PENDING,154.75,143.77,162.49,,9,0.7,FAVORABLE,154.75,MARKET,20,COMPRESSION,2026-09-17,2026-09-17T04:57:31.788712
INSP,LONG,CONVICTION,95.8,BULL_BOUNCE_PENDING,73.0,67.78,76.65,,19,0.7,FAVORABLE,73.0,MARKET,19,COMPRESSION,2026-09-17,2026-09-17T05:07:52.620273
OSK,LONG,CONVICTION,95.7,BULL_BOUNCE_PENDING,145.04,134.37,164.95,,9,1.87,FAVORABLE,145.04,MARKET,20,CONVICTION,2026-09-17,2026-09-17T04:58:09.027351
CRL,LONG,CONVICTION,95.6,BULL_BOUNCE_PENDING,273.41,259.74,296.41,,7,1.68,FAVORABLE,273.41,MARKET,20,CONVICTION,2026-09-17,2026-09-17T04:45:10.838840
OVV,LONG,CONVICTION,95.3,BULL_BOUNCE_PENDING,62.48,59.06,65.6,,29,0.91,FAVORABLE,62.48,MARKET,20,VACUUM,2026-09-17,2026-09-17T04:46:33.142311
HCC,LONG,CONVICTION,95.2,BULL_BOUNCE_PENDING,92.72,83.88,106.2,,11,1.52,FAVORABLE,92.72,MARKET,20,CONVICTION,2026-09-17,2026-09-17T04:45:32.810987
MHK,LONG,CONVICTION,95.1,BULL_BOUNCE_PENDING,128.49,118.96,134.91,,10,0.67,FAVORABLE,128.49,MARKET,20,CONVICTION,2026-09-17,2026-09-17T05:05:06.961085
EWTX,LONG,CONVICTION,95.0,BULL_BOUNCE_PENDING,45.56,43.28,47.84,,43,1.0,FAVORABLE,45.56,MARKET,11,VACUUM,2026-09-17,2026-09-17T04:28:16.937404
DFNS,LONG,CONVICTION,94.8,BULL_BOUNCE_PENDING,7.51,7.13,8.09,8.39,266,1.54,FAVORABLE,7.51,MARKET,20,MINOR,2026-09-17,2026-09-17T04:39:09.618895
XME,LONG,CONVICTION,94.7,BULL_BOUNCE_PENDING,108.77,102.59,118.09,123.26,16,1.51,FAVORABLE,108.77,MARKET,20,CONVICTION,2026-09-17,2026-09-17T05:01:01.571089
ODD,LONG,CONVICTION,94.6,BULL_BOUNCE_PENDING,18.24,17.33,19.15,,109,1.0,FAVORABLE,18.24,MARKET,7,MINOR,2026-09-17,2026-09-17T05:07:44.862543
BBIO,LONG,CONVICTION,94.3,BULL_BOUNCE_PENDING,68.7,64.97,75.86,,26,1.92,FAVORABLE,68.7,MARKET,20,CONVICTION,2026-09-17,2026-09-17T04:55:10.965764
HP,LONG,CONVICTION,94.0,BULL_BOUNCE_PENDING,41.4,39.33,44.63,46.72,48,1.56,FAVORABLE,41.4044,MARKET,20,COMPRESSION,2026-09-17,2026-09-17T04:45:35.863998
ATAT,LONG,CONVICTION,94.0,BULL_BOUNCE_PENDING,32.06,30.46,36.13,36.0,62,2.54,FAVORABLE,32.06,MARKET,20,COMPRESSION,2026-09-17,2026-09-17T04:56:10.480938
MGA,LONG,CONVICTION,93.5,BULL_BOUNCE_PENDING,63.74,60.55,72.0,72.0,31,2.59,FAVORABLE,63.74,MARKET,20,CONVICTION,2026-09-17,2026-09-17T05:05:04.283077
ADPT,LONG,CONVICTION,93.2,BULL_BOUNCE_CONFIRMED,27.88,26.25,29.27,,61,0.85,FAVORABLE,27.88,LIMIT,1,MINOR,2026-09-17,2026-09-17T05:09:12.331496
HBM,LONG,CONVICTION,91.7,BULL_BOUNCE_PENDING,25.48,23.28,26.75,,45,0.58,FAVORABLE,25.4774,MARKET,20,MINOR,2026-09-17,2026-09-17T04:33:34.929675
KVUE,LONG,CONVICTION,91.0,BULL_BOUNCE_PENDING,17.85,16.96,20.51,19.94,112,2.98,FAVORABLE,17.85,MARKET,20,COMPRESSION,2026-09-17,2026-09-17T04:33:10.480897
AAOZ,LONG,CONVICTION,91.0,BULL_BOUNCE_PENDING,14.41,13.69,15.68,16.22,138,1.76,FAVORABLE,14.41,MARKET,20,MINOR,2026-09-17,2026-09-17T04:41:59.498111
ZD,LONG,CONVICTION,91.0,BULL_BOUNCE_PENDING,58.75,55.01,61.69,,26,0.79,FAVORABLE,58.75,MARKET,19,MINOR,2026-09-17,2026-09-17T05:09:34.247131
HRMY,LONG,CONVICTION,90.0,BULL_BOUNCE_PENDING,42.0,38.76,44.1,,30,0.65,FAVORABLE,42.0006,MARKET,20,COMPRESSION,2026-09-17,2026-09-17T05:04:59.189530
NAMI,LONG,CONVICTION,90.0,BULL_BOUNCE_PENDING,2.69,2.49,3.0,,508,1.58,FAVORABLE,2.69,MARKET,13,MINOR,2026-09-17,2026-09-17T05:09:27.858003
WAY,LONG,CONVICTION,89.8,BULL_BOUNCE_PENDING,27.14,25.37,29.98,,56,1.6,FAVORABLE,26.98,STOP,18,COMPRESSION,2026-09-17,2026-09-17T05:03:55.230387
EGO,LONG,CONVICTION,89.5,BULL_BOUNCE_PENDING,42.1,39.36,46.55,,36,1.63,FAVORABLE,41.59,STOP,20,CONVICTION,2026-09-17,2026-09-17T04:57:50.898286
HBAN,LONG,CONVICTION,89.4,BULL_BOUNCE_PENDING,16.75,16.2,17.71,18.22,180,1.73,FAVORABLE,15.9469,STOP,20,COMPRESSION,2026-09-17,2026-09-17T04:36:42.751048
NFLX,LONG,CONVICTION,89.3,BULL_BOUNCE_PENDING,77.88,74.49,85.72,85.85,29,2.31,FAVORABLE,76.6,STOP,20,COMPRESSION,2026-09-17,2026-09-17T04:33:05.260132
