ticker,side,stage,conviction,fem,entry,stop,t1,rr,last_px,high,low,volume,chg_pct,outcome,result_r,n_bearish_total,n_bearish_consumed,fresh_bull_5m_below,entry_ready,ath_pct,ath_bucket,checked_at,scan_date
COHR,LONG,BOUNCED_CLEAN,1,,333.66,311.7852,328.84,,335.260009765625,339.4700012207031,315.0299987792969,7901600.0,0.48,TARGET_HIT,1.5,0,0,0,False,19.2,BELOW,2026-05-22_1324,2026-05-08
SHLS,LONG,BOUNCED_WAITING,3,1.54,8.8,7.7944,10.35,1.54,8.84000015258789,8.970000267028809,8.010000228881836,8526600.0,0.45,WINNING,0.04,30,0,0,False,22.5,BELOW,2026-05-22_1324,2026-05-08
SABR,LONG,BOUNCED_WAITING,2,1.73,2.07,1.9661,2.25,1.73,2.059999942779541,2.2049999237060547,1.9800000190734863,10929100.0,-0.48,LOSING,-0.1,5,0,0,False,41.2,DEEP_BELOW,2026-05-22_1324,2026-05-08
LSCC,LONG,BOUNCED_CLEAN,3,,126.89,114.3763,126.81,,127.19000244140625,127.29000091552734,122.06999969482422,2790600.0,0.24,TARGET_HIT,1.5,0,0,0,False,10.3,BELOW,2026-05-22_1324,2026-05-08
TSSI,LONG,BOUNCED_CLEAN,4,,12.08,10.4291,12.08,,12.020000457763672,12.079999923706055,10.3100004196167,5796200.0,-0.5,STOPPED,-1.0,0,0,0,False,62.2,DEEP_BELOW,2026-05-22_1324,2026-05-08
PUMP,LONG,BOUNCED_WAITING,1,3.26,16.0,15.0798,19.0,3.26,15.680000305175781,15.960000038146973,15.32699966430664,3773700.0,-2.0,LOSING,-0.35,21,0,0,False,13.5,BELOW,2026-05-22_1324,2026-05-08
PUMP,LONG,BOUNCED_WAITING,1,1.21,16.0,15.0798,17.11,1.21,15.680000305175781,15.960000038146973,15.32699966430664,3773700.0,-2.0,LOSING,-0.35,11,0,0,False,13.5,BELOW,2026-05-22_1324,2026-05-08
XNDU,LONG,BOUNCED_WAITING,1,5.99,15.94,12.6263,35.8,5.99,15.710000038146973,18.309999465942383,15.0,11581500.0,-1.44,LOSING,-0.07,48,0,0,False,62.4,DEEP_BELOW,2026-05-22_1324,2026-05-08
XNDU,LONG,BOUNCED_WAITING,1,5.83,15.94,12.6263,35.25,5.83,15.710000038146973,18.309999465942383,15.0,11581500.0,-1.44,LOSING,-0.07,32,0,0,False,62.4,DEEP_BELOW,2026-05-22_1324,2026-05-08
ARM,LONG,BOUNCED_CLEAN,2,2.54,212.25,208.2626,222.395,2.54,213.27000427246094,222.0,211.0,11610300.0,0.48,WINNING,0.26,0,0,0,False,28.9,BELOW,2026-05-22_1324,2026-05-08
TSSI,LONG,BOUNCED_WAITING,4,2.0,12.08,9.1916,17.85,2.0,12.020000457763672,12.079999923706055,10.3100004196167,5796200.0,-0.5,LOSING,-0.02,52,0,0,False,62.2,DEEP_BELOW,2026-05-22_1324,2026-05-08
CTNT,LONG,BOUNCED_WAITING,3,5.24,2.82,2.5549,4.21,5.24,2.9200000762939453,3.130000114440918,2.609999895095825,7594200.0,3.55,WINNING,0.38,5,0,0,False,99.4,DEEP_BELOW,2026-05-22_1324,2026-05-08
WGS,LONG,BOUNCED_CLEAN,1,,40.3195,33.6675,37.46,,40.77000045776367,41.630001068115234,37.57099914550781,2106100.0,1.12,TARGET_HIT,1.5,0,0,0,False,76.4,DEEP_BELOW,2026-05-22_1324,2026-05-08
PGY,LONG,BOUNCED_WAITING,2,1.62,15.16,14.3712,16.44,1.62,15.1899995803833,15.869999885559082,14.458000183105469,6044600.0,0.2,WINNING,0.04,9,0,0,False,66.3,DEEP_BELOW,2026-05-22_1324,2026-05-08
HUBS,LONG,BOUNCED_WAITING,5,6.18,197.43,187.7388,257.3,6.18,197.33999633789062,198.08999633789062,180.5,6513600.0,-0.05,STOPPED,-1.0,30,0,0,False,68.8,DEEP_BELOW,2026-05-22_1324,2026-05-08
HUBS,LONG,BOUNCED_WAITING,5,6.95,197.43,187.7388,264.81,6.95,197.33999633789062,198.08999633789062,180.5,6513600.0,-0.05,STOPPED,-1.0,30,0,0,False,68.8,DEEP_BELOW,2026-05-22_1324,2026-05-08
APP,LONG,BOUNCED_CLEAN,2,4.56,465.51,447.114,549.37,4.56,468.54998779296875,495.0,447.4750061035156,7766900.0,0.65,WINNING,0.17,0,0,0,False,37.6,DEEP_BELOW,2026-05-22_1324,2026-05-08
BRBR,LONG,BOUNCED_WAITING,3,7.91,10.4889,9.5209,18.15,7.91,10.3100004196167,10.770000457763672,10.142999649047852,6097700.0,-1.71,LOSING,-0.18,25,0,0,False,83.6,DEEP_BELOW,2026-05-22_1324,2026-05-08
DIS,LONG,BOUNCED_CLEAN,0,2.01,107.57,104.0714,114.6,2.01,108.0199966430664,109.20999908447266,107.54000091552734,8370000.0,0.42,WINNING,0.13,0,0,0,False,13.7,BELOW,2026-05-22_1324,2026-05-08
HUBS,LONG,BOUNCED_WAITING,5,1.71,197.43,187.7388,214.0,1.71,197.33999633789062,198.08999633789062,180.5,6513600.0,-0.05,STOPPED,-1.0,16,0,0,False,68.8,DEEP_BELOW,2026-05-22_1324,2026-05-08
PLTR,LONG,BOUNCED_CLEAN,0,1.13,137.2,132.1053,142.98,1.13,137.8000030517578,137.8800048828125,133.02000427246094,41745400.0,0.44,WINNING,0.12,0,0,0,False,33.9,DEEP_BELOW,2026-05-22_1324,2026-05-08
DIS,LONG,BOUNCED_CLEAN,0,15.88,107.57,107.0844,115.28,15.88,108.0199966430664,109.20999908447266,107.54000091552734,8370000.0,0.42,WINNING,0.93,0,0,0,False,13.7,BELOW,2026-05-22_1324,2026-05-08
BRBR,LONG,BOUNCED_WAITING,3,8.59,10.4889,9.5209,18.8,8.59,10.3100004196167,10.770000457763672,10.142999649047852,6097700.0,-1.71,LOSING,-0.18,30,0,0,False,83.6,DEEP_BELOW,2026-05-22_1324,2026-05-08
BRBR,LONG,BOUNCED_WAITING,3,7.81,10.4889,9.5209,18.0534,7.81,10.3100004196167,10.770000457763672,10.142999649047852,6097700.0,-1.71,LOSING,-0.18,25,0,0,False,83.6,DEEP_BELOW,2026-05-22_1324,2026-05-08
BRBR,LONG,BOUNCED_WAITING,3,7.95,10.4889,9.5209,18.18,7.95,10.3100004196167,10.770000457763672,10.142999649047852,6097700.0,-1.71,LOSING,-0.18,25,0,0,False,83.6,DEEP_BELOW,2026-05-22_1324,2026-05-08
PYPL,LONG,BOUNCED_WAITING,1,13.83,45.405,44.7104,55.01,13.83,45.369998931884766,46.369998931884766,45.33000183105469,14073700.0,-0.08,LOSING,-0.05,4,0,0,False,42.9,DEEP_BELOW,2026-05-22_1324,2026-05-08
DASH,LONG,BOUNCED_CLEAN,1,6.01,163.73,159.0801,191.66,6.01,163.92999267578125,171.35000610351562,162.0,6027500.0,0.12,WINNING,0.04,0,0,0,False,42.7,DEEP_BELOW,2026-05-22_1324,2026-05-08
UPST,LONG,BOUNCED_WAITING,0,2.02,28.93,26.3472,34.16,2.02,28.959999084472656,30.350000381469727,28.579999923706055,4636200.0,0.1,WINNING,0.01,15,0,0,False,66.9,DEEP_BELOW,2026-05-22_1324,2026-05-08
BRBR,LONG,BOUNCED_WAITING,3,7.57,10.4889,9.5209,17.82,7.57,10.3100004196167,10.770000457763672,10.142999649047852,6097700.0,-1.71,LOSING,-0.18,20,0,0,False,83.6,DEEP_BELOW,2026-05-22_1324,2026-05-08
BRBR,LONG,BOUNCED_WAITING,3,2.65,10.4889,9.5209,13.05,2.65,10.3100004196167,10.770000457763672,10.142999649047852,6097700.0,-1.71,LOSING,-0.18,9,0,0,False,83.6,DEEP_BELOW,2026-05-22_1324,2026-05-08
WGS,LONG,BOUNCED_WAITING,1,4.31,40.3195,33.6675,69.0,4.31,40.77000045776367,41.630001068115234,37.57099914550781,2106100.0,1.12,WINNING,0.07,30,0,0,False,76.4,DEEP_BELOW,2026-05-22_1324,2026-05-08
WGS,LONG,BOUNCED_WAITING,1,4.18,40.3195,33.6675,68.12,4.18,40.77000045776367,41.630001068115234,37.57099914550781,2106100.0,1.12,WINNING,0.07,21,0,0,False,76.4,DEEP_BELOW,2026-05-22_1324,2026-05-08
WSC,LONG,BOUNCED_CLEAN,3,,28.19,23.1935,26.64,,28.100000381469727,28.7549991607666,25.479999542236328,13336200.0,-0.32,TARGET_HIT,1.5,0,0,0,False,11.6,BELOW,2026-05-22_1324,2026-05-08
