ticker,side,tier,fem,mode,entry,stop,t1,last_px,high,low,volume,chg_pct,outcome,result_r,stop_adjusted,checked_at,scan_date
BYND,Long,T3-LONG_WATCH,41,PULLBACK,1.16,1.065,1.755,1.0,1.4,1.01,353112819.0,-13.79,STOPPED,-1.0,False,2026-04-21_1433,2026-04-21_0537
SLDP,Long,T2-LONG,100,PULLBACK,3.07,2.9003,3.79,3.63,3.965,3.5,0.0,18.24,NO_FILL,0.0,False,2026-04-21_1433,2026-04-21_0537
OCG,Long,T1-STRONG_LONG,100,PULLBACK,0.7798,0.7042,0.931,0.7151,0.8831,0.6872,0.0,-8.3,STOPPED,-1.0,False,2026-04-21_1433,2026-04-21_0537
EFOI,Long,T1-STRONG_LONG,100,PULLBACK,5.0,0.635,13.73,4.6,6.0,4.53,645967934.0,-8.0,LOSING,-0.09,False,2026-04-21_1433,2026-04-21_0537
ORBS,Long,T2-LONG,35,PULLBACK,1.01,0.9212,1.1876,0.9472,1.08,0.921,45368335.0,-6.22,STOPPED,-1.0,False,2026-04-21_1433,2026-04-21_0537
SMR,Long,T1-STRONG_LONG,100,PULLBACK,11.86,11.1356,18.47,12.0,12.95,11.55,0.0,1.18,WINNING,0.19,False,2026-04-21_1433,2026-04-21_0537
PLUG,Long,T3-LONG_WATCH,50,PULLBACK,3.0399,2.9421,3.38,3.105,3.26,3.05,0.0,2.14,NO_FILL,0.0,False,2026-04-21_1433,2026-04-21_0537
ISPC,Long,T2-LONG,64,BOUNCE,0.1332,0.0665,0.2666,0.141,0.1496,0.126,1972437839.0,5.86,WINNING,0.12,False,2026-04-21_1433,2026-04-21_0537
TOVX,Long,T1-STRONG_LONG,100,BOUNCE,0.41,0.1802,0.8696,0.335,0.364,0.3009,1517414290.0,-18.29,LOSING,-0.33,False,2026-04-21_1433,2026-04-21_0537
IONQ,Long,T1-STRONG_LONG,100,PULLBACK,44.59,41.9525,65.4,46.91,48.73,45.72,0.0,5.2,NO_FILL,0.0,False,2026-04-21_1433,2026-04-21_0537
