ticker,side,stage,conviction,fem,entry,stop,t1,rr,last_px,high,low,volume,chg_pct,outcome,result_r,n_bearish_total,n_bearish_consumed,fresh_bull_5m_below,entry_ready,ath_pct,ath_bucket,checked_at,scan_date
TMUS,LONG,ALL_EATEN,3,1.62,191.5,191.0,192.31,1.62,196.05999755859375,198.27999877929688,195.38999938964844,3451200.0,2.38,NO_FILL,0.0,1,1,0,False,26.8,BELOW,2026-05-22_1323,2026-05-01
OBE,LONG,ALL_EATEN,4,,13.09,12.7545,12.8,,14.199999809265137,14.369999885559082,13.649999618530273,1661300.0,8.48,NO_FILL,0.0,1,1,0,False,10.3,BELOW,2026-05-22_1323,2026-05-01
VSTM,LONG,ALL_EATEN,4,,5.78,5.39,5.49,,5.840000152587891,5.889999866485596,5.349999904632568,2040200.0,1.04,TARGET_HIT,1.5,3,3,0,False,48.6,DEEP_BELOW,2026-05-22_1323,2026-05-01
VSTM,LONG,ALL_EATEN,4,,6.35,6.19,6.2,,5.840000152587891,5.889999866485596,5.349999904632568,2040200.0,-8.03,STOPPED,-1.0,9,9,0,False,43.6,DEEP_BELOW,2026-05-22_1323,2026-05-01
SLDE,LONG,ALL_EATEN,3,16.0,18.23,18.22,18.39,16.0,18.6200008392334,18.899999618530273,18.200000762939453,2120400.0,2.14,TARGET_HIT,1.5,1,1,0,False,29.6,BELOW,2026-05-22_1323,2026-05-01
JTAI,LONG,ALL_EATEN,3,,7.7,7.52,7.55,,7.03000020980835,7.449999809265137,6.710000038146973,552700.0,-8.7,STOPPED,-1.0,6,6,0,False,99.2,DEEP_BELOW,2026-05-22_1323,2026-05-01
JTAI,LONG,ALL_EATEN,3,,7.7,7.49,7.52,,7.03000020980835,7.449999809265137,6.710000038146973,552700.0,-8.7,STOPPED,-1.0,3,3,0,False,99.2,DEEP_BELOW,2026-05-22_1323,2026-05-01
MXL,LONG,ALL_EATEN,3,8.57,52.17,51.0,62.2,8.57,77.18000030517578,80.05999755859375,68.22000122070312,8019900.0,47.94,NO_FILL,0.0,1,1,0,False,50.0,DEEP_BELOW,2026-05-22_1323,2026-05-01
BRBR,LONG,ALL_EATEN,3,4.6,15.78,15.73,16.01,4.6,17.200000762939453,18.43000030517578,17.149999618530273,3838000.0,9.0,NO_FILL,0.0,1,1,0,False,75.3,DEEP_BELOW,2026-05-22_1323,2026-05-01
CMPX,LONG,ALL_EATEN,3,,5.6,5.3,5.35,,1.9600000381469727,2.009999990463257,1.75,10661900.0,-65.0,STOPPED,-1.0,1,1,0,False,18.6,BELOW,2026-05-22_1323,2026-05-01
CMPX,LONG,ALL_EATEN,3,4.24,1.83,1.7899,2.0,4.24,1.9600000381469727,2.009999990463257,1.75,10661900.0,7.1,TARGET_HIT,1.5,1,1,0,False,73.4,DEEP_BELOW,2026-05-22_1323,2026-05-01
UEC,LONG,ALL_EATEN,3,,14.76,14.66,14.69,,14.9399995803833,14.989999771118164,14.430000305175781,6262800.0,1.22,TARGET_HIT,1.5,2,2,0,False,27.4,BELOW,2026-05-22_1323,2026-05-01
ASTC,LONG,ALL_EATEN,2,,3.56,3.32,3.34,,2.9700000286102295,3.200000047683716,2.9200000762939453,74900.0,-16.57,STOPPED,-1.0,1,1,0,False,55.6,DEEP_BELOW,2026-05-22_1323,2026-05-01
ASTC,LONG,ALL_EATEN,2,,3.3316,3.29,3.31,,2.9700000286102295,3.200000047683716,2.9200000762939453,74900.0,-10.85,STOPPED,-1.0,16,16,0,False,58.4,DEEP_BELOW,2026-05-22_1323,2026-05-01
ASTC,LONG,EATING_42/56,2,9.5,3.51,3.49,3.7,9.5,2.9700000286102295,3.200000047683716,2.9200000762939453,74900.0,-15.38,STOPPED,-1.0,56,42,0,False,56.2,DEEP_BELOW,2026-05-22_1323,2026-05-01
ISPC,LONG,BOUNCED_CLEAN,4,,6.36,6.15,6.29,,5.619999885559082,6.769999980926514,4.795000076293945,9615800.0,-11.64,TARGET_HIT,1.5,0,0,0,False,95.0,DEEP_BELOW,2026-05-22_1323,2026-05-01
SLDE,LONG,BOUNCED_CLEAN,3,,18.44,17.92,17.99,,18.6200008392334,18.899999618530273,18.200000762939453,2120400.0,0.98,TARGET_HIT,1.5,0,0,0,False,28.8,BELOW,2026-05-22_1323,2026-05-01
SLDE,LONG,BOUNCED_CLEAN,3,,18.505,18.27,18.47,,18.6200008392334,18.899999618530273,18.200000762939453,2120400.0,0.62,TARGET_HIT,1.5,0,0,0,False,28.6,BELOW,2026-05-22_1323,2026-05-01
TMUS,LONG,BOUNCED_CLEAN,3,,190.39,189.8,190.21,,196.05999755859375,198.27999877929688,195.38999938964844,3451200.0,2.98,NO_FILL,0.0,0,0,0,False,27.2,BELOW,2026-05-22_1323,2026-05-01
MARA,LONG,BOUNCED_CLEAN,3,5.91,10.74,10.63,11.39,5.91,11.460000038146973,12.369999885559082,11.380000114440918,51115300.0,6.7,NO_FILL,0.0,0,0,0,False,54.2,DEEP_BELOW,2026-05-22_1323,2026-05-01
POET,LONG,BOUNCED_CLEAN,3,1.65,9.56,8.12,11.94,1.65,7.309999942779541,7.480000019073486,6.690000057220459,25926300.0,-23.54,STOPPED,-1.0,0,0,0,False,54.1,DEEP_BELOW,2026-05-22_1323,2026-05-01
AMAT,LONG,BOUNCED_CLEAN,3,9.0,391.0,390.0,400.0,9.0,389.0799865722656,398.6400146484375,386.20001220703125,4586500.0,-0.49,STOPPED,-1.0,0,0,0,False,12.8,BELOW,2026-05-22_1323,2026-05-01
AMAT,LONG,BOUNCED_CLEAN,3,6.7,391.0,390.0,397.7,6.7,389.0799865722656,398.6400146484375,386.20001220703125,4586500.0,-0.49,TARGET_HIT,1.5,0,0,0,False,12.8,BELOW,2026-05-22_1323,2026-05-01
AMAT,LONG,BOUNCED_CLEAN,3,8.0,401.0,400.5,405.0,8.0,389.0799865722656,398.6400146484375,386.20001220703125,4586500.0,-2.97,STOPPED,-1.0,0,0,0,False,10.6,BELOW,2026-05-22_1323,2026-05-01
AMAT,LONG,BOUNCED_CLEAN,3,2.04,401.0,400.5,402.02,2.04,389.0799865722656,398.6400146484375,386.20001220703125,4586500.0,-2.97,STOPPED,-1.0,0,0,0,False,10.6,BELOW,2026-05-22_1323,2026-05-01
BRBR,LONG,BOUNCED_CLEAN,3,3.57,14.785,14.54,15.66,3.57,17.200000762939453,18.43000030517578,17.149999618530273,3838000.0,16.33,NO_FILL,0.0,0,0,0,False,76.8,DEEP_BELOW,2026-05-22_1323,2026-05-01
GEV,LONG,BOUNCED_CLEAN,3,,1017.0,975.1,995.51,,1062.949951171875,1093.6800537109375,1062.0,1890400.0,4.52,NO_FILL,0.0,0,0,0,False,14.0,BELOW,2026-05-22_1323,2026-05-01
VELO,LONG,BOUNCED_CLEAN,2,4.92,14.86,14.74,15.45,4.92,13.510000228881836,14.029000282287598,13.140000343322754,1296800.0,-9.08,STOPPED,-1.0,0,0,0,False,37.7,DEEP_BELOW,2026-05-22_1323,2026-05-01
VELO,LONG,BOUNCED_CLEAN,2,1.0,15.65,14.79,16.51,1.0,13.510000228881836,14.029000282287598,13.140000343322754,1296800.0,-13.67,STOPPED,-1.0,0,0,0,False,34.4,DEEP_BELOW,2026-05-22_1323,2026-05-01
TMUS,LONG,BOUNCED_WAITING,3,215.67,190.54,190.51,197.01,215.67,196.05999755859375,198.27999877929688,195.38999938964844,3451200.0,2.9,NO_FILL,0.0,2,0,0,False,27.2,BELOW,2026-05-22_1323,2026-05-01
TMUS,LONG,BOUNCED_WAITING,3,15.33,196.02,195.06,210.74,15.33,196.05999755859375,198.27999877929688,195.38999938964844,3451200.0,0.02,WINNING,0.04,8,0,0,False,25.1,BELOW,2026-05-22_1323,2026-05-01
TMUS,LONG,BOUNCED_WAITING,3,13.51,196.02,195.06,208.99,13.51,196.05999755859375,198.27999877929688,195.38999938964844,3451200.0,0.02,WINNING,0.04,7,0,0,False,25.1,BELOW,2026-05-22_1323,2026-05-01
TMUS,LONG,BOUNCED_WAITING,3,7.37,196.02,195.06,203.1,7.37,196.05999755859375,198.27999877929688,195.38999938964844,3451200.0,0.02,WINNING,0.04,4,0,0,False,25.1,BELOW,2026-05-22_1323,2026-05-01
TMUS,LONG,BOUNCED_WAITING,3,7.27,196.02,195.06,203.0,7.27,196.05999755859375,198.27999877929688,195.38999938964844,3451200.0,0.02,WINNING,0.04,3,0,0,False,25.1,BELOW,2026-05-22_1323,2026-05-01
TMUS,LONG,BOUNCED_WAITING,3,7.23,196.02,195.06,202.96,7.23,196.05999755859375,198.27999877929688,195.38999938964844,3451200.0,0.02,WINNING,0.04,2,0,0,False,25.1,BELOW,2026-05-22_1323,2026-05-01
AMAT,LONG,BOUNCED_WAITING,3,10.2,391.0,390.0,401.2,10.2,389.0799865722656,398.6400146484375,386.20001220703125,4586500.0,-0.49,STOPPED,-1.0,1,0,0,False,12.8,BELOW,2026-05-22_1323,2026-05-01
GEV,LONG,BOUNCED_WAITING,3,23.28,1099.79,1098.75,1124.0,23.28,1062.949951171875,1093.6800537109375,1062.0,1890400.0,-3.35,STOPPED,-1.0,1,0,0,False,7.0,NEAR_HIGH,2026-05-22_1323,2026-05-01
