ticker,side,pm_gap_down_pct,pm_last_drop_pct,pm_high,pm_low,pm_open,pm_last,pm_vol,avg_pm_vol_5d,rel_vol,position_in_range,holding_weak,prev_close,est_open,stop,target,shares,risk_dollars,score,sector_mult,sector_label,state,lifecycle_phase,gap_tier,atr_14,float_m,borrow_risk
GCDT,SHORT,32.97,29.56,0.8431,0.61,0.7494,0.641,4814423,15273,315.22,0.13,True,0.91,0.641,0.6474,0.6282,15600,100.0,304.3447,1.0,,SHORT_GENESIS,SHORT_GENESIS,EXTREME,0.1003,19.23,"EXTREME (sub-$1.50, locate often unavailable or > $5/share/day)"
LABT,SHORT,15.14,6.42,2.9,1.85,2.3,2.04,3025419,370174,8.17,0.18,True,2.18,2.04,2.0604,1.9992,4901,99.98,61.915,1.0,,SHORT_GENESIS,SHORT_GENESIS,STRETCHED,0.2882,2.37,HIGH (low-priced low-float — verify locate before entering)
SNAP,SHORT,4.24,1.15,5.4789,5.2,5.4698,5.3677,2114721,382547,5.53,0.6,False,5.43,5.3677,5.4214,5.2603,1862,99.95,10.3155,1.0,,SHORT_GENESIS,SHORT_GENESIS,IN_BAND,0.3214,1691.2,LOW
