ticker,side,mode,tier,fem,entry,stop,t1,t_partial,rr,risk,last_close,dist_pct,proximity,cluster_gaps,cluster_tfs,tfs,cluster_top,cluster_bot,path,gap_quality,total_genesis,vol_ratio_today,vol_ratio_3d,hot_days,move_pct,total_gaps,n_timeframes,float_m,float_label,float_rotation,fractal_50,prev_close,today_open,gap_pct,price_zone_50,cluster_zone_50,va_depth,va_layers,conviction_ticks,clean_air_pct,va_grade,stop_adjusted,vol_ratio,vol_hot,news
QS,Long,PULLBACK,T1-STRONG_LONG,100,7.31,6.7706,8.3888,,2.0,0.5394,7.31,3.1,APPROACH,4,4,"10m,15m,30m,5m",7.08,6.98,OPEN_ROAD,EXCITED,31413184.0,1.7,1.4,0.0,10.6,25.0,8.0,483.24,MEGA,0.03,7.075,6.98,7.17,2.7,PREMIUM,DISCOUNT,250,5,199,3.7,C,,,,
OKLO,Long,PULLBACK,T1-STRONG_LONG,84,65.19,60.7899,74.48,,2.1,4.4001,72.41,10.0,WAITING,6,6,"10m,15m,1h,30m,4h,5m",65.19,62.67,HIGHWAY,EXCITED,1000119358.0,1.6,1.4,1.0,22.0,42.0,8.0,123.73,HIGH,0.1,63.9,62.61,65.19,4.1,PREMIUM,MID,7739,8,1989,2.9,C,,,,
LUMN,Long,PULLBACK,T3-LONG_WATCH,86,9.26,8.4584,10.8632,,2.0,0.8016,9.26,3.9,APPROACH,2,2,"1d,4h",8.9,8.72,HIGHWAY,EXCITED,250482301.0,1.4,0.9,0.0,13.7,20.0,8.0,943.58,MEGA,0.01,8.815,8.73,8.9,1.9,PREMIUM,MID,288,6,23,12.1,A,,,,
WTI,Long,PULLBACK,T3-LONG_WATCH,65,3.68,3.5114,4.0172,,2.0,0.1686,3.9,5.6,APPROACH,2,2,"1m,30m",3.68,3.62,HIGHWAY,EXCITED,982297.0,1.8,1.1,0.0,42.5,36.0,8.0,98.28,HIGH,0.17,3.245,3.24,3.25,0.3,FLAT,FLAT,87,17,72,99.9,C,,,,
SATL,Long,PULLBACK,T2-LONG,91,6.765,6.5135,7.2679,,2.0,0.2515,7.24,6.6,APPROACH,2,2,"1h,30m",6.765,6.715,HIGHWAY,EXCITED,17041514.0,1.1,0.8,0.0,27.3,29.0,8.0,85.43,HIGH,0.16,7.325,7.21,7.44,3.2,DISCOUNT,DISCOUNT,195,15,105,99.9,B,,,,
RCAT,Long,PULLBACK,T1-STRONG_LONG,92,13.55,12.2365,16.1769,,2.0,1.3135,13.55,4.7,APPROACH,5,5,"10m,15m,1d,30m,5m",12.91,12.615,OPEN_ROAD,EXCITED,549954788.0,1.3,1.1,0.0,15.0,25.0,8.0,107.2,HIGH,0.12,12.74,12.57,12.91,2.7,PREMIUM,MID,329,9,212,15.0,A,,,,
LWLG,Long,PULLBACK,T1-STRONG_LONG,100,13.75,12.505,16.24,,2.0,1.245,15.16,9.3,WAITING,3,3,"10m,15m,5m",13.75,12.92,HIGHWAY,EXCITED,338144127.0,1.7,1.5,0.0,39.3,37.0,8.0,146.53,HIGH,0.08,13.35,12.91,13.79,6.8,PREMIUM,MID,804,18,463,99.9,A,,,,
RR,Long,PULLBACK,T3-LONG_WATCH,51,2.77,2.5803,3.1494,,2.0,0.1897,2.77,3.7,APPROACH,1,1,1m,2.6688,2.6601,OPEN_ROAD,EXCITED,59720.0,1.7,1.5,0.0,21.6,41.0,8.0,141.25,HIGH,0.09,2.56,2.53,2.59,2.4,PREMIUM,PREMIUM,141,8,58,6.5,B,,,,
ARM,Long,PULLBACK,T1-STRONG_LONG,99,180.0,170.2253,199.5494,,2.0,9.7747,196.57,8.4,WAITING,7,7,"10m,15m,1d,1h,30m,4h,5m",180.0,175.49,HIGHWAY,EXCITED,6641895537.0,1.6,1.1,0.0,25.4,46.0,8.0,136.56,HIGH,0.07,177.745,175.49,180.0,2.6,PREMIUM,MID,17084,9,2641,99.9,A,,,,
UUUU,Long,PULLBACK,T1-STRONG_LONG,98,21.09,19.9044,23.4612,,2.0,1.1856,22.63,6.8,APPROACH,5,5,"10m,15m,1h,4h,5m",21.09,20.52,HIGHWAY,EXCITED,222451474.0,1.2,1.1,0.0,13.5,37.0,8.0,238.62,MEGA,0.04,20.805,20.52,21.09,2.8,PREMIUM,MID,1221,15,406,6.5,B,,,,
UEC,Long,PULLBACK,T1-STRONG_LONG,100,15.15,14.0553,17.69,,2.3,1.0947,15.15,3.2,APPROACH,3,3,"10m,15m,5m",14.6589,14.49,HIGHWAY,EXCITED,30319766.0,1.4,1.1,0.0,8.8,21.0,8.0,481.56,MEGA,0.02,14.625,14.45,14.8,2.4,PREMIUM,MID,352,8,75,16.8,A,,,,
NRGV,Long,PULLBACK,T2-LONG,100,4.41,4.0837,5.9,,4.6,0.3263,4.41,4.3,APPROACH,3,3,"15m,1m,5m",4.22,4.21,HIGHWAY,EXCITED,604217.0,2.0,1.5,1.0,31.2,38.0,8.0,140.63,HIGH,0.04,4.0,3.97,4.03,1.5,PREMIUM,PREMIUM,144,15,49,33.8,B,,,,
CLOV,Long,PULLBACK,T1-STRONG_LONG,99,2.3,2.1728,2.57,2.4,2.1,0.1272,2.5,8.0,WAITING,4,4,"1d,1h,30m,4h",2.3,2.24,HIGHWAY,EXCITED,100568257.0,1.5,1.5,1.0,16.6,59.0,8.0,406.66,MEGA,0.02,2.4,2.39,2.41,0.8,PREMIUM,DISCOUNT,86,9,60,2.8,C,,,,
BLDP,Long,PULLBACK,T1-STRONG_LONG,97,3.22,3.0167,3.6266,,2.0,0.2033,3.5,8.0,WAITING,7,7,"10m,15m,1d,1h,30m,4h,5m",3.22,3.11,HIGHWAY,EXCITED,66494045.0,2.2,1.8,1.0,25.5,45.0,8.0,300.58,MEGA,0.02,3.16,3.1,3.22,3.9,PREMIUM,MID,207,15,159,99.9,A,,,,
SHLS,Long,PULLBACK,T1-STRONG_LONG,99,7.06,6.6639,8.33,,3.2,0.3961,7.5,5.9,APPROACH,5,5,"10m,15m,1h,30m,5m",7.06,6.87,HIGHWAY,EXCITED,34868461.0,1.6,1.1,0.0,14.9,23.0,8.0,166.41,HIGH,0.03,7.005,6.87,7.14,3.9,PREMIUM,MID,323,6,95,11.1,A,,,,
KOPN,Long,PULLBACK,T1-STRONG_LONG,94,3.0,2.7839,3.7,,3.2,0.2161,3.21,6.5,APPROACH,7,7,"10m,15m,1d,1h,30m,4h,5m",3.0,2.87,HIGHWAY,EXCITED,144110198.0,1.6,0.9,0.0,19.9,37.0,8.0,152.31,HIGH,0.04,2.925,2.85,3.0,5.3,PREMIUM,MID,134,9,115,15.3,B,,,,
ENVX,Long,PULLBACK,T1-STRONG_LONG,86,7.0,6.3438,8.3124,,2.0,0.6562,7.0,3.6,APPROACH,6,6,"10m,15m,1h,30m,4h,5m",6.75,6.54,OPEN_ROAD,EXCITED,54089631.0,1.2,1.0,0.0,14.9,30.0,8.0,187.88,HIGH,0.03,6.64,6.53,6.75,3.4,PREMIUM,MID,171,6,147,6.9,B,,,,
ASST,Long,BOUNCE,T1-STRONG_LONG,100,16.66,14.875,24.6,,4.4,1.785,16.66,1.8,CLOSE,7,7,"10m,15m,1d,1h,30m,4h,5m",16.36,15.37,HIGHWAY,EXCITED,529999976.0,1.8,1.3,1.0,39.5,59.0,8.0,56.6,HIGH,0.09,15.85,15.31,16.39,7.1,PREMIUM,MID,1942,11,1529,47.7,A,,,,
HCAI,Long,PULLBACK,T1-STRONG_LONG,100,8.96,8.5467,15.6242,,16.1,0.4133,9.74,8.0,WAITING,4,3,"10m,1m,5m",8.96,8.811,OPEN_ROAD,EXCITED,371677.0,2.1,0.8,1.0,135.2,109.0,8.0,0.16,NANO,6.92,7.715,6.79,8.64,27.2,PREMIUM,PREMIUM,1338,14,437,60.4,A,,,,
UMAC,Long,PULLBACK,T1-STRONG_LONG,78,16.45,14.9186,19.5128,,2.0,1.5314,16.45,4.0,APPROACH,7,7,"10m,15m,1d,1h,30m,4h,5m",15.8,15.38,OPEN_ROAD,EXCITED,381149333.0,1.2,1.1,0.0,26.3,30.0,8.0,36.19,MED,0.13,15.585,15.37,15.8,2.8,PREMIUM,MID,554,7,535,3.8,C,,,,
HUN,Long,BOUNCE,T3-LONG_WATCH,61,13.86,13.3278,14.9244,,2.0,0.5322,13.86,0.5,CLOSE,1,1,1d,13.79,13.74,HIGHWAY,EXCITED,18770595.0,1.1,0.8,0.0,8.2,13.0,8.0,151.77,HIGH,0.02,13.765,13.74,13.79,0.4,FLAT,FLAT,196,6,169,99.9,B,,,,
ABCL,Long,BOUNCE,T1-STRONG_LONG,100,4.08,3.8218,5.155,,4.2,0.2582,4.08,0.7,CLOSE,8,7,"10m,15m,1d,1h,30m,4h,5m",4.05,3.94,HIGHWAY,EXCITED,61174211.0,1.7,1.5,0.0,11.5,34.0,8.0,206.79,MEGA,0.02,4.02,3.99,4.05,1.5,PREMIUM,DISCOUNT,153,9,65,26.3,B,,,,
MXL,Long,BOUNCE,T1-STRONG_LONG,100,33.89,30.7781,40.1138,33.9,2.0,3.1119,33.89,1.1,CLOSE,3,3,"1d,30m,4h",33.52,31.73,HIGHWAY,EXCITED,2110390724.0,2.2,3.9,4.0,68.9,68.0,8.0,81.43,HIGH,0.04,33.9,33.7,34.1,1.2,MID,DISCOUNT,2379,16,607,99.9,A,,,,
RCUS,Long,PULLBACK,T1-STRONG_LONG,96,24.85,23.8911,27.57,,2.8,0.9589,26.62,6.6,APPROACH,7,7,"10m,15m,1d,1h,30m,4h,5m",24.85,24.63,HIGHWAY,EXCITED,62401129.0,3.9,3.1,2.0,41.8,27.0,8.0,88.65,HIGH,0.03,24.76,24.52,25.0,2.0,PREMIUM,MID,334,13,202,3.6,C,,,,
SPRY,Long,PULLBACK,T1-STRONG_LONG,100,7.96,7.6242,8.77,,2.4,0.3358,8.4,5.2,APPROACH,6,6,"10m,15m,1h,30m,4h,5m",7.96,7.86,HIGHWAY,EXCITED,11544250.0,3.1,1.6,1.0,10.5,21.0,8.0,41.04,MED,0.08,7.9,7.84,7.96,1.5,PREMIUM,MID,137,2,11,4.4,C,,,,
RHI,Long,BOUNCE,T1-STRONG_LONG,100,29.47,27.5189,33.66,,2.1,1.9511,29.47,2.1,CLOSE,4,4,"1d,1h,30m,4h",28.85,28.37,HIGHWAY,EXCITED,192070032.0,1.4,1.2,0.0,15.0,25.0,8.0,89.37,HIGH,0.03,28.91,28.91,28.91,0.0,FLAT,FLAT,608,5,125,14.2,A,,,,
TWLO,Long,PULLBACK,T1-STRONG_LONG,100,139.0,132.8512,151.2976,148.705,2.0,6.1488,150.45,7.6,WAITING,2,2,"1d,4h",139.0,136.96,HIGHWAY,EXCITED,288364593.0,1.7,1.2,0.0,14.5,26.0,8.0,144.95,HIGH,0.01,148.705,145.3,152.11,4.7,PREMIUM,DISCOUNT,2556,6,802,99.9,A,,,,
CRVS,Long,PULLBACK,T2-LONG,100,16.325,14.6153,19.7444,17.475,2.0,1.7097,17.85,8.5,WAITING,2,2,"1d,4h",16.325,15.1852,OPEN_ROAD,EXCITED,227596704.0,3.3,2.0,2.0,34.2,53.0,8.0,72.22,HIGH,0.03,17.475,17.14,17.81,3.9,PREMIUM,DISCOUNT,2167,12,945,4.1,B,,,,
OBE,Long,PULLBACK,T1-STRONG_LONG,100,12.39,11.5818,14.0064,,2.0,0.8082,12.39,3.4,APPROACH,4,4,"10m,15m,30m,5m",11.97,11.94,HIGHWAY,EXCITED,1154892.0,2.7,2.2,3.0,36.4,44.0,8.0,60.36,HIGH,0.04,11.71,11.7,11.72,0.2,FLAT,FLAT,434,14,129,99.9,A,,,,
TSSI,Long,PULLBACK,T3-LONG_WATCH,81,15.46,14.841,16.698,,2.0,0.619,16.67,7.3,WAITING,2,2,"10m,15m",15.46,15.3,HIGHWAY,EXCITED,2707019.0,1.6,1.1,0.0,20.0,26.0,8.0,20.75,MED,0.1,14.705,14.48,14.93,3.1,PREMIUM,PREMIUM,212,10,188,11.6,A,,,,
SLI,Long,PULLBACK,T1-STRONG_LONG,77,3.65,3.4435,4.063,,2.0,0.2065,3.88,5.9,APPROACH,5,5,"10m,15m,1h,30m,5m",3.65,3.55,HIGHWAY,EXCITED,9399638.0,1.5,1.2,0.0,16.4,21.0,8.0,235.64,MEGA,0.01,3.595,3.54,3.65,3.1,PREMIUM,MID,59,8,49,4.6,C,,,,
CADL,Long,PULLBACK,T3-LONG_WATCH,64,7.34,6.79,8.44,,2.0,0.55,7.34,3.8,APPROACH,1,1,4h,7.06,7.0,HIGHWAY,EXCITED,6624876.0,1.6,2.4,3.0,52.0,29.0,8.0,63.31,HIGH,0.03,7.03,7.0,7.06,0.9,PREMIUM,MID,182,5,177,99.9,B,,,,
OUST,Long,BOUNCE,T2-LONG,84,27.76,26.6847,29.9106,28.145,2.0,1.0753,27.76,0.7,CLOSE,1,1,1m,27.57,27.51,OPEN_ROAD,EXCITED,1536.0,1.4,1.9,2.0,27.9,50.0,8.0,59.93,HIGH,0.03,28.145,27.61,28.68,3.9,DISCOUNT,DISCOUNT,1520,19,633,2.4,C,,,,
AMSC,Long,PULLBACK,T1-STRONG_LONG,99,43.4,40.7497,48.7006,,2.0,2.6503,48.15,9.9,WAITING,7,7,"10m,15m,1d,1h,30m,4h,5m",43.4,42.01,MIXED,EXCITED,295878626.0,2.4,1.5,1.0,30.7,57.0,8.0,45.87,MED,0.04,42.665,41.93,43.4,3.5,PREMIUM,MID,3573,9,1430,99.9,A,,,,
AIRS,Long,PULLBACK,T2-LONG,98,2.46,2.3814,2.77,2.475,3.9,0.0786,2.68,8.2,WAITING,2,2,"15m,5m",2.46,2.455,HIGHWAY,EXCITED,0.0,1.4,1.0,0.0,19.4,17.0,8.0,10.72,LOW,0.19,2.475,2.45,2.5,2.0,PREMIUM,DISCOUNT,130,5,2,3.4,C,,,,
FWRG,Long,PULLBACK,T1-STRONG_LONG,100,13.53,12.2996,15.9908,,2.0,1.2304,13.53,4.6,APPROACH,5,5,"10m,15m,1d,30m,4h",12.91,12.68,OPEN_ROAD,EXCITED,22925281.0,1.4,0.9,0.0,16.5,35.0,8.0,60.28,HIGH,0.02,12.785,12.66,12.91,2.0,PREMIUM,MID,494,5,297,7.0,B,,,,
DQ,Long,PULLBACK,T3-LONG_WATCH,91,21.92,20.8841,24.26,,2.3,1.0359,23.24,5.7,APPROACH,3,2,"10m,5m",21.92,21.53,HIGHWAY,EXCITED,1002407.0,3.9,2.3,2.0,19.8,21.0,8.0,206.17,MEGA,0.01,20.42,20.17,20.67,2.5,PREMIUM,PREMIUM,443,7,427,4.4,B,,,,
PRCH,Long,PULLBACK,T2-LONG,93,7.56,7.2168,8.41,7.97,2.5,0.3432,8.05,6.1,APPROACH,2,2,"1d,4h",7.56,7.44,HIGHWAY,EXCITED,15738642.0,1.5,1.0,1.0,13.3,35.0,8.0,79.49,HIGH,0.01,7.97,7.95,7.99,0.5,PREMIUM,DISCOUNT,205,8,154,4.5,B,,,,
RZLT,Long,BOUNCE,T1-STRONG_LONG,88,3.33,3.1719,3.6462,,2.0,0.1581,3.33,1.2,CLOSE,6,6,"10m,15m,1h,30m,4h,5m",3.29,3.27,MIXED,EXCITED,2680484.0,0.7,0.6,0.0,15.1,17.0,8.0,65.46,HIGH,0.02,3.285,3.28,3.29,0.3,FLAT,FLAT,121,4,22,99.9,B,,,,
ACDC,Long,PULLBACK,T1-STRONG_LONG,100,6.63,6.3438,7.48,,3.0,0.2862,7.11,6.8,APPROACH,7,7,"10m,15m,1d,1h,30m,4h,5m",6.63,6.54,HIGHWAY,EXCITED,26591931.0,1.2,1.0,0.0,24.3,25.0,8.0,32.87,MED,0.03,6.585,6.54,6.63,1.4,PREMIUM,MID,124,8,87,5.2,B,,,,
NVCR,Long,PULLBACK,T1-STRONG_LONG,83,13.02,11.8728,15.3144,,2.0,1.1472,13.02,4.5,APPROACH,5,5,"10m,15m,1h,30m,5m",12.43,12.24,OPEN_ROAD,EXCITED,4431111.0,1.3,0.9,0.0,8.7,26.0,8.0,94.63,HIGH,0.01,12.34,12.23,12.45,1.8,PREMIUM,MID,473,4,149,4.8,B,,,,
LEU,Long,PULLBACK,T1-STRONG_LONG,100,197.49,185.8035,258.0,,5.2,11.6865,217.08,9.0,WAITING,7,6,"10m,15m,1h,30m,4h,5m",197.49,191.55,HIGHWAY,EXCITED,214074098.0,1.9,1.2,0.0,14.9,35.0,8.0,18.3,MED,0.05,193.775,191.55,196.0,2.3,PREMIUM,PREMIUM,10660,11,3724,18.9,A,,,,
ACMR,Long,PULLBACK,T1-STRONG_LONG,100,50.6,48.2284,55.3432,51.855,2.0,2.3716,54.53,7.2,WAITING,4,4,"1d,1h,30m,4h",50.6,49.72,OPEN_ROAD,EXCITED,103305516.0,1.4,1.3,1.0,16.7,47.0,8.0,53.95,HIGH,0.02,51.855,51.21,52.5,2.5,PREMIUM,DISCOUNT,4812,12,1855,8.5,A,,,,
SHAZ,Long,PULLBACK,T1-STRONG_LONG,100,37.2,35.7639,92.5,39.315,38.5,1.4361,40.8,8.8,WAITING,5,5,"10m,15m,1d,1h,30m",37.2,36.87,MIXED,EXCITED,10076364.0,1.8,1.5,1.0,28.9,81.0,8.0,10.02,LOW,0.03,39.315,38.98,39.65,1.7,PREMIUM,DISCOUNT,5421,16,831,126.7,A,,,,
ATEX,Long,BOUNCE,T1-STRONG_LONG,100,44.75,41.322,51.606,,2.0,3.428,44.75,1.6,CLOSE,3,3,"1d,1h,4h",44.05,42.6,OPEN_ROAD,EXCITED,62061829.0,1.5,1.3,0.0,23.5,88.0,8.0,12.83,LOW,0.02,44.465,44.14,44.79,1.5,PREMIUM,DISCOUNT,1873,8,812,2.2,C,,,,
YCBD,Long,PULLBACK,T3-LONG_WATCH,71,0.8526,0.791,1.005,,2.5,0.0616,0.93,8.3,WAITING,2,1,1m,0.8526,0.841,HIGHWAY,EXCITED,0.0,15.6,5.3,1.0,73.7,16.0,8.0,10.21,LOW,1.99,0.8443,0.8443,0.8443,0.0,FLAT,FLAT,11,5,0,8.1,D,,,,
BURU,Long,BOUNCE,T3-LONG_WATCH,45,0.2811,0.2261,0.47,,3.4,0.055,0.2811,1.2,CLOSE,1,1,15m,0.2777,0.2761,HIGHWAY,EXCITED,0.0,1.9,2.3,1.0,58.0,37.0,8.0,153.12,HIGH,0.35,0.2521,0.2602,0.2441,-6.2,PREMIUM,PREMIUM,4,5,0,67.2,D,,,,
MBLY,Long,BOUNCE,T2-LONG,74,7.9,7.4884,8.7232,7.935,2.0,0.4116,7.9,1.3,CLOSE,1,1,1d,7.8,7.72,OPEN_ROAD,EXCITED,32583128.0,0.9,0.9,0.0,8.3,37.0,8.0,166.68,HIGH,0.03,7.935,7.87,8.0,1.7,DISCOUNT,DISCOUNT,140,4,132,3.7,C,,,,
APLD,Long,PULLBACK,T2-LONG,80,30.7,29.294,34.25,31.91,2.5,1.406,32.43,5.3,APPROACH,1,1,4h,30.7,30.2,HIGHWAY,EXCITED,293891900.0,0.8,1.0,0.0,16.1,33.0,8.0,253.82,MEGA,0.05,31.91,31.32,32.5,3.8,PREMIUM,DISCOUNT,1635,12,1203,5.6,B,,,,
CMCSA,Long,BOUNCE,T3-LONG_WATCH,37,29.37,28.1785,32.26,,2.4,1.1915,29.37,0.8,CLOSE,1,1,1h,29.14,29.05,HIGHWAY,EXCITED,92557746.0,1.1,1.3,0.0,6.7,4.0,8.0,3560.0,MEGA,0.0,29.095,29.05,29.14,0.3,FLAT,FLAT,26,2,26,9.8,D,,,,
SST,Long,BOUNCE,T1-STRONG_LONG,100,2.8,2.5511,3.2978,,2.0,0.2489,2.8,1.8,CLOSE,8,4,"10m,1m,30m,5m",2.75,2.63,OPEN_ROAD,EXCITED,290169.0,0.1,0.6,0.0,71.4,65.0,8.0,4.5,NANO,0.1,2.62,2.61,2.63,0.8,PREMIUM,PREMIUM,250,10,223,8.6,A,,,,
GPUS,Long,PULLBACK,T2-LONG,75,0.158,0.104,0.266,,2.0,0.054,0.1712,7.7,WAITING,4,4,"10m,15m,1d,5m",0.158,0.154,OPEN_ROAD,EXCITED,0.0,1.3,0.8,0.0,21.5,37.0,8.0,414.89,MEGA,0.09,0.156,0.154,0.158,2.6,PREMIUM,MID,0,5,0,6.0,D,,,,
LZMH,Long,BOUNCE,T2-LONG,100,0.1163,0.062,0.2249,0.1255,2.0,0.0543,0.1163,2.5,CLOSE,2,2,"15m,1m",0.1134,0.112,OPEN_ROAD,EXCITED,0.0,1.1,3.7,3.0,1315.4,39.0,8.0,4.93,NANO,1.54,0.1255,0.1319,0.119,-9.8,DISCOUNT,DISCOUNT,0,1,0,2.3,D,,,,
TSLA,Long,BREAKOUT,T3-LONG_WATCH,85,387.57,374.8371,445.02,,4.5,12.7329,387.51,0.0,INSIDE,2,2,,,,HIGHWAY,EXCITED,,,,,,,,,MEGA,0.01,386.995,386.42,387.57,0.3,FLAT,FLAT,4044,4,2932,14.8,A,False,0.7,True,
FFAI,Long,PULLBACK,T2-LONG,73,0.4232,0.358,0.5536,0.516,2.0,0.0652,0.4232,3.1,APPROACH,2,2,"1m,5m",0.41,0.408,HIGHWAY,EXCITED,0.0,2.8,4.2,2.0,116.1,26.0,8.0,242.02,MEGA,0.66,0.516,0.5319,0.5,-6.0,DISCOUNT,DISCOUNT,2,8,1,9.3,D,,,,
ASBP,Long,PULLBACK,T3-LONG_WATCH,87,0.2101,0.1594,0.3115,,2.0,0.0507,0.2224,5.5,APPROACH,1,1,1m,0.2101,0.2094,OPEN_ROAD,EXCITED,0.0,4.1,4.7,3.0,249.1,76.0,8.0,4.36,NANO,4.1,0.203,0.1968,0.2092,6.3,PREMIUM,PREMIUM,0,3,0,5.8,D,,,,
SMCI,Long,BOUNCE,T1-STRONG_LONG,100,29.18,27.6644,33.22,,2.7,1.5156,29.18,1.2,CLOSE,3,3,"10m,15m,5m",28.84,28.52,HIGHWAY,EXCITED,155957383.0,0.7,0.8,0.0,12.3,38.0,8.0,499.58,MEGA,0.04,28.66,28.43,28.89,1.6,PREMIUM,MID,1212,5,729,13.8,A,,,,
NOW,Long,BOUNCE,T1-STRONG_LONG,100,103.07,96.7187,115.7726,,2.0,6.3513,103.07,1.5,CLOSE,8,7,"10m,15m,1d,1h,30m,4h,5m",101.5,99.71,OPEN_ROAD,EXCITED,4346593347.0,1.1,1.1,0.0,9.6,52.0,8.0,1043.01,MEGA,0.02,100.82,100.14,101.5,1.4,PREMIUM,DISCOUNT,3718,4,2109,6.0,B,,,,
AMC,Long,BOUNCE,T2-LONG,81,1.71,1.6322,1.8656,,2.0,0.0778,1.71,1.2,CLOSE,3,3,"10m,15m,5m",1.69,1.6827,OPEN_ROAD,EXCITED,4193738.0,0.8,1.0,1.0,26.0,70.0,8.0,524.81,MEGA,0.04,1.68,1.67,1.69,1.2,PREMIUM,PREMIUM,67,12,48,2.9,C,,,,
AMPX,Long,PULLBACK,T3-LONG_WATCH,77,22.69,20.7871,26.4958,,2.0,1.9029,22.69,3.7,APPROACH,2,2,"15m,1d",21.86,21.43,HIGHWAY,EXCITED,738857206.0,1.2,1.8,1.0,27.4,40.0,8.0,128.25,HIGH,0.06,21.645,21.43,21.86,2.0,PREMIUM,MID,775,19,634,99.9,A,,,,
