ticker,phase,score,nbis_similarity_score,pre_move_score,timing_bucket,price,channel_tf,channel_method,channel_position,channel_position_ratio,support_stack_depth,parent_gap_lo,parent_gap_hi,parent_gap_tf,parent_gap_distance_pct,parent_genesis_rank_pct,reclaim_source,reclaim_level,recent_tagged,reclaimed,reclaim_dist_pct,extension_from_reclaim_pct,pullback_pct,room_to_recent_high_pct,next_resistance_gap_pct,gap_options_agreement,reasons,flags
CHRN,HIGH_PRIORITY_PRE_TRIGGER,100.0,100.0,100.0,PRE_TRIGGER_COIL,20.0,daily,log_regression,AT_LOWER,0.121,11,14.87,15.435,daily,22.82,100.0,nearest_support_gap_hi,19.8,True,True,1.0,1.01,50.0,50.0,5.2,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | low channel location before expansion | deep bullish shelf stack underneath | high-genesis parent shelf | pre-trigger coil near reload/reclaim level | room back to recent high | coiled/controlled short-term momentum,deep_damage_pullback
LASR,HIGH_PRIORITY_PRE_TRIGGER,100.0,100.0,100.0,PRE_TRIGGER_COIL,67.0,daily,log_regression,AT_LOWER,0.148,17,58.68,60.7,daily,9.4,99.12,nearest_support_gap_hi,66.1,True,True,1.34,1.36,29.78,29.78,2.37,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | low channel location before expansion | deep bullish shelf stack underneath | high-genesis parent shelf | pre-trigger coil near reload/reclaim level | room back to recent high | coiled/controlled short-term momentum,overhead_gap_too_close
TWST,HIGH_PRIORITY_PRE_TRIGGER,100.0,100.0,100.0,PRE_TRIGGER_COIL,86.9,daily,log_regression,MID,0.563,21,76.17,79.35,weekly,8.69,100.0,nearest_support_gap_hi,86.86,True,False,0.05,0.05,21.37,21.37,2.06,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | mid-low channel location | deep bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 21.37% from recent high | pre-trigger coil near reload/reclaim level | room back to recent high,overhead_gap_too_close
REAL,HIGH_PRIORITY_PRE_TRIGGER,100.0,100.0,100.0,PRE_TRIGGER_COIL,11.66,weekly,log_regression,AT_LOWER,0.253,12,10.68,10.88,daily,6.69,91.58,nearest_support_gap_hi,11.655,True,False,0.04,0.04,14.84,14.84,4.29,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | low channel location before expansion | deep bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 14.84% from recent high | pre-trigger coil near reload/reclaim level | room back to recent high,
CLYM,HIGH_PRIORITY_PRE_TRIGGER,100.0,100.0,100.0,PRE_TRIGGER_COIL,12.9196,daily,log_regression,AT_LOWER,0.277,9,11.34,11.45,daily,11.37,94.85,nearest_support_gap_hi,12.74,True,True,1.39,1.41,11.57,11.57,2.17,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | low channel location before expansion | deep bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 11.57% from recent high | pre-trigger coil near reload/reclaim level | room back to recent high,overhead_gap_too_close | early_positive_momentum
PACS,EARLY_RECLAIM_TRIGGER,100.0,100.0,100.0,EARLY_RECLAIM_TRIGGER,46.65,daily,log_regression,AT_LOWER,0.248,22,33.54,38.6,daily,17.26,97.17,nearest_support_gap_hi,45.48,True,True,2.51,2.57,5.25,5.25,2.89,OPTIONS_MISSING,"ascending channel/control | higher-timeframe channel participates | low channel location before expansion | deep bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 5.25% from recent high | just-triggered reclaim, still near shelf | coiled/controlled short-term momentum",early_trigger_not_chase
STTK,EARLY_STRUCTURAL_MATCH,95.5,79.0,79.0,TOO_EARLY_OR_LOOSE,7.0333,daily,log_regression,AT_LOWER,0.121,7,4.97,5.0,weekly,28.91,97.47,nearest_support_gap_hi,6.74,True,True,4.17,4.35,18.44,18.44,2.37,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | low channel location before expansion | deep bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 18.44% from recent high | room back to recent high,too_early_or_loose_for_trigger | overhead_gap_too_close
SYRE,EARLY_STRUCTURAL_MATCH,100.0,75.0,75.0,TOO_EARLY_OR_LOOSE,99.0,daily,log_regression,MID,0.458,21,51.29,67.0,weekly,32.32,100.0,nearest_support_gap_hi,97.9,True,True,1.11,1.12,6.15,6.15,3.34,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | mid-low channel location | deep bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 6.15% from recent high | coiled/controlled short-term momentum,too_early_or_loose_for_trigger
NOK,EARLY_STRUCTURAL_MATCH,82.9,72.0,72.0,TOO_EARLY_OR_LOOSE,8.81,daily,log_regression,OUTSIDE_DOWN,-0.038,7,5.56,5.89,daily,33.14,97.9,lower,9.19,True,False,-4.31,-4.13,98.07,98.07,2.72,OPTIONS_NOT_CHECKED,ascending channel/control | higher-timeframe channel participates | low channel location before expansion | deep bullish shelf stack underneath | high-genesis parent shelf | room back to recent high,deep_damage_pullback | too_early_or_loose_for_trigger
NFLX,HIGH_PRIORITY_PRE_TRIGGER,99.1,66.0,66.0,PRE_TRIGGER_COIL,72.12,45m,log_regression,MID,0.632,12,70.09,70.59,weekly,2.12,95.45,nearest_support_gap_hi,72.07,True,False,0.07,0.07,51.06,51.06,6.36,OPTIONS_MISSING,ascending channel/control | deep bullish shelf stack underneath | high-genesis parent shelf | pre-trigger coil near reload/reclaim level | room back to recent high | coiled/controlled short-term momentum,mid_high_channel_location | deep_damage_pullback
