ticker,side,pm_gap_down_pct,pm_last_drop_pct,pm_high,pm_low,pm_open,pm_last,pm_vol,avg_pm_vol_5d,rel_vol,position_in_range,holding_weak,prev_close,est_open,stop,target,shares,risk_dollars,score,sector_mult,sector_label,state,lifecycle_phase,gap_tier,atr_14,float_m,borrow_risk
GELS,SHORT,39.71,39.04,1.1833,0.9224,1.17,0.9327,1183802,2091,565.93,0.04,True,1.53,0.9327,0.942,0.914,10721,99.99,412.8678,0.97,NEUTRAL,SHORT_GENESIS,SHORT_GENESIS,EXTREME,0.1373,10.71,"EXTREME (sub-$1.50, locate often unavailable or > $5/share/day)"
RITR,SHORT,13.37,1.45,1.0,0.6461,0.88,0.735,2550045,6749,377.84,0.25,True,0.7458,0.735,0.7423,0.7203,13605,100.0,120.6275,1.042,NEUTRAL,SHORT_GENESIS,SHORT_GENESIS,IN_BAND,0.0617,62.44,"EXTREME (sub-$1.50, locate often unavailable or > $5/share/day)"
MNTS,SHORT,35.58,14.42,17.6036,10.5,16.28,13.95,1291008,393002,3.28,0.49,True,16.3,13.95,14.0895,13.671,716,99.88,82.339,1.042,NEUTRAL,SHORT_GENESIS,SHORT_GENESIS,EXTREME,3.9201,14.46,LOW
RR,SHORT,17.83,12.17,2.35,1.89,2.3005,2.0201,2945470,222447,13.24,0.28,True,2.3,2.0201,2.0403,1.9797,4950,99.99,81.0146,1.042,NEUTRAL,SHORT_GENESIS,SHORT_GENESIS,STRETCHED,0.3139,223.6,MEDIUM
VELO,SHORT,18.27,15.91,32.8,25.0182,32.1,25.74,764244,142703,5.36,0.09,True,30.61,25.74,25.9974,25.2252,388,99.87,71.7391,1.042,NEUTRAL,SHORT_GENESIS,SHORT_GENESIS,STRETCHED,3.6547,29.8,LOW
SPCE,SHORT,14.83,10.3,6.53,4.88,6.4,5.14,13253941,1325505,10.0,0.16,True,5.73,5.14,5.1914,5.0372,1945,99.97,68.5275,1.042,NEUTRAL,SHORT_GENESIS,SHORT_GENESIS,IN_BAND,1.2043,111.19,LOW
CLIK,SHORT,9.94,3.77,2.07,1.45,1.58,1.5493,1600449,793566,2.02,0.16,True,1.61,1.5493,1.5648,1.5183,6454,99.99,22.5199,0.994,NEUTRAL,SHORT_GENESIS,SHORT_GENESIS,IN_BAND,0.317,3.26,HIGH (low-priced low-float — verify locate before entering)
