ticker,side,score,gap_tier,borrow_risk,float_m,sector_label,lifecycle_phase,entry,stop,target,last_px,high,low,volume,chg_short_pct,outcome,result_r,stop_adjusted,pm_gap_down_pct,rel_vol,checked_at,scan_date
CHSN,Short,93.533,IN_BAND,"EXTREME (sub-$1.50, locate often unavailable or > $5/share/day)",2.32,COLD,SHORT_GENESIS,1.0802,1.091,1.0586,1.25,1.2622,1.01,3196379,-15.72,STOPPED,-1.0,True,9.82,152.43,2026-06-03_1315,2026-06-03
GRRR,Short,54.6672,STRETCHED,LOW,27.65,HOT,SHORT_GENESIS,17.75,17.9275,17.395,18.29,18.98,16.79,5908356,-3.04,STOPPED,-1.0,True,26.54,2.72,2026-06-03_1315,2026-06-03
BNRG,Short,16.2448,IN_BAND,HIGH (low-priced low-float � verify locate before entering),0.54,WEAK,SHORT_GENESIS,1.5407,1.5561,1.5099,1.82,1.9103,1.41,12495005,-18.13,STOPPED,-1.0,True,6.67,2.4,2026-06-03_1315,2026-06-03
URG,Short,9.5507,IN_BAND,MEDIUM,397.33,STRONG,SHORT_GENESIS,2.06,2.0806,2.0188,1.93,2.09,1.88,19288263,6.31,STOPPED,-1.0,True,3.81,3.24,2026-06-03_1315,2026-06-03
