ticker,side,mode,tier,fem,entry,stop,t1,t_partial,rr,risk,last_close,dist_pct,proximity,cluster_gaps,cluster_tfs,tfs,cluster_top,cluster_bot,path,gap_quality,total_genesis,vol_ratio_today,vol_ratio_3d,premkt_vol,hot_days,move_pct,total_gaps,n_timeframes,float_m,float_label,float_rotation,fractal_50,prev_close,today_open,gap_pct,price_zone_50,cluster_zone_50,va_depth,va_layers,conviction_ticks,clean_air_pct,va_grade,stop_adjusted,vol_ratio,vol_hot,warrior_price_band,atr_14,atr_to_stop_ratio,borrow_risk,news
DGXX,Long,PULLBACK,T1-STRONG_LONG,82,3.67,3.5502,4.85,3.795,9.8,0.1198,3.95,7.1,WAITING,1,1,1m,3.67,3.66,HIGHWAY,EXCITED,14019.0,2.1,1.1,35411315.0,1.0,44.1,58.0,8.0,62.53,HIGH,0.08,3.795,3.76,3.83,1.9,PREMIUM,DISCOUNT,275,16,103,22.8,A,,,,True,0.3346285714285715,0.36,N/A,
BLZE,Long,PULLBACK,T1-STRONG_LONG,100,4.35,4.0546,4.9408,,2.0,0.2954,4.64,6.3,APPROACH,5,4,"1d,1h,30m,4h",4.35,4.18,OPEN_ROAD,EXCITED,2142431.0,7.5,2.8,2673209.0,1.0,14.9,56.0,8.0,54.65,HIGH,0.1,4.44,4.45,4.43,-0.4,FLAT,FLAT,119,5,80,15.9,B,,,,True,0.19821428571428587,1.49,N/A,
LNAI,Long,PULLBACK,T2-LONG,62,0.3246,0.2601,0.4536,0.3483,2.0,0.0645,0.3246,3.8,APPROACH,1,1,10m,0.3122,0.3101,OPEN_ROAD,EXCITED,0.0,5.9,2.2,2100271.0,1.0,38.4,34.0,8.0,17.86,MED,5.62,0.3483,0.3199,0.3766,17.7,DISCOUNT,DISCOUNT,1,4,0,2.0,D,,,,False,0.04502142857142858,1.43,N/A,
CYTK,Long,BOUNCE,T1-STRONG_LONG,100,66.05,61.4495,75.251,,2.0,4.6005,66.05,1.6,CLOSE,3,3,"15m,1h,4h",65.0,63.35,HIGHWAY,EXCITED,82741565.0,1.4,1.5,2615091.0,0.0,14.3,13.0,8.0,122.53,HIGH,0.02,63.175,63.35,63.0,-0.6,PREMIUM,PREMIUM,1513,5,1451,99.9,A,,,,False,2.5710714285714302,1.79,N/A,
NOK,Long,BOUNCE,T1-STRONG_LONG,100,13.14,12.5227,14.3746,13.34,2.0,0.6173,13.14,0.7,CLOSE,3,3,"1d,1h,4h",13.05,12.91,HIGHWAY,EXCITED,2353313178.0,1.1,1.2,2208063.0,0.0,32.8,56.0,8.0,4443.63,MEGA,0.03,13.34,13.3,13.38,0.6,DISCOUNT,DISCOUNT,963,18,452,99.9,A,,,,True,0.6637642857142857,0.93,N/A,
PINS,Long,PULLBACK,T1-STRONG_LONG,100,20.85,19.0702,24.4096,,2.0,1.7798,20.85,4.2,APPROACH,4,4,"1d,1h,30m,4h",19.975,19.66,HIGHWAY,EXCITED,554831019.0,2.7,1.5,1387466.0,1.0,9.0,34.0,8.0,566.52,MEGA,0.07,20.16,20.22,20.1,-0.6,PREMIUM,DISCOUNT,586,6,160,4.6,B,,,,False,0.7996428571428574,2.23,N/A,
CIFR,Long,BOUNCE,T1-STRONG_LONG,91,17.89,16.5288,20.6124,,2.0,1.3612,17.89,2.8,CLOSE,6,6,"10m,15m,1h,30m,4h,5m",17.39,17.04,HIGHWAY,EXCITED,337453264.0,1.0,0.8,1292628.0,0.0,11.9,27.0,8.0,329.94,MEGA,0.07,17.08,17.04,17.12,0.5,FLAT,FLAT,696,14,301,99.9,A,,,,True,1.4865214285714283,0.92,N/A,
PYPL,Long,BREAKOUT,T3-LONG_WATCH,61,50.44,48.6358,55.01,,2.5,1.8042,50.39,0.0,INSIDE,1,1,,,,OPEN_ROAD,EXCITED,,,,,,,,,,MEGA,0.01,50.47,50.44,50.5,0.1,FLAT,FLAT,719,5,269,9.2,A,False,1.1,True,False,1.373928571428571,1.31,N/A,
CRCL,Long,PULLBACK,T3-LONG_WATCH,71,110.31,101.1225,128.685,,2.0,9.1875,119.53,7.7,WAITING,2,2,"1h,4h",110.31,104.25,OPEN_ROAD,EXCITED,9737865802.0,2.7,1.5,1594279.0,1.0,33.5,34.0,8.0,200.73,MEGA,0.16,103.415,99.7,107.13,7.5,PREMIUM,PREMIUM,12498,7,9712,8.2,A,,,,False,7.896957142857141,1.16,N/A,
FNMA,Long,BOUNCE,T1-STRONG_LONG,100,8.68,7.89,10.75,,2.6,0.79,8.68,0.1,CLOSE,6,6,"10m,15m,1d,30m,4h,5m",8.67,8.15,HIGHWAY,EXCITED,639296912.0,1.6,1.2,0.0,0.0,26.5,19.0,8.0,233.7,MEGA,0.04,8.445,8.15,8.74,7.2,PREMIUM,MID,590,7,256,23.8,A,,,,True,0.5482142857142859,1.44,N/A,
FMCC,Long,BOUNCE,T1-STRONG_LONG,100,7.73,7.0616,9.0668,,2.0,0.6684,7.73,1.7,CLOSE,7,7,"10m,15m,1d,1h,30m,4h,5m",7.6,7.28,HIGHWAY,EXCITED,269699769.0,1.9,1.3,0.0,0.0,29.3,25.0,8.0,131.18,HIGH,0.04,7.388,7.126,7.65,7.4,PREMIUM,MID,501,6,453,99.9,A,,,,True,0.5113928571428573,1.31,N/A,
WT,Long,BOUNCE,T3-LONG_WATCH,100,17.28,16.1214,19.5972,,2.0,1.1586,17.28,1.7,CLOSE,2,2,"1h,4h",16.98,16.62,HIGHWAY,EXCITED,19025734.0,1.2,1.1,0.0,0.0,9.8,26.0,8.0,132.77,HIGH,0.03,16.62,16.62,16.62,0.0,FLAT,FLAT,757,10,97,99.9,A,,,,True,0.8546428571428571,1.36,N/A,
ARES,Long,BREAKOUT,T1-STRONG_LONG,89,121.85,115.43,134.69,,2.0,6.42,119.98,0.0,INSIDE,6,6,,,,OPEN_ROAD,EXCITED,,,,,,,,,,MEGA,0.02,119.705,119.0,120.41,1.2,PREMIUM,PREMIUM,2796,5,1409,5.3,B,False,1.0,True,False,5.821428571428572,1.1,N/A,
TPG,Long,BOUNCE,T2-LONG,89,45.03,42.3114,50.4672,,2.0,2.7186,45.03,1.4,CLOSE,3,3,"1d,1h,4h",44.4,43.62,MIXED,EXCITED,229432823.0,1.1,1.2,0.0,0.0,12.7,24.0,8.0,113.73,HIGH,0.03,44.31,44.22,44.4,0.4,FLAT,FLAT,628,4,628,7.3,B,,,,False,1.9535714285714292,1.39,N/A,
