ticker,side,mode,tier,fem,entry,stop,t1,t_partial,rr,risk,last_close,dist_pct,proximity,cluster_gaps,cluster_tfs,tfs,cluster_top,cluster_bot,path,gap_quality,total_genesis,vol_ratio_today,vol_ratio_3d,premkt_vol,hot_days,move_pct,total_gaps,n_timeframes,float_m,float_label,float_rotation,fractal_50,prev_close,today_open,gap_pct,price_zone_50,cluster_zone_50,va_depth,va_layers,conviction_ticks,clean_air_pct,va_grade,stop_adjusted,vol_ratio,vol_hot,warrior_price_band,atr_14,atr_to_stop_ratio,borrow_risk,news
SNAL,Long,PULLBACK,T2-LONG,100,0.5021,0.413,0.6803,0.5133,2.0,0.0891,0.5021,3.3,APPROACH,4,4,"15m,1d,1h,4h",0.4853,0.463,OPEN_ROAD,EXCITED,1322527.0,7.3,2.5,90591993.0,1.0,25.5,64.0,8.0,10.81,LOW,3.2,0.5133,0.5025,0.5242,4.3,DISCOUNT,DISCOUNT,10,1,3,3.6,D,,,,False,0.05917142857142859,1.51,N/A,
DXF,Long,PULLBACK,T3-LONG_WATCH,100,0.7161,0.6519,2.0,,20.0,0.0642,0.7602,5.8,APPROACH,2,2,"1m,30m",0.7161,0.7019,HIGHWAY,EXCITED,102839.0,8.5,5.9,28108217.0,2.0,103.7,51.0,8.0,3.23,NANO,19.79,0.5945,0.589,0.6,1.9,PREMIUM,PREMIUM,46,11,10,163.1,C,,,,False,0.07313921428571427,0.88,N/A,
ALP,Long,BOUNCE,T2-LONG,100,0.2679,0.19,0.4237,,2.0,0.0779,0.2679,2.4,CLOSE,3,3,"15m,1h,1m",0.2615,0.24,OPEN_ROAD,EXCITED,111988474.0,0.7,1.6,137796620.0,1.0,58.7,23.0,8.0,8.54,LOW,2.16,0.2635,0.2749,0.2522,-8.3,PREMIUM,DISCOUNT,3,6,0,2.8,D,,,,False,0.03265178571428571,2.39,N/A,
EDBL,Long,PULLBACK,T2-LONG,100,0.353,0.2731,0.5128,,2.0,0.0799,0.3749,5.8,APPROACH,20,6,"10m,15m,1h,1m,30m,5m",0.353,0.3231,OPEN_ROAD,EXCITED,12500.0,2.9,1.1,20455295.0,1.0,34.1,96.0,8.0,0.82,NANO,16.81,0.3508,0.3518,0.3499,-0.5,PREMIUM,DISCOUNT,12,3,5,6.9,D,,,,False,0.049853571428571435,1.6,N/A,
POET,Long,BREAKOUT,T3-LONG_WATCH,56,14.37,13.3181,16.4738,,2.0,1.0519,14.37,0.0,INSIDE,1,1,,,,OPEN_ROAD,EXCITED,,,,,,,,,,HIGH,0.38,14.07,13.73,14.41,5.0,PREMIUM,MID,846,11,734,99.9,A,False,0.8,True,True,2.2446357142857143,0.47,N/A,
CSCO,Long,PULLBACK,T3-LONG_WATCH,55,93.14,89.9481,99.5238,,2.0,3.1919,101.87,8.6,WAITING,1,1,1d,93.14,92.73,HIGHWAY,EXCITED,1010753156.0,2.2,1.7,2082023.0,1.0,11.4,25.0,8.0,3943.34,MEGA,0.01,99.345,99.29,99.4,0.1,FLAT,FLAT,1584,9,1342,99.9,A,,,,False,2.5375000000000014,1.26,N/A,
SRXH,Long,PULLBACK,T3-LONG_WATCH,75,0.1374,0.086,0.298,,3.1,0.0514,0.1504,8.6,WAITING,2,2,"1m,5m",0.1374,0.136,HIGHWAY,EXCITED,0.0,4.1,2.0,16942284.0,1.0,43.8,27.0,8.0,277.47,MEGA,0.41,0.12,0.1196,0.1204,0.7,PREMIUM,PREMIUM,0,5,0,98.1,D,,,,False,0.008007071428571428,6.42,N/A,
NOK,Long,PULLBACK,T1-STRONG_LONG,99,13.81,12.7846,15.8608,,2.0,1.0254,14.71,6.1,APPROACH,7,7,"10m,15m,1d,1h,30m,4h,5m",13.81,13.18,HIGHWAY,EXCITED,7269579452.0,1.3,1.1,7023622.0,0.0,22.3,55.0,8.0,4443.58,MEGA,0.03,13.49,13.17,13.81,4.9,PREMIUM,MID,1147,20,397,99.9,A,,,,True,0.9344857142857143,1.1,N/A,
NVDA,Long,BOUNCE,T1-STRONG_LONG,100,225.83,214.1566,249.1768,,2.0,11.6734,225.83,0.4,CLOSE,5,5,"10m,15m,1d,30m,5m",224.93,220.78,HIGHWAY,EXCITED,80508064541.0,1.0,1.0,5057009.0,0.0,10.3,39.0,8.0,23321.68,MEGA,0.01,222.855,220.78,224.93,1.9,PREMIUM,MID,6017,13,4670,99.9,A,,,,False,8.10744285714286,1.44,N/A,
INTC,Long,PULLBACK,T2-LONG,62,111.81,107.6894,124.36,122.355,3.0,4.1206,120.29,7.0,WAITING,1,1,1d,111.81,111.02,HIGHWAY,EXCITED,17986822775.0,0.7,1.0,3239990.0,0.0,21.6,67.0,8.0,5016.75,MEGA,0.02,122.355,120.61,124.1,2.9,DISCOUNT,DISCOUNT,12071,23,8091,3.4,C,,,,False,9.547135714285714,0.43,N/A,
LUNR,Long,PULLBACK,T1-STRONG_LONG,100,35.68,30.958,45.124,,2.0,4.722,35.68,3.7,APPROACH,7,7,"10m,15m,1d,1h,30m,4h,5m",34.354,32.09,HIGHWAY,EXCITED,5248129983.0,1.3,1.2,1211681.0,0.0,55.5,30.0,8.0,129.29,HIGH,0.13,33.222,32.09,34.354,7.1,PREMIUM,MID,2502,10,1471,99.9,A,,,,False,2.960557142857142,1.59,N/A,
GDC,Long,BREAKOUT,T2-LONG,67,0.155,0.0908,0.3298,,2.7,0.0642,0.155,0.0,INSIDE,1,1,,,,HIGHWAY,EXCITED,,,,,,,,,,HIGH,1.98,0.151,0.1408,0.1612,14.5,PREMIUM,DISCOUNT,0,1,0,112.8,D,False,2.1,True,False,1.0313571428571429,0.06,N/A,
INVZ,Long,PULLBACK,T2-LONG,89,0.9165,0.8103,1.1289,,2.0,0.1062,0.9165,4.2,APPROACH,4,4,"1h,1m,4h,5m",0.8778,0.8603,HIGHWAY,EXCITED,7183255.0,3.8,2.0,2511327.0,1.0,40.6,46.0,8.0,196.1,HIGH,0.05,0.7932,0.7863,0.8,1.7,PREMIUM,PREMIUM,24,9,6,2.9,D,,,,False,0.07661778571428572,1.39,N/A,
SVC,Long,BOUNCE,T2-LONG,63,1.65,1.57,1.81,,2.0,0.08,1.65,0.6,CLOSE,5,5,"10m,15m,1d,30m,5m",1.64,1.62,MIXED,EXCITED,31189759.0,1.5,1.3,0.0,0.0,18.9,45.0,8.0,523.31,MEGA,0.03,1.63,1.62,1.64,1.2,PREMIUM,MID,21,6,7,4.5,D,,,,True,0.09570714285714288,0.84,N/A,
KYTX,Long,BOUNCE,T3-LONG_WATCH,89,10.78,10.0007,12.3386,,2.0,0.7793,10.78,0.5,CLOSE,2,2,"1h,4h",10.73,10.31,OPEN_ROAD,EXCITED,28430535.0,1.4,0.9,0.0,0.0,23.6,43.0,8.0,35.35,MED,0.05,10.26,10.23,10.29,0.6,PREMIUM,PREMIUM,467,13,192,2.1,C,,,,True,0.6277928571428573,1.24,N/A,
