ticker,convergence_score,n_scanners,scanners,sides,dominant_side,agreement_pct,best_rank,avg_rank,long_pts,short_pts,total_raw_pts,sector_mult,sector_label
DSGX,2.4,2,FAM#139;Consumption#149,LONG,LONG,100.0,139,144.0,1.6,0.0,1.6,1.09,STRONG
CRVO,2.4,2,Consumption#128;FAM#177,LONG,LONG,100.0,128,152.5,1.5,0.0,1.5,1.15,HOT
CIFR,2.4,2,Consumption#109;FAM#189,LONG,LONG,100.0,109,149.0,1.5,0.0,1.5,1.09,STRONG
BIRD,2.4,2,Consumption#68;FAM#211,LONG,LONG,100.0,68,139.5,1.7,0.0,1.7,1.03,NEUTRAL
CCCC,2.4,2,Consumption#95;FAM#257,LONG,LONG,100.0,95,176.0,1.5,0.0,1.5,1.15,HOT
BHE,2.4,2,Consumption#64;FAM#302,LONG,LONG,100.0,64,183.0,1.6,0.0,1.6,1.09,STRONG
XNDU,2.3,2,FAM#101;Consumption#537,LONG,LONG,100.0,101,319.0,1.5,0.0,1.5,1.09,STRONG
BIDU,2.3,2,Consumption#65;FAM#151,LONG,LONG,100.0,65,108.0,1.8,0.0,1.8,0.874,COLD
COGT,2.3,2,Consumption#115;FAM#239,LONG,LONG,100.0,115,177.0,1.4,0.0,1.4,1.15,HOT
LUNR,2.2,2,FAM#143;Consumption#289,LONG,LONG,100.0,143,216.0,1.4,0.0,1.4,1.09,STRONG
GERN,2.2,2,FAM#195;Consumption#198,LONG,LONG,100.0,195,196.5,1.4,0.0,1.4,1.15,HOT
BXC,2.2,2,Consumption#85;FAM#347,LONG,LONG,100.0,85,216.0,1.4,0.0,1.4,1.114,STRONG
MELI,2.1,2,FAM#156;Consumption#295,LONG,LONG,100.0,156,225.5,1.4,0.0,1.4,1.09,STRONG
IONQ,2.1,2,FAM#164;Consumption#246,LONG,LONG,100.0,164,205.0,1.4,0.0,1.4,1.09,STRONG
IOT,2.1,2,FAM#172;Consumption#247,LONG,LONG,100.0,172,209.5,1.4,0.0,1.4,1.09,STRONG
FUTU,2.1,2,FAM#175;Consumption#190,LONG,LONG,100.0,175,182.5,1.4,0.0,1.4,1.054,NEUTRAL
FRMI,2.1,2,FAM#187;Consumption#187,LONG,LONG,100.0,187,187.0,1.4,0.0,1.4,1.054,NEUTRAL
JBLU,2.1,2,FAM#188;Consumption#253,LONG,LONG,100.0,188,220.5,1.3,0.0,1.3,1.126,HOT
FLR,2.1,2,Consumption#181;FAM#226,LONG,LONG,100.0,181,203.5,1.3,0.0,1.3,1.114,STRONG
ENTG,2.1,2,Consumption#158;FAM#231,LONG,LONG,100.0,158,194.5,1.3,0.0,1.3,1.138,HOT
DIOD,2.1,2,Consumption#141;FAM#294,LONG,LONG,100.0,141,217.5,1.3,0.0,1.3,1.138,HOT
BOBS,2.1,2,Consumption#73;FAM#314,LONG,LONG,100.0,73,193.5,1.5,0.0,1.5,0.994,NEUTRAL
BJRI,2.1,2,Consumption#69;FAM#316,LONG,LONG,100.0,69,192.5,1.5,0.0,1.5,0.994,NEUTRAL
CHRN,2.1,2,Consumption#104;FAM#344,LONG,LONG,100.0,104,224.0,1.3,0.0,1.3,1.114,STRONG
HRB,2.0,2,FAM#145;Consumption#222,LONG,LONG,100.0,145,183.5,1.5,0.0,1.5,0.994,NEUTRAL
ZBRA,2.0,2,FAM#146;Consumption#542,LONG,LONG,100.0,146,344.0,1.3,0.0,1.3,1.114,STRONG
XE,2.0,2,FAM#148;Consumption#536,LONG,LONG,100.0,148,342.0,1.3,0.0,1.3,1.114,STRONG
PL,2.0,2,FAM#160;Consumption#373,LONG,LONG,100.0,160,266.5,1.3,0.0,1.3,1.09,STRONG
RDW,2.0,2,FAM#165;Consumption#409,LONG,LONG,100.0,165,287.0,1.3,0.0,1.3,1.114,STRONG
MNKD,2.0,2,FAM#208;Consumption#305,LONG,LONG,100.0,208,256.5,1.2,0.0,1.2,1.15,HOT
HQ,2.0,2,FAM#217;Consumption#221,LONG,LONG,100.0,217,219.0,1.3,0.0,1.3,1.09,STRONG
FWRD,2.0,2,Consumption#192;FAM#234,LONG,LONG,100.0,192,213.0,1.3,0.0,1.3,1.114,STRONG
EQPT,2.0,2,Consumption#162;FAM#259,LONG,LONG,100.0,162,210.5,1.3,0.0,1.3,1.09,STRONG
CRNC,2.0,2,Consumption#127;FAM#278,LONG,LONG,100.0,127,202.5,1.3,0.0,1.3,1.09,STRONG
DFH,2.0,2,Consumption#138;FAM#301,LONG,LONG,100.0,138,219.5,1.3,0.0,1.3,1.102,STRONG
PCTY,1.9,2,FAM#50;Consumption#365,"LONG,SHORT",SHORT,82.0,50,207.5,0.4,1.7,2.1,0.91,STRONG
VSNT,1.9,2,FAM#95;Consumption#517,LONG,LONG,100.0,95,306.0,1.5,0.0,1.5,0.898,WEAK
THC,1.9,2,FAM#128;Consumption#471,LONG,LONG,100.0,128,299.5,1.4,0.0,1.4,0.97,NEUTRAL
HL,1.9,2,FAM#130;Consumption#215,LONG,LONG,100.0,130,172.5,1.5,0.0,1.5,0.91,WEAK
QS,1.9,2,FAM#178;Consumption#401,LONG,LONG,100.0,178,289.5,1.2,0.0,1.2,1.09,STRONG
SMR,1.9,2,FAM#183;Consumption#444,LONG,LONG,100.0,183,313.5,1.2,0.0,1.2,1.114,STRONG
QNC,1.9,2,FAM#184;Consumption#399,LONG,LONG,100.0,184,291.5,1.2,0.0,1.2,1.09,STRONG
GLW,1.9,2,FAM#196;Consumption#202,LONG,LONG,100.0,196,199.0,1.3,0.0,1.3,1.03,NEUTRAL
LYFT,1.9,2,FAM#199;Consumption#290,LONG,LONG,100.0,199,244.5,1.3,0.0,1.3,1.09,STRONG
TER,1.9,2,FAM#202;Consumption#470,LONG,LONG,100.0,202,336.0,1.2,0.0,1.2,1.138,HOT
SMTC,1.9,2,FAM#203;Consumption#445,LONG,LONG,100.0,203,324.0,1.2,0.0,1.2,1.138,HOT
RCKT,1.9,2,FAM#213;Consumption#406,LONG,LONG,100.0,213,309.5,1.2,0.0,1.2,1.15,HOT
DLTR,1.9,2,Consumption#143;FAM#245,LONG,LONG,100.0,143,194.0,1.4,0.0,1.4,0.994,NEUTRAL
KD,1.8,2,FAM#59;Consumption#260,"LONG,SHORT",SHORT,78.0,59,159.5,0.4,1.6,2.0,0.91,STRONG
PBH,1.8,2,FAM#80;Consumption#363,"LONG,SHORT",SHORT,79.0,80,221.5,0.4,1.3,1.7,1.03,NEUTRAL
ORLA,1.8,2,FAM#111;Consumption#354,LONG,LONG,100.0,111,232.5,1.5,0.0,1.5,0.862,COLD
SPOT,1.8,2,FAM#118;Consumption#452,LONG,LONG,100.0,118,285.0,1.4,0.0,1.4,0.874,COLD
NVO,1.8,2,FAM#167;Consumption#340,LONG,LONG,100.0,167,253.5,1.3,0.0,1.3,0.97,NEUTRAL
WRBY,1.8,2,FAM#200;Consumption#533,LONG,LONG,100.0,200,366.5,1.2,0.0,1.2,1.09,STRONG
NEO,1.8,2,FAM#228;Consumption#323,LONG,LONG,100.0,228,275.5,1.2,0.0,1.2,1.114,STRONG
KLAR,1.8,2,FAM#232;Consumption#263,LONG,LONG,100.0,232,247.5,1.2,0.0,1.2,1.054,NEUTRAL
Q,1.8,2,FAM#233;Consumption#396,LONG,LONG,100.0,233,314.5,1.1,0.0,1.1,1.138,HOT
SVRA,1.8,2,FAM#240;Consumption#461,LONG,LONG,100.0,240,350.5,1.1,0.0,1.1,1.15,HOT
NVT,1.8,2,FAM#248;Consumption#341,LONG,LONG,100.0,248,294.5,1.1,0.0,1.1,1.114,STRONG
RARE,1.8,2,FAM#254;Consumption#404,LONG,LONG,100.0,254,329.0,1.1,0.0,1.1,1.15,HOT
LSCC,1.8,2,FAM#261;Consumption#287,LONG,LONG,100.0,261,274.0,1.2,0.0,1.2,1.138,HOT
ORKA,1.8,2,FAM#265;Consumption#353,LONG,LONG,100.0,265,309.0,1.1,0.0,1.1,1.15,HOT
MPWR,1.8,2,FAM#282;Consumption#308,LONG,LONG,100.0,282,295.0,1.1,0.0,1.1,1.138,HOT
HNRG,1.8,2,Consumption#218;FAM#293,LONG,LONG,100.0,218,255.5,1.2,0.0,1.2,1.066,NEUTRAL
WK,1.7,2,FAM#55;Consumption#528,"LONG,SHORT",SHORT,84.0,55,291.5,0.3,1.6,1.9,0.91,STRONG
MANH,1.7,2,FAM#70;Consumption#292,"LONG,SHORT",SHORT,78.0,70,181.0,0.4,1.4,1.8,0.91,STRONG
FISV,1.7,2,FAM#85;Consumption#177,"LONG,SHORT",SHORT,71.0,85,131.0,0.5,1.3,1.8,0.91,STRONG
DOCU,1.7,2,FAM#89;Consumption#145,"LONG,SHORT",SHORT,69.0,89,117.0,0.6,1.3,1.9,0.91,STRONG
NHP,1.7,2,FAM#241;Consumption#324,LONG,LONG,100.0,241,282.5,1.2,0.0,1.2,1.054,NEUTRAL
PENG,1.7,2,FAM#247;Consumption#369,LONG,LONG,100.0,247,308.0,1.1,0.0,1.1,1.09,STRONG
SRRK,1.7,2,FAM#263;Consumption#454,LONG,LONG,100.0,263,358.5,1.1,0.0,1.1,1.15,HOT
PSIG,1.7,2,FAM#269;Consumption#386,LONG,LONG,100.0,269,327.5,1.1,0.0,1.1,1.114,STRONG
TSEM,1.7,2,FAM#271;Consumption#488,LONG,LONG,100.0,271,379.5,1.0,0.0,1.0,1.138,HOT
QRVO,1.7,2,FAM#272;Consumption#400,LONG,LONG,100.0,272,336.0,1.1,0.0,1.1,1.138,HOT
INV,1.7,2,Consumption#245;FAM#274,LONG,LONG,100.0,245,259.5,1.2,0.0,1.2,1.054,NEUTRAL
RCUS,1.7,2,FAM#275;Consumption#407,LONG,LONG,100.0,275,341.0,1.1,0.0,1.1,1.15,HOT
MKSI,1.7,2,FAM#277;Consumption#300,LONG,LONG,100.0,277,288.5,1.1,0.0,1.1,1.09,STRONG
STOK,1.7,2,FAM#281;Consumption#458,LONG,LONG,100.0,281,369.5,1.0,0.0,1.0,1.15,HOT
KN,1.7,2,Consumption#266;FAM#284,LONG,LONG,100.0,266,275.0,1.1,0.0,1.1,1.09,STRONG
NLST,1.7,2,FAM#285;Consumption#328,LONG,LONG,100.0,285,306.5,1.1,0.0,1.1,1.09,STRONG
MITK,1.7,2,FAM#287;Consumption#299,LONG,LONG,100.0,287,293.0,1.1,0.0,1.1,1.114,STRONG
KRKNF,1.7,2,Consumption#267;FAM#289,LONG,LONG,100.0,267,278.0,1.1,0.0,1.1,1.09,STRONG
MRAAY,1.7,2,FAM#290;Consumption#309,LONG,LONG,100.0,290,299.5,1.1,0.0,1.1,1.09,STRONG
MTZ,1.7,2,FAM#292;Consumption#317,LONG,LONG,100.0,292,304.5,1.1,0.0,1.1,1.114,STRONG
PTGX,1.7,2,FAM#297;Consumption#391,LONG,LONG,100.0,297,344.0,1.1,0.0,1.1,1.15,HOT
LIND,1.7,2,Consumption#281;FAM#304,LONG,LONG,100.0,281,292.5,1.1,0.0,1.1,1.114,STRONG
HRI,1.7,2,Consumption#223;FAM#321,LONG,LONG,100.0,223,272.0,1.1,0.0,1.1,1.09,STRONG
IBP,1.7,2,Consumption#233;FAM#325,LONG,LONG,100.0,233,279.0,1.1,0.0,1.1,1.102,STRONG
CSTL,1.7,2,Consumption#130;FAM#328,LONG,LONG,100.0,130,229.0,1.3,0.0,1.3,0.97,NEUTRAL
LGIH,1.7,2,Consumption#280;FAM#333,LONG,LONG,100.0,280,306.5,1.1,0.0,1.1,1.102,STRONG
GPUS,1.7,2,Consumption#204;FAM#365,LONG,LONG,100.0,204,284.5,1.1,0.0,1.1,1.09,STRONG
TRMB,1.6,2,FAM#66;Consumption#483,"LONG,SHORT",SHORT,82.0,66,274.5,0.3,1.5,1.8,0.91,STRONG
OTEX,1.6,2,FAM#72;Consumption#356,"LONG,SHORT",SHORT,79.0,72,214.0,0.4,1.4,1.8,0.91,STRONG
OLLI,1.6,2,FAM#103;Consumption#349,"LONG,SHORT",SHORT,76.0,103,226.0,0.4,1.2,1.6,1.006,NEUTRAL
LRN,1.6,2,FAM#121;Consumption#286,"LONG,SHORT",SHORT,72.0,121,203.5,0.4,1.1,1.5,1.054,NEUTRAL
NUAI,1.6,2,FAM#205;Consumption#338,LONG,LONG,100.0,205,271.5,1.2,0.0,1.2,0.922,WEAK
IAUX,1.6,2,FAM#210;Consumption#232,LONG,LONG,100.0,210,221.0,1.3,0.0,1.3,0.862,COLD
UAA,1.6,2,FAM#216;Consumption#498,LONG,LONG,100.0,216,357.0,1.1,0.0,1.1,1.03,NEUTRAL
REAL,1.6,2,FAM#230;Consumption#410,LONG,LONG,100.0,230,320.0,1.1,0.0,1.1,0.994,NEUTRAL
RMIX,1.6,2,FAM#255;Consumption#414,LONG,LONG,100.0,255,334.5,1.1,0.0,1.1,1.03,NEUTRAL
SIMO,1.6,2,FAM#298;Consumption#436,LONG,LONG,100.0,298,367.0,1.0,0.0,1.0,1.138,HOT
HNI,1.6,2,Consumption#217;FAM#307,LONG,LONG,100.0,217,262.0,1.2,0.0,1.2,0.994,NEUTRAL
URGN,1.6,2,FAM#326;Consumption#505,LONG,LONG,100.0,326,415.5,1.0,0.0,1.0,1.15,HOT
HZO,1.6,2,Consumption#229;FAM#336,LONG,LONG,100.0,229,282.5,1.1,0.0,1.1,0.994,NEUTRAL
SITM,1.6,2,FAM#338;Consumption#437,LONG,LONG,100.0,338,387.5,1.0,0.0,1.0,1.138,HOT
MYRG,1.6,2,Consumption#319;FAM#339,LONG,LONG,100.0,319,329.0,1.0,0.0,1.0,1.114,STRONG
PRLB,1.6,2,FAM#346;Consumption#385,LONG,LONG,100.0,346,365.5,1.0,0.0,1.0,1.114,STRONG
NUTX,1.6,2,Consumption#339;FAM#349,LONG,LONG,100.0,339,344.0,1.0,0.0,1.0,1.09,STRONG
MLYS,1.5,2,FAM#73;Consumption#302,"LONG,SHORT",SHORT,78.0,73,187.5,0.4,1.4,1.8,0.85,HOT
WBI,1.5,2,FAM#209;Consumption#521,LONG,LONG,100.0,209,365.0,1.1,0.0,1.1,0.922,WEAK
W,1.5,2,FAM#235;Consumption#519,LONG,LONG,100.0,235,377.0,1.1,0.0,1.1,0.994,NEUTRAL
TDUP,1.5,2,FAM#249;Consumption#466,LONG,LONG,100.0,249,357.5,1.1,0.0,1.1,0.994,NEUTRAL
VCYT,1.5,2,FAM#250;Consumption#510,LONG,LONG,100.0,250,380.0,1.1,0.0,1.1,0.97,NEUTRAL
FVRR,1.5,2,Consumption#191;FAM#258,LONG,LONG,100.0,191,224.5,1.3,0.0,1.3,0.874,COLD
SNEX,1.5,2,FAM#288;Consumption#448,LONG,LONG,100.0,288,368.0,1.0,0.0,1.0,1.054,NEUTRAL
PZZA,1.5,2,FAM#300;Consumption#395,LONG,LONG,100.0,300,347.5,1.0,0.0,1.0,0.994,NEUTRAL
VEEV,1.4,2,FAM#92;Consumption#511,"LONG,SHORT",SHORT,80.0,92,301.5,0.3,1.3,1.6,0.91,STRONG
TOST,1.4,2,FAM#100;Consumption#479,"LONG,SHORT",SHORT,79.0,100,289.5,0.3,1.2,1.5,0.91,STRONG
SFTBY,1.4,2,FAM#222;Consumption#429,LONG,LONG,100.0,222,325.5,1.1,0.0,1.1,0.898,WEAK
SNDA,1.4,2,FAM#270;Consumption#447,LONG,LONG,100.0,270,358.5,1.1,0.0,1.1,0.97,NEUTRAL
SIG,1.4,2,FAM#306;Consumption#435,LONG,LONG,100.0,306,370.5,1.0,0.0,1.0,0.994,NEUTRAL
PACS,1.4,2,FAM#312;Consumption#359,LONG,LONG,100.0,312,335.5,1.0,0.0,1.0,0.97,NEUTRAL
MAMA,1.4,2,Consumption#291;FAM#318,LONG,LONG,100.0,291,304.5,1.1,0.0,1.1,0.946,NEUTRAL
WD,1.4,2,FAM#330;Consumption#522,LONG,LONG,100.0,330,426.0,1.0,0.0,1.0,1.054,NEUTRAL
TREE,1.4,2,FAM#343;Consumption#481,LONG,LONG,100.0,343,412.0,1.0,0.0,1.0,1.054,NEUTRAL
GDC,1.4,2,Consumption#195;FAM#357,LONG,LONG,100.0,195,276.0,1.1,0.0,1.1,0.898,WEAK
AXON,1.3,2,Consumption#52;FAM#68,"LONG,SHORT",SHORT,60.0,52,60.0,1.0,1.5,2.4,0.886,STRONG
SAP,1.3,2,FAM#113;Consumption#423,"LONG,SHORT",SHORT,77.0,113,268.0,0.3,1.1,1.5,0.91,STRONG
AOSL,1.3,2,Consumption#33;FAM#267,"LONG,SHORT",LONG,62.0,33,150.0,1.2,0.7,2.0,1.138,HOT
TTI,1.3,2,FAM#273;Consumption#493,LONG,LONG,100.0,273,383.0,1.0,0.0,1.0,0.922,WEAK
ZD,1.3,2,FAM#291;Consumption#543,LONG,LONG,100.0,291,417.0,1.0,0.0,1.0,0.898,WEAK
BR,1.2,2,FAM#69;Consumption#75,"LONG,SHORT",SHORT,64.0,69,72.0,0.8,1.4,2.3,0.91,STRONG
PYPL,1.2,2,FAM#154;Consumption#394,"LONG,SHORT",SHORT,73.0,154,274.0,0.4,1.0,1.3,0.91,STRONG
TW,1.2,2,FAM#161;Consumption#495,"LONG,SHORT",SHORT,75.0,161,328.0,0.3,0.9,1.3,0.946,NEUTRAL
SMCI,1.1,2,FAM#144;Consumption#442,"LONG,SHORT",SHORT,75.0,144,293.0,0.3,1.0,1.3,0.862,HOT
BOOT,0.9,2,Consumption#74;FAM#315,"LONG,SHORT",LONG,55.0,74,194.5,0.8,0.7,1.5,0.994,NEUTRAL
FLEX,0.8,2,Consumption#178;FAM#181,"LONG,SHORT",SHORT,63.0,178,179.5,0.5,0.9,1.4,0.91,STRONG
HROW,0.7,2,Consumption#224;FAM#313,"LONG,SHORT",SHORT,59.0,224,268.5,0.5,0.7,1.1,1.03,NEUTRAL
FLGT,0.7,2,Consumption#179;FAM#332,"LONG,SHORT",SHORT,56.0,179,255.5,0.5,0.7,1.2,1.03,NEUTRAL
KYMR,0.6,2,Consumption#271;FAM#309,"LONG,SHORT",SHORT,62.0,271,290.0,0.4,0.7,1.1,0.85,HOT
IESC,0.6,2,Consumption#235;FAM#348,"LONG,SHORT",SHORT,58.0,235,291.5,0.5,0.6,1.1,0.886,STRONG
