ticker,last,prev_high,prev_low,prev_close,pdh_state,pdl_state,opening_range_ready,opening_range_high,opening_range_low,opening_range_position,opening_range_state,day_range_position,first_pullback_after_high,first_rally_after_low,last_hour_close_strength,last_hour_volume_bias,long_score,long_class,short_score,short_class
ABCL,7.664,6.565,5.62,6.53,ABOVE_PDH,ABOVE_PDL,True,6.69,6.395,1.0,ABOVE_ORH,1.0,False,False,1.0,3.71,84,AVOID_LONG_CHASE,26,AVOID_SHORT
ABEO,7.28,7.08,6.78,6.9,ABOVE_PDH,ABOVE_PDL,True,7.14,6.94,1.0,ABOVE_ORH,0.944,False,False,0.944,3.33,84,AVOID_LONG_CHASE,26,AVOID_SHORT
ABSI,8.9418,8.55,8.13,8.3,ABOVE_PDH,ABOVE_PDL,True,8.78,8.47,1.0,ABOVE_ORH,0.944,False,False,0.944,2.58,84,AVOID_LONG_CHASE,26,AVOID_SHORT
AEM,179.84,168.95,162.53,167.92,ABOVE_PDH,ABOVE_PDL,True,181.4,177.07,0.64,OR_MIDDLE,0.662,False,False,0.662,1.3,62,CONTINUATION_LONG,42,NEUTRAL
AHMA,1.75,1.8,1.62,1.68,BELOW_PDH,ABOVE_PDL,True,1.74,1.67,1.0,ABOVE_ORH,0.727,False,False,,,60,CONTINUATION_LONG,42,AVOID_SHORT
AMKR,55.3,55.705,51.19,54.16,REJECTED_PDH,ABOVE_PDL,True,57.02,53.3306,0.534,OR_MIDDLE,0.534,False,False,0.534,1.34,38,AVOID_LONG,62,NEUTRAL
AMPG,5.9,5.6144,5.05,5.43,ABOVE_PDH,ABOVE_PDL,True,5.85,5.51,1.0,ABOVE_ORH,1.0,False,False,1.0,1.36,84,AVOID_LONG_CHASE,26,AVOID_SHORT
BAX,27.49,27.95,26.815,27.01,BELOW_PDH,RECLAIMED_PDL,True,27.41,26.56,1.0,ABOVE_ORH,0.705,False,False,0.705,3.05,72,CONTINUATION_LONG,34,AVOID_SHORT
BFLY,8.8606,8.4958,8.22,8.3,ABOVE_PDH,ABOVE_PDL,True,8.68,8.35,1.0,ABOVE_ORH,1.0,False,False,1.0,3.62,84,AVOID_LONG_CHASE,26,AVOID_SHORT
BHVN,14.66,14.505,13.61,14.42,ABOVE_PDH,ABOVE_PDL,True,14.93,14.44,0.449,OR_MIDDLE,0.449,False,False,0.449,3.14,62,CONTINUATION_LONG,42,NEUTRAL
BMNR,18.8285,18.71,17.83,18.3,ABOVE_PDH,ABOVE_PDL,True,19.3,18.1301,0.597,OR_MIDDLE,0.597,False,False,0.597,1.35,62,CONTINUATION_LONG,42,NEUTRAL
CAI,22.69,20.11,17.945,20.0,ABOVE_PDH,ABOVE_PDL,True,21.385,20.1201,1.0,ABOVE_ORH,0.97,False,False,0.97,2.79,84,AVOID_LONG_CHASE,26,AVOID_SHORT
CAL,14.5,14.735,13.995,14.46,BELOW_PDH,RECLAIMED_PDL,True,14.41,13.98,1.0,ABOVE_ORH,0.929,False,False,0.929,2.06,84,AVOID_LONG_CHASE,26,AVOID_SHORT
CALX,37.98,38.43,37.38,37.48,REJECTED_PDH,ABOVE_PDL,True,38.43,37.82,0.262,OR_BOTTOM_THIRD,0.262,False,False,0.262,2.9,46,AVOID_LONG,62,NEUTRAL
