ticker,side,mode,tier,fem,entry,stop,t1,t_partial,rr,risk,last_close,dist_pct,proximity,cluster_gaps,cluster_tfs,tfs,cluster_top,cluster_bot,path,gap_quality,sponsorship,total_genesis,vol_ratio_today,vol_ratio_3d,premkt_vol,hot_days,move_pct,total_gaps,n_timeframes,float_m,float_label,float_rotation,fractal_50,prev_close,today_open,gap_pct,price_zone_50,cluster_zone_50,va_depth,va_layers,conviction_ticks,clean_air_pct,va_grade,stop_adjusted,vol_ratio,vol_hot,warrior_price_band,atr_14,atr_to_stop_ratio,borrow_risk,news,_sector,_industry,_sector_label,_industry_label,_sector_strength,_industry_strength,_sector_ret_5d,_sector_pct,_pr_rr,_pr_dist,_pr_fem,_pr_rot,_pr_sec,_score,regime,_L1_px,_L2_px,_L3_px,_L1_shares,_L2_shares,_L3_shares,_L1_rr,_L2_rr,_L3_rr,_L1_notional,_L2_notional,_L3_notional,_cutoff,_stop_px,_t1_px,entry_mode,_L4_px,_L4_shares,_L4_rr
BULL,Long,PULLBACK,T1-STRONG_LONG,100,8.015,7.6921,9.85,,5.7,0.3229,8.64,7.2,WAITING,7,7,"10m,15m,1d,1h,30m,4h,5m",8.015,7.93,HIGHWAY,EXCITED,2.21,194527837.0,3.9,2.1,1253503.0,1.0,13.6,31.0,8.0,319.31,MEGA,0.12,7.97,7.93,8.01,1.0,PREMIUM,MID,260,6,137,14.0,A,,,,True,0.34357142857142847,0.94,N/A,,TECH,,WEAK,,0.2,,-2.76,0.2,1.0,0.875,0.812,0.688,0.2,1.2912,CHOP,7.93,8.015,8.0952,420,309,248,8.07,5.68,4.35,3330.6,2476.64,2007.6,10:30,7.6921,9.85,PULLBACK_LIMIT,,,
BMNR,Long,PULLBACK,T1-STRONG_LONG,100,18.53,17.5376,24.08,,5.6,0.9924,20.24,8.4,WAITING,8,6,"10m,15m,1d,1h,30m,4h",18.53,18.08,HIGHWAY,EXCITED,3.14,2602353485.0,2.3,1.3,2134156.0,1.0,20.1,33.0,8.0,594.47,MEGA,0.13,18.405,18.28,18.53,1.4,PREMIUM,DISCOUNT,1172,6,215,19.0,A,,,,False,1.0385642857142865,0.96,N/A,,FINANCIAL,,NEUTRAL,,0.44,,-0.76,0.44,0.875,1.0,0.812,0.875,0.44,1.2382,CHOP,18.08,18.53,18.7153,184,100,84,11.06,5.59,4.56,3326.72,1853.0,1572.09,10:30,17.5376,24.08,PULLBACK_LIMIT,,,
XP,Long,BOUNCE,T2-LONG,91,16.53,15.3648,18.8604,,2.0,1.1652,16.53,1.2,CLOSE,7,7,"10m,15m,1d,1h,30m,4h,5m",16.33,15.84,OPEN_ROAD,EXCITED,1.59,450282313.0,1.3,1.6,0.0,1.0,8.2,15.0,8.0,410.31,MEGA,0.01,16.04,15.84,16.24,2.5,PREMIUM,MID,247,1,124,2.5,D,,,,True,0.5440500000000005,2.14,N/A,,FINANCIAL,,NEUTRAL,,0.44,,-0.76,0.44,0.375,0.375,0.25,0.125,0.44,0.8695,CHOP,15.84,16.53,16.6953,210,85,75,6.36,2.0,1.63,3326.4,1405.05,1252.15,10:30,15.3648,18.8604,PULLBACK_LIMIT,,,
TSHA,Long,BOUNCE,T1-STRONG_LONG,100,6.43,6.0043,7.2814,,2.0,0.4257,6.43,1.3,CLOSE,7,7,"10m,15m,1d,1h,30m,4h,5m",6.345,6.19,HIGHWAY,EXCITED,1.11,15092882.0,1.6,1.1,0.0,0.0,14.1,16.0,8.0,232.62,MEGA,0.02,6.295,6.19,6.4,3.4,PREMIUM,MID,174,6,52,3.3,C,,,,True,0.36091428571428547,1.18,N/A,,HEALTHCARE,BIOTECH,STRONG,HOT,0.84,0.96,4.3,0.96,0.375,0.5,0.812,0.438,0.96,0.8318,CHOP,6.19,6.43,6.4943,538,234,204,5.88,2.0,1.61,3330.22,1504.62,1324.84,10:30,6.0043,7.2814,PULLBACK_LIMIT,,,
AVTR,Long,BOUNCE,T1-STRONG_LONG,88,13.96,12.9301,16.0198,,2.0,1.0299,13.96,0.5,CLOSE,5,5,"10m,15m,30m,4h,5m",13.89,13.33,OPEN_ROAD,EXCITED,1.37,114764744.0,0.6,0.5,0.0,0.0,5.9,55.0,8.0,657.84,MEGA,0.01,13.445,13.33,13.56,1.7,PREMIUM,PREMIUM,1541,9,403,99.9,A,,,,True,0.43314285714285716,2.38,N/A,,TECH,,WEAK,,0.2,,-2.76,0.2,0.375,0.125,0.062,0.125,0.2,0.7788,CHOP,13.33,13.96,14.0996,250,97,85,6.73,2.0,1.64,3332.5,1354.12,1198.47,10:30,12.9301,16.0198,PULLBACK_LIMIT,,,
MSTR,Long,PULLBACK,T1-STRONG_LONG,92,96.9,90.0645,110.571,,2.0,6.8355,104.25,7.1,WAITING,6,6,"10m,15m,1h,30m,4h,5m",96.9,92.85,OPEN_ROAD,EXCITED,4.49,12294409383.0,2.8,1.6,2801263.0,1.0,16.6,31.0,8.0,363.65,MEGA,0.14,93.53,92.52,94.54,2.2,PREMIUM,PREMIUM,3632,4,1598,2.2,C,,,,False,5.723535714285714,1.19,N/A,,FINANCIAL,,NEUTRAL,,0.44,,-0.76,0.44,0.375,0.75,0.375,1.0,0.44,0.7695,CHOP,92.85,96.9,97.869,35,14,12,6.36,2.0,1.63,3249.75,1356.6,1174.43,10:30,90.0645,110.571,PULLBACK_LIMIT,,,
MBGL,Long,BOUNCE,T1-STRONG_LONG,88,20.69,19.1284,23.8132,,2.0,1.5616,20.69,0.7,CLOSE,9,7,"10m,15m,1d,1h,30m,4h,5m",20.535,19.72,OPEN_ROAD,EXCITED,1.2,213481202.0,1.4,1.2,0.0,0.0,9.1,16.0,8.0,294.73,MEGA,0.02,19.88,19.82,19.94,0.6,PREMIUM,PREMIUM,245,2,72,2.0,C,,,,False,0.9333928571428574,1.67,N/A,,TECH,,WEAK,,0.2,,-2.76,0.2,0.375,0.25,0.062,0.438,0.2,0.7538,CHOP,19.72,20.69,20.8969,169,64,56,6.92,2.0,1.65,3332.68,1324.16,1170.23,10:30,19.1284,23.8132,PULLBACK_LIMIT,,,
CRCL,Long,PULLBACK,T1-STRONG_LONG,100,78.59,70.2242,95.3216,,2.0,8.3658,78.59,3.9,APPROACH,7,7,"10m,15m,1d,1h,30m,4h,5m",75.5,72.3961,OPEN_ROAD,EXCITED,9.52,7826153461.0,2.0,1.2,1280946.0,1.0,16.0,37.0,8.0,201.43,MEGA,0.12,72.7475,71.73,73.765,2.8,PREMIUM,PREMIUM,3285,4,1535,8.0,A,,,,False,5.090242857142856,1.64,N/A,,FINANCIAL,,NEUTRAL,,0.44,,-0.76,0.44,0.375,0.625,0.812,0.688,0.44,0.6633,CHOP,72.3961,78.59,79.3759,46,11,10,10.56,2.0,1.74,3330.22,864.49,793.76,10:30,70.2242,95.3216,PULLBACK_LIMIT,,,
EW,Long,BOUNCE,T1-STRONG_LONG,93,92.28,88.0857,100.6686,,2.0,4.1943,92.28,0.1,CLOSE,8,7,"10m,15m,1d,1h,30m,4h,5m",92.19,90.81,OPEN_ROAD,EXCITED,1.73,266722919.0,0.8,0.7,0.0,0.0,3.7,26.0,8.0,574.49,MEGA,0.01,91.225,90.98,91.47,0.5,PREMIUM,PREMIUM,1235,2,354,2.1,C,,,,False,1.9653571428571428,2.13,N/A,,TECH,,WEAK,,0.2,,-2.76,0.2,0.375,0.0,0.5,0.125,0.2,0.61,CHOP,90.81,92.28,93.2028,36,23,19,3.62,2.0,1.46,3269.16,2122.44,1770.85,10:30,88.0857,100.6686,PULLBACK_LIMIT,,,
