ticker,side,mode,tier,fem,entry,stop,t1,t_partial,rr,risk,last_close,dist_pct,proximity,cluster_gaps,cluster_tfs,tfs,cluster_top,cluster_bot,path,gap_quality,sponsorship,total_genesis,vol_ratio_today,vol_ratio_3d,premkt_vol,hot_days,move_pct,total_gaps,n_timeframes,float_m,float_label,float_rotation,fractal_50,prev_close,today_open,gap_pct,price_zone_50,cluster_zone_50,va_depth,va_layers,conviction_ticks,clean_air_pct,va_grade,warrior_price_band,atr_14,atr_to_stop_ratio,borrow_risk,news,_sector,_industry,_sector_label,_industry_label,_sector_strength,_industry_strength,_sector_ret_5d,_sector_pct,_pr_rr,_pr_dist,_pr_fem,_pr_rot,_pr_sec,_score,regime,_L1_px,_L2_px,_L3_px,_L1_shares,_L2_shares,_L3_shares,_L1_rr,_L2_rr,_L3_rr,_L1_notional,_L2_notional,_L3_notional,_cutoff,_stop_px,_t1_px,entry_mode,_L4_px,_L4_shares,_L4_rr,_cohort,_entry_policy
USB,Long,BOUNCE,T1-STRONG_LONG,100,64.43,61.5853,70.1194,,2.0,2.8447,64.43,1.2,CLOSE,4,4,"15m,1h,30m,4h",63.66,63.49,HIGHWAY,EXCITED,1.31,36017408,1.0,0.9,0,0,2.9,27,8,1553.25,MEGA,0.01,63.575,63.49,63.66,0.3,FLAT,FLAT,1205,7,550,99.9,A,False,1.2004214285714276,2.37,N/A,,FINANCIAL,REG_BANKS,HOT,NEUTRAL,1.0,0.44,nan,0.44,0.5,0.8,0.6,0.2,0.44,1.002,FAVORABLE,63.49,64.43,65.0743,52,35,28,3.48,2.0,1.45,3301.48,2255.05,1822.08,10:30,61.5853,70.1194,PULLBACK_LIMIT,,,,MID,LIMIT
STUB,Long,BOUNCE,T2-LONG,100,8.54,8.1228,9.3744,,2.0,0.4172,8.54,0.9,CLOSE,3,3,"1h,30m,4h",8.465,8.374,OPEN_ROAD,EXCITED,0.78,14483857,0.5,0.7,0,0,13.0,24,8,253.15,MEGA,0.01,8.4,8.41,8.39,-0.2,FLAT,FLAT,118,2,10,6.4,C,True,0.71365,0.58,N/A,,CONS_DISC,CHINA_TECH,NEUTRAL,STRONG,0.32,0.84,-2.08,0.84,0.5,0.2,0.6,0.2,0.84,0.942,FAVORABLE,8.374,8.54,8.6254,398,239,198,3.98,2.0,1.49,3332.85,2041.06,1707.83,10:30,8.1228,9.3744,PULLBACK_LIMIT,,,,MID,LIMIT
TFC,Long,BOUNCE,T1-STRONG_LONG,100,52.99,49.664,59.642,,2.0,3.326,52.99,1.0,CLOSE,10,6,"10m,1d,1h,30m,4h,5m",52.46,51.2,HIGHWAY,EXCITED,1.24,521566234,1.0,0.8,0,0,5.0,29,8,1218.34,MEGA,0.01,52.22,52.12,52.32,0.4,FLAT,FLAT,1052,4,354,99.9,A,False,1.1278571428571442,2.95,N/A,,FINANCIAL,REG_BANKS,HOT,NEUTRAL,1.0,0.44,nan,0.44,0.5,0.5,0.6,0.2,0.44,0.912,FAVORABLE,51.2,52.99,53.5199,65,30,25,5.5,2.0,1.59,3328.0,1589.7,1338.0,10:30,49.664,59.642,PULLBACK_LIMIT,,,,MID,LIMIT
TREX,Long,BOUNCE,T2-LONG,100,44.02,42.1271,47.8058,44.38,2.0,1.8929,44.02,0.0,CLOSE,1,1,1d,44.0,43.43,OPEN_ROAD,EXCITED,0.97,112461678,1.3,1.1,0,0,9.6,28,8,103.22,HIGH,0.03,44.38,44.0,44.76,1.7,DISCOUNT,DISCOUNT,800,6,633,7.2,B,False,2.1194285714285717,0.89,N/A,,MATERIALS,,STRONG,,0.8,,4.47,0.8,0.5,0.0,0.6,0.9,0.8,0.73,FAVORABLE,43.43,44.02,44.4602,76,52,42,3.36,2.0,1.43,3300.68,2289.04,1867.33,10:30,42.1271,47.8058,PULLBACK_LIMIT,,,,MID,LIMIT
CCC,Long,BOUNCE,T1-STRONG_LONG,100,6.12,5.5678,7.2244,,2.0,0.5522,6.12,1.0,CLOSE,13,7,"10m,15m,1d,1h,30m,4h,5m",6.06,5.74,HIGHWAY,EXCITED,1.06,263737867,0.8,0.8,0,0,9.8,37,8,543.35,MEGA,0.02,5.99,5.97,6.01,0.7,PREMIUM,DISCOUNT,410,4,65,11.4,A,True,0.3202999999999999,1.72,N/A,,TECH,,COLD,,0.04,,-5.36,0.04,0.5,0.5,0.6,0.6,0.04,0.712,FAVORABLE,5.74,6.12,6.1812,580,181,163,8.62,2.0,1.7,3329.2,1107.72,1007.54,10:30,5.5678,7.2244,PULLBACK_LIMIT,,,,MID,LIMIT
