ticker,side,tier,fem,mode,entry,stop,t1,last_px,high,low,volume,chg_pct,outcome,result_r,stop_adjusted,checked_at,scan_date
HWH,Long,T1-STRONG_LONG,100,PULLBACK,1.11,1.0001,1.3298,1.42,2.6,1.42,24109432,27.93,TARGET_HIT,0.85,True,2026-06-10_1317,2026-06-10_0516
SRXH,Long,T3-LONG_WATCH,49,BOUNCE,0.1212,0.0702,0.2232,0.126,0.1295,0.119,30396463,3.96,CLOSED,0.09,False,2026-06-10_1317,2026-06-10_0516
INTC,Long,T1-STRONG_LONG,88,BOUNCE,107.92,95.5599,132.6401,107.04,111.5,104.92,121575837,-0.82,CLOSED_LOSS,-0.07,False,2026-06-10_1317,2026-06-10_0516
NCRA,Long,T3-LONG_WATCH,78,BOUNCE,0.1441,0.0909,0.2504,0.125,0.13,0.103,13642802,-13.25,CLOSED_LOSS,-0.36,False,2026-06-10_1317,2026-06-10_0516
CHAI,Long,T2-LONG,100,BREAKOUT,3.36,-0.4648,11.0096,1.37,1.59,1.2,6933842,-59.23,TARGET_HIT,0.72,True,2026-06-10_1317,2026-06-10_0516
CLYM,Long,T2-LONG,91,PULLBACK,11.135,10.185,13.035,10.8,11.66,10.6387,587161,-3.01,TARGET_HIT,1.5,True,2026-06-10_1317,2026-06-10_0516
BLDR,Long,T1-STRONG_LONG,98,BOUNCE,77.54,70.9264,90.7672,74.62,78.75,74.59,2946956,-3.77,TARGET_HIT,1.5,True,2026-06-10_1317,2026-06-10_0516
HPP,Long,T1-STRONG_LONG,100,PULLBACK,14.16,13.6819,15.1163,15.06,15.69,15.045,1507012,6.36,TARGET_HIT,1.5,True,2026-06-10_1317,2026-06-10_0516
MRX,Long,T1-STRONG_LONG,100,PULLBACK,56.56,53.4567,62.7666,61.91,63.0,59.2801,1112455,9.46,TARGET_HIT,1.5,True,2026-06-10_1317,2026-06-10_0516
FWRD,Long,T3-LONG_WATCH,80,PULLBACK,11.63,10.6118,13.6664,12.25,12.29,10.6,1888807,5.33,STOPPED,-1.0,True,2026-06-10_1317,2026-06-10_0516
PRKS,Long,T2-LONG,92,PULLBACK,44.51,40.7788,51.9724,44.08,46.85,43.91,1082484,-0.97,TARGET_HIT,1.5,True,2026-06-10_1317,2026-06-10_0516
CERS,Long,T2-LONG,64,BOUNCE,2.58,2.4735,2.793,2.56,2.64,2.55,1838632,-0.78,CLOSED_LOSS,-0.19,False,2026-06-10_1317,2026-06-10_0516
